"Date","1 Month 5 Years Payer ATMF Implied BP Vol","3 Month 5 Years Payer ATMF Implied BP Vol","9 Month 5 Years Payer ATMF Implied BP Vol","1 Year 5 Years Payer ATMF Implied BP Vol","18 Month 5 Years Payer ATMF Implied BP Vol","2 Years 5 Years Payer ATMF Implied BP Vol","3 Years 5 Years Payer ATMF Implied BP Vol","4 Years 5 Years Payer ATMF Implied BP Vol","5 Years 5 Years Payer ATMF Implied BP Vol"
06-Jan-20,4.04385,4.15437,4.02364,4.11938,4.13524,4.15149,4.12885,4.11349,4.08051
07-Jan-20,4.10827,4.09006,4.12298,4.13467,4.15075,4.1673,4.15957,4.13322,4.09629
08-Jan-20,4.02984,4.01132,4.07757,4.1126,4.14158,4.17125,4.15957,4.13716,4.11207
09-Jan-20,3.86896,3.89087,4.01624,4.05792,4.09065,4.12391,4.12012,4.11744,4.10418
10-Jan-20,3.54202,3.7063,3.88908,3.93914,3.99996,4.06079,4.07673,4.10166,4.10416
13-Jan-20,3.44561,3.63193,3.83496,3.89106,3.94371,3.9976,4.02935,4.05823,4.06473
14-Jan-20,3.40467,3.64085,3.83179,3.87263,3.92583,3.98026,4.02461,4.05271,4.05842
15-Jan-20,3.43529,3.65667,3.84,3.89178,3.96278,4.0355,4.07985,4.09611,4.08998
16-Jan-20,3.42861,3.6201,3.80296,3.86639,3.93853,4.01183,4.05618,4.07638,4.07417
17-Jan-20,3.44813,3.61307,3.81635,3.90227,3.96889,4.03549,4.06406,4.07638,4.06631
21-Jan-20,3.43446,3.64201,3.8404,3.92529,3.99041,4.05606,4.08462,4.10087,4.09472
22-Jan-20,3.44695,3.64417,3.8382,3.92045,3.98012,4.04028,4.07673,4.09692,4.09472
23-Jan-20,3.66437,3.7881,3.899,3.97993,4.03772,4.0955,4.14726,4.14821,4.14206
24-Jan-20,3.91718,3.92182,3.97065,4.05052,4.09308,4.13495,4.18671,4.18371,4.16967
27-Jan-20,4.26305,4.15039,4.08676,4.13779,4.17567,4.21385,4.25772,4.25078,4.22616
28-Jan-20,4.19545,4.07812,3.99138,4.05533,4.08924,4.12315,4.15945,4.15318,4.12833
29-Jan-20,4.37915,4.2075,4.07168,4.12369,4.15092,4.1784,4.21467,4.20525,4.17724
30-Jan-20,4.61943,4.37455,4.20037,4.25189,4.25142,4.25099,4.26675,4.24459,4.21659
31-Jan-20,4.94766,4.548,4.28754,4.31704,4.30366,4.29044,4.29833,4.28012,4.24817
03-Feb-20,4.74665,4.45269,4.2793,4.30319,4.27721,4.25109,4.25898,4.24865,4.22454
04-Feb-20,4.46563,4.22393,4.13849,4.17009,4.1652,4.16036,4.17614,4.17369,4.1575
05-Feb-20,4.16244,4.0679,4.0685,4.12332,4.12605,4.1288,4.14458,4.13819,4.11805
06-Feb-20,4.0354,3.89964,4.02922,4.06733,4.08623,4.10513,4.11302,4.11452,4.0944
07-Feb-20,4.3534,4.18509,4.15443,4.1683,4.17225,4.17614,4.17614,4.17369,4.14963
10-Feb-20,4.44189,4.30928,4.21634,4.21977,4.2059,4.19192,4.19192,4.19342,4.1733
11-Feb-20,4.29644,4.20304,4.18219,4.18763,4.16619,4.14458,4.14458,4.14608,4.13188
12-Feb-20,4.1332,4.0955,4.10592,4.12219,4.12155,4.12091,4.12091,4.12044,4.10426
13-Feb-20,4.15575,4.10278,4.10386,4.13069,4.13369,4.13669,4.13669,4.1303,4.11215
14-Feb-20,4.20696,4.14444,4.1296,4.16041,4.15641,4.15247,4.15247,4.14213,4.12004
18-Feb-20,4.23441,4.18466,4.16915,4.19904,4.18759,4.17608,4.1682,4.16186,4.14371
19-Feb-20,4.30695,4.14078,4.125,4.15537,4.16178,4.16816,4.16031,4.14608,4.12004
20-Feb-20,4.44951,4.2499,4.19048,4.21142,4.21347,4.2155,4.19582,4.18158,4.15553
21-Feb-20,4.75261,4.43817,4.29536,4.29286,4.29568,4.29835,4.27077,4.25453,4.22651
24-Feb-20,5.38672,4.82658,4.44834,4.41001,4.4015,4.39306,4.34971,4.33343,4.30541
25-Feb-20,5.48077,4.89581,4.45709,4.38934,4.35155,4.31421,4.2866,4.28215,4.25809
26-Feb-20,5.52934,4.91012,4.40818,4.34313,4.27252,4.17377,4.16036,4.14802,4.11606
27-Feb-20,6.00199,5.21113,4.51781,4.41122,4.30527,4.17377,4.14127,4.13544,4.10821
28-Feb-20,7.2889,5.87643,4.63624,4.46465,4.3223,4.18955,4.14916,4.14327,4.12399
02-Mar-20,6.48028,5.41257,4.37051,4.24045,4.17374,4.11065,4.07026,4.08804,4.07665
03-Mar-20,6.28961,5.24308,4.31598,4.18424,4.09776,4.01597,3.98347,3.99731,3.98197
04-Mar-20,5.86716,4.92465,4.16354,4.04817,4.01135,3.97652,3.9598,3.96102,3.97013
05-Mar-20,6.17734,5.17002,4.33356,4.20152,4.11495,4.03175,3.98741,3.98074,3.96224
06-Mar-20,7.21993,5.67507,4.45053,4.25993,4.14402,4.03175,3.9953,4.02808,3.9938
09-Mar-20,8.57543,6.61855,4.79154,4.40879,4.17226,3.94497,3.94796,3.97285,3.96224
10-Mar-20,7.22886,5.8832,4.44284,4.29958,4.163,4.03175,4.01108,4.03992,4.03325
11-Mar-20,7.35386,6.06543,4.85293,4.65637,4.50844,4.36629,4.27618,4.27504,4.23839
12-Mar-20,8.42407,6.83635,5.23443,4.8854,4.77045,4.65821,4.53655,4.45256,4.34096
13-Mar-20,7.47652,6.29562,5.03561,4.7441,4.6769,4.61088,4.50499,4.41705,4.30151
16-Mar-20,6.23461,5.4341,4.57267,4.39899,4.44261,4.48469,4.39453,4.34999,4.26206
17-Mar-20,5.48159,4.97017,4.40886,4.29748,4.32051,4.34262,4.25251,4.2277,4.14371
18-Mar-20,6.32435,5.67026,4.98104,4.64976,4.62591,4.60299,4.43398,4.37761,4.27784
19-Mar-20,6.92422,6.13882,5.40637,5.0488,4.93106,4.81595,4.58389,4.48412,4.34096
20-Mar-20,6.79638,5.98998,5.23492,4.84334,4.80165,4.76075,4.52866,4.42889,4.25415
23-Mar-20,6.4074,5.71068,4.94062,4.5845,4.58595,4.58701,4.34719,4.22769,4.08055
24-Mar-20,5.41623,5.15502,4.57444,4.33798,4.36056,4.3795,4.20516,4.09356,3.97796
25-Mar-20,4.64301,4.72472,4.33927,4.15296,4.1169,4.07932,4.07498,4.02251,3.94247
26-Mar-20,4.73121,4.67331,4.24161,4.073,4.02019,3.96863,4.01658,3.99965,3.95118
27-Mar-20,4.80975,4.65099,4.21097,4.06844,4.042,4.01597,4.06392,4.04517,4.00643
30-Mar-20,4.71182,4.54495,4.16047,4.02385,4.0037,3.98441,4.05596,4.04292,4.0072
31-Mar-20,4.54104,4.36966,4.02349,3.90159,3.91323,3.92124,4.01656,4.01534,3.99142
01-Apr-20,4.25492,4.16589,3.92347,3.82582,3.87177,3.91336,4.01657,4.02326,4.00714
02-Apr-20,3.91769,3.95455,3.80031,3.74081,3.79577,3.85026,3.92916,3.96861,3.98353
03-Apr-20,3.39208,3.60056,3.62619,3.60512,3.68068,3.7556,3.85817,3.92524,3.92043
06-Apr-20,3.39981,3.45443,3.54553,3.53817,3.61653,3.69243,3.83451,3.91341,3.92043
07-Apr-20,3.75293,3.65861,3.62765,3.60931,3.67966,3.74772,3.86235,3.92327,3.92832
08-Apr-20,4.04735,3.83486,3.72646,3.69922,3.74389,3.78717,3.9096,3.94694,3.95988
09-Apr-20,3.90445,3.73749,3.69399,3.67418,3.75161,3.82662,3.94908,3.99428,4.023
13-Apr-20,3.78206,3.69615,3.69135,3.67615,3.77184,3.866,4.00153,4.05344,4.08611
14-Apr-20,3.52113,3.50074,3.60242,3.60086,3.71055,3.81865,3.95674,4.0061,4.03876
15-Apr-20,3.62713,3.58412,3.66603,3.65844,3.74678,3.83499,3.97251,4.02188,4.05455
16-Apr-20,3.76528,3.66375,3.68531,3.66993,3.75681,3.8429,3.98041,4.02974,4.06065
17-Apr-20,3.7367,3.63824,3.67866,3.66476,3.75389,3.84289,3.9804,4.02973,4.0605
20-Apr-20,3.54673,3.49417,3.587,3.5824,3.69399,3.80295,3.94891,3.99822,4.03089
21-Apr-20,3.76088,3.58837,3.6194,3.60466,3.70898,3.81084,3.9568,4.00611,4.03878
22-Apr-20,3.61512,3.4685,3.54094,3.53223,3.65723,3.77928,3.92524,3.97061,3.99933
23-Apr-20,3.51055,3.36244,3.46377,3.46911,3.6021,3.73194,3.8779,3.95483,3.99144
24-Apr-20,3.40732,3.22346,3.33413,3.35059,3.48712,3.62148,3.799,3.89171,3.9441
27-Apr-20,2.93024,2.87269,3.10869,3.14048,3.27207,3.40056,3.59378,3.72988,3.80208
28-Apr-20,2.95346,2.88963,3.10523,3.12744,3.24139,3.35042,3.56191,3.71695,3.81786
29-Apr-20,2.84655,2.82524,3.05185,3.08169,3.1965,3.30294,3.53878,3.69721,3.80992
30-Apr-20,2.80391,2.79308,3.00765,3.03987,3.15539,3.26697,3.49932,3.65775,3.77047
01-May-20,2.70169,2.72218,2.97234,2.99466,3.12966,3.26691,3.48358,3.64985,3.76873
04-May-20,2.61167,2.66164,2.94563,2.97247,3.12226,3.26606,3.48309,3.65038,3.77068
05-May-20,2.66618,2.67999,2.98575,3.00239,3.12883,3.25034,3.48309,3.64645,3.77068
06-May-20,2.7542,2.78301,3.06674,3.06424,3.19536,3.32134,3.5541,3.70954,3.82575
07-May-20,3.06205,2.99439,3.15519,3.13149,3.2515,3.36868,3.61327,3.76436,3.8652
08-May-20,3.26615,3.38418,3.40269,3.32069,3.38464,3.44758,3.67639,3.82354,3.90465
11-May-20,3.27758,3.33305,3.33787,3.26988,3.3605,3.44758,3.67639,3.82354,3.90465
12-May-20,3.30427,3.34683,3.37373,3.31778,3.39144,3.46336,3.68428,3.83143,3.91254
13-May-20,3.20833,3.26151,3.33371,3.28999,3.40167,3.5107,3.67639,3.83143,3.91254
14-May-20,3.2565,3.2786,3.31935,3.27391,3.38486,3.49492,3.67639,3.83143,3.91254
15-May-20,3.14034,3.20244,3.31935,3.28384,3.38544,3.48703,3.6685,3.81565,3.89676
18-May-20,3.05813,3.14975,3.31564,3.28193,3.38571,3.48703,3.6685,3.81565,3.89676
19-May-20,3.08298,3.16096,3.31364,3.27858,3.37999,3.47908,3.66845,3.81959,3.90465
20-May-20,3.1223,3.16437,3.29913,3.26124,3.36349,3.46331,3.65268,3.80381,3.88887
21-May-20,2.98023,3.03934,3.20636,3.18371,3.29235,3.40025,3.61323,3.76827,3.85727
22-May-20,2.85704,2.92304,3.11722,3.10475,3.22502,3.34534,3.56589,3.71305,3.80208
26-May-20,2.74452,2.81389,3.03079,3.06874,3.17592,3.28221,3.50279,3.67363,3.77841
27-May-20,2.78724,2.85802,3.07407,3.11199,3.20932,3.30588,3.51859,3.68941,3.79419
28-May-20,2.69939,2.79603,3.0361,3.07726,3.19112,3.30588,3.51859,3.68941,3.79419
29-May-20,2.90299,2.92248,3.08162,3.11263,3.20887,3.30588,3.51859,3.68938,3.79419
01-Jun-20,2.84486,2.86502,3.03121,3.07005,3.18843,3.30588,3.51859,3.68547,3.7863
02-Jun-20,2.8687,2.86859,3.04167,3.07862,3.20062,3.32166,3.547,3.72176,3.8308
03-Jun-20,3.15543,3.03753,3.11469,3.13042,3.25415,3.37689,3.59781,3.75797,3.86133
04-Jun-20,3.34332,3.18652,3.15687,3.16781,3.30049,3.43212,3.65619,3.82504,3.92445
05-Jun-20,3.43014,3.22108,3.12667,3.12639,3.25953,3.39267,3.60885,3.77375,3.86922
08-Jun-20,3.35453,3.17222,3.10146,3.11576,3.25873,3.40056,3.61674,3.79742,3.90078
09-Jun-20,3.37932,3.18906,3.11877,3.14585,3.28163,3.41634,3.63252,3.81715,3.92445
10-Jun-20,3.01375,2.96261,3.03155,3.09363,3.21998,3.34533,3.57729,3.76192,3.86922
11-Jun-20,3.05224,2.98214,3.04664,3.10637,3.23821,3.369,3.61674,3.80137,3.90867
12-Jun-20,2.91332,2.9521,3.08243,3.14353,3.25627,3.369,3.61674,3.80137,3.90867
15-Jun-20,2.87219,2.93813,3.07605,3.1437,3.27266,3.4006,3.6483,3.83687,3.94812
16-Jun-20,2.90721,2.95735,3.08012,3.14483,3.27714,3.40845,3.65619,3.84476,3.95601
17-Jun-20,2.76589,2.89523,3.03262,3.09891,3.23846,3.37689,3.64112,3.82898,3.94023
18-Jun-20,2.56716,2.74834,2.96093,3.03177,3.18918,3.34645,3.62536,3.81715,3.93234
19-Jun-20,2.49223,2.66239,2.89557,2.97355,3.14765,3.32278,3.60171,3.80137,3.92443
22-Jun-20,2.41295,2.6162,2.89502,2.9776,3.14642,3.31364,3.59268,3.79316,3.9163
23-Jun-20,2.4364,2.63521,2.90947,2.99153,3.15755,3.32156,3.59297,3.79314,3.91629
24-Jun-20,2.51014,2.71135,2.9747,3.05456,3.21076,3.36107,3.61036,3.81084,3.92262
25-Jun-20,2.41603,2.67205,2.9827,3.06781,3.24673,3.4163,3.63403,3.82684,3.93068
26-Jun-20,2.39538,2.66056,2.98428,3.07086,3.25158,3.4242,3.64193,3.83476,3.93865
29-Jun-20,2.37256,2.6426,2.98355,3.0671,3.2371,3.40844,3.63405,3.82689,3.93075
30-Jun-20,2.43391,2.64672,2.96751,3.0492,3.22351,3.40053,3.63407,3.82689,3.93075
01-Jul-20,2.4433,2.65151,2.96536,3.04937,3.23239,3.40841,3.64985,3.84267,3.94651
02-Jul-20,2.40627,2.64267,2.95411,3.02325,3.21411,3.40044,3.64591,3.83874,3.9426
06-Jul-20,2.32091,2.57255,2.94309,3.02513,3.21505,3.40049,3.64594,3.82299,3.93471
07-Jul-20,2.25126,2.50264,2.89054,2.98031,3.18501,3.38478,3.63016,3.80721,3.91104
08-Jul-20,2.21863,2.48694,2.9031,2.99829,3.19384,3.38478,3.63016,3.79932,3.89526
09-Jul-20,2.17979,2.45432,2.87031,2.96559,3.16414,3.36111,3.5986,3.76776,3.8637
10-Jul-20,2.20533,2.46507,2.89179,2.99022,3.16383,3.33744,3.57493,3.7362,3.82423
13-Jul-20,2.17434,2.40789,2.8469,2.96538,3.15754,3.34533,3.56704,3.72831,3.80847
14-Jul-20,2.1777,2.41276,2.8506,2.97805,3.17981,3.37684,3.61433,3.78748,3.87948
15-Jul-20,2.09327,2.35103,2.82633,2.96018,3.16301,3.36105,3.61432,3.78748,3.87948
16-Jul-20,2.10721,2.3658,2.83848,2.96972,3.15824,3.34527,3.60643,3.78744,3.88737
17-Jul-20,2.05531,2.33929,2.84407,2.98033,3.18647,3.3926,3.64588,3.81899,3.9347
20-Jul-20,2.03363,2.32416,2.84542,2.98032,3.18415,3.38636,3.63962,3.81273,3.9284
21-Jul-20,2.0097,2.31126,2.83209,2.96789,3.18192,3.39425,3.63962,3.81667,3.93629
22-Jul-20,2.01442,2.312,2.83029,2.96471,3.18033,3.39425,3.64751,3.82456,3.94418
23-Jul-20,1.91186,2.23043,2.78457,2.9205,3.14464,3.37058,3.66329,3.84034,3.96785
24-Jul-20,1.81309,2.12689,2.74025,2.88319,3.1218,3.36427,3.65698,3.83403,3.96153
27-Jul-20,1.75133,2.07028,2.7298,2.8919,3.1211,3.34849,3.63331,3.81825,3.93786
28-Jul-20,1.74123,2.05977,2.69138,2.8493,3.08383,3.31674,3.6174,3.80642,3.92997
29-Jul-20,1.81923,2.11026,2.69354,2.84395,3.06944,3.29313,3.59771,3.79064,3.91419
30-Jul-20,1.81899,2.09923,2.66252,2.80672,3.03812,3.26941,3.57404,3.7708,3.89835
31-Jul-20,1.90593,2.17018,2.69669,2.83091,3.05023,3.2694,3.57404,3.77083,3.89838
03-Aug-20,1.87356,2.13046,2.66867,2.79945,3.02764,3.25366,3.57414,3.7709,3.8984
04-Aug-20,2.04332,2.37409,2.68613,2.83727,3.05434,3.26959,3.57414,3.76302,3.88262
05-Aug-20,1.97853,2.35196,2.65983,2.8235,3.05535,3.28537,3.58992,3.77879,3.88657
06-Aug-20,1.97287,2.37483,2.62962,2.79735,3.03842,3.28142,3.58597,3.77091,3.87869
07-Aug-20,1.94995,2.36772,2.62558,2.78541,3.02556,3.26959,3.57414,3.75119,3.85502
10-Aug-20,1.87138,2.30878,2.612,2.79068,3.02713,3.2617,3.56625,3.7433,3.84713
11-Aug-20,2.09104,2.47646,2.67786,2.83697,3.05414,3.26959,3.57414,3.75119,3.84318
12-Aug-20,2.11035,2.52052,2.72924,2.87671,3.07393,3.26959,3.57414,3.74724,3.8353
13-Aug-20,2.15309,2.54681,2.73842,2.88726,3.0757,3.26564,3.56625,3.73935,3.82741
14-Aug-20,2.05047,2.46806,2.69197,2.84016,3.03163,3.22619,3.5268,3.6999,3.78796
17-Aug-20,2.09381,2.45299,2.68361,2.83268,3.02626,3.2183,3.52285,3.6999,3.78796
18-Aug-20,2.06096,2.42489,2.66897,2.8198,3.0158,3.21041,3.52285,3.70779,3.79585
19-Aug-20,2.14754,2.51433,2.69103,2.83268,3.01831,3.20244,3.5149,3.70385,3.79979
20-Aug-20,2.09461,2.47059,2.65985,2.80339,3.00213,3.20245,3.50701,3.69596,3.80374
21-Aug-20,2.15749,2.56438,2.67894,2.80966,3.006,3.2056,3.51018,3.69907,3.80468
24-Aug-20,2.07434,2.54005,2.68398,2.81891,3.01551,3.21355,3.51813,3.70739,3.81498
25-Aug-20,2.21626,2.69645,2.74831,2.87017,3.04904,3.22643,3.51024,3.68383,3.82287
26-Aug-20,2.28555,2.81361,2.81677,2.93262,3.09462,3.26585,3.53449,3.69565,3.83054
27-Aug-20,2.34123,2.85044,2.85115,2.96781,3.1216,3.29356,3.55025,3.70307,3.83058
28-Aug-20,2.13809,2.74014,2.79983,2.9107,3.08852,3.27785,3.55025,3.70702,3.83845
31-Aug-20,1.9463,2.59522,2.74535,2.84964,3.03036,3.22146,3.51023,3.68333,3.83056
01-Sep-20,1.83173,2.51341,2.72729,2.83312,3.01421,3.20568,3.50234,3.68728,3.83845
02-Sep-20,1.88023,2.53134,2.72523,2.84761,3.02549,3.21357,3.50234,3.68728,3.83845
03-Sep-20,2.01565,2.61463,2.77028,2.85258,3.04722,3.25302,3.52601,3.70306,3.84634
04-Sep-20,2.09629,2.69917,2.78767,2.83872,3.02935,3.22935,3.51812,3.71489,3.86212
08-Sep-20,2.15284,2.7087,2.81476,2.86112,3.04543,3.23724,3.52601,3.72278,3.87001
09-Sep-20,2.01335,2.62148,2.80644,2.86222,3.04986,3.24513,3.54179,3.73856,3.88579
10-Sep-20,1.90345,2.59183,2.82356,2.878,3.05791,3.24513,3.54179,3.74251,3.89368
11-Sep-20,1.78961,2.48246,2.74578,2.79942,3.00318,3.21357,3.49445,3.69517,3.84634
14-Sep-20,1.83908,2.49418,2.75814,2.80679,3.00613,3.21357,3.50234,3.707,3.86212
15-Sep-20,1.74643,2.40259,2.69574,2.74846,2.96481,3.18992,3.47867,3.69075,3.85423
16-Sep-20,1.58675,2.27127,2.5929,2.65174,2.89229,3.14256,3.43922,3.67103,3.84634
17-Sep-20,1.45619,2.13664,2.49763,2.57349,2.83303,3.10311,3.39977,3.61974,3.799
18-Sep-20,1.45796,2.04632,2.42574,2.52131,2.77262,3.0321,3.33665,3.59607,3.77533
21-Sep-20,1.50523,2.05567,2.43812,2.53285,2.77748,3.03205,3.33621,3.5957,3.7754
22-Sep-20,1.48921,2.03412,2.43736,2.55359,2.78422,3.02373,3.35197,3.61147,3.79118
23-Sep-20,1.48906,2.0282,2.41246,2.53313,2.76552,3.00834,3.3444,3.59963,3.77501
24-Sep-20,1.49531,2.04991,2.3897,2.50879,2.74271,2.99259,3.32863,3.57991,3.74345
25-Sep-20,1.57373,2.15055,2.46421,2.55838,2.7766,3.00837,3.32863,3.58017,3.74373
28-Sep-20,1.63314,2.24416,2.50075,2.58036,2.794,3.01632,3.33666,3.58815,3.7516
29-Sep-20,1.60064,2.25704,2.50341,2.57835,2.80459,3.0398,3.35228,3.59604,3.7516
30-Sep-20,1.66738,2.29723,2.50961,2.57542,2.80616,3.04781,3.36026,3.60393,3.76741
01-Oct-20,1.63243,2.24396,2.46028,2.554,2.79016,3.03203,3.34448,3.59199,3.75942
02-Oct-20,1.72225,2.22965,2.42205,2.52319,2.75992,3.00047,3.31292,3.5684,3.75161
05-Oct-20,2.31942,2.39576,2.50647,2.59009,2.79671,3.0083,3.32087,3.57635,3.75955
06-Oct-20,2.38677,2.3639,2.50508,2.58397,2.79364,3.00843,3.32087,3.57635,3.75955
07-Oct-20,2.54268,2.41928,2.50641,2.57458,2.78891,3.00843,3.32087,3.57635,3.75166
08-Oct-20,2.53396,2.42251,2.52549,2.60617,2.801,3.00054,3.31298,3.56057,3.73588
09-Oct-20,2.49765,2.36014,2.49168,2.5772,2.78717,3.00054,3.31298,3.56057,3.73584
13-Oct-20,2.37412,2.22081,2.43783,2.53207,2.74565,2.96109,3.28142,3.53295,3.71221
14-Oct-20,2.41587,2.2453,2.43596,2.52977,2.74849,2.96891,3.27347,3.51717,3.68065
15-Oct-20,2.64084,2.35551,2.47609,2.55983,2.77311,2.98153,3.27979,3.52348,3.68696
16-Oct-20,2.75711,2.41528,2.49919,2.5764,2.77653,2.97364,3.27189,3.51949,3.68694
19-Oct-20,2.82242,2.50636,2.54602,2.61704,2.78931,2.96575,3.26406,3.51165,3.67905
20-Oct-20,2.75986,2.45484,2.50547,2.58219,2.76977,2.96188,3.26406,3.50376,3.66326
21-Oct-20,2.81212,2.47789,2.52469,2.60981,2.78764,2.96977,3.26406,3.50376,3.66329
22-Oct-20,2.8297,2.46796,2.52861,2.61718,2.79526,2.97766,3.26406,3.50376,3.66329
23-Oct-20,2.83683,2.46178,2.54561,2.6415,2.80823,2.97766,3.26406,3.50376,3.6554
26-Oct-20,2.75795,2.47082,2.56224,2.65102,2.81239,2.97766,3.26406,3.50376,3.6554
27-Oct-20,2.74515,2.45361,2.58155,2.67538,2.82861,2.98555,3.27195,3.51165,3.66329
28-Oct-20,2.80089,2.54487,2.60278,2.66905,2.83719,3.01683,3.30328,3.53532,3.69485
29-Oct-20,2.89255,2.60138,2.65085,2.71638,2.89199,3.08001,3.35061,3.56688,3.71063
30-Oct-20,3.00881,2.6562,2.66953,2.7358,2.919,3.10367,3.36007,3.56666,3.71048
02-Nov-20,2.93747,2.61441,2.64769,2.72368,2.90506,3.08785,3.35235,3.56289,3.71057
03-Nov-20,2.96595,2.62459,2.61549,2.70123,2.88687,3.08023,3.34454,3.555,3.70268
04-Nov-20,2.0329,2.04497,2.32456,2.45058,2.67784,2.91454,3.24197,3.49189,3.66322
05-Nov-20,1.88503,2.00709,2.24726,2.37794,2.60997,2.85142,3.18674,3.44455,3.6317
06-Nov-20,1.78174,1.96517,2.22763,2.3517,2.5898,2.83564,3.17885,3.44064,3.63173
09-Nov-20,1.95353,2.10118,2.32778,2.45375,2.65636,2.8672,3.19463,3.44853,3.63173
10-Nov-20,1.96789,2.10065,2.33333,2.46026,2.65581,2.85931,3.17885,3.41697,3.5844
12-Nov-20,1.95839,2.08892,2.30099,2.42422,2.63917,2.85931,3.17885,3.41697,3.5844
13-Nov-20,1.98761,2.11736,2.30857,2.4401,2.65194,2.8672,3.18674,3.41697,3.5844
16-Nov-20,1.88826,2.05516,2.31801,2.46238,2.68576,2.91454,3.2183,3.44459,3.60806
17-Nov-20,1.93974,2.08688,2.36407,2.49586,2.7027,2.91454,3.2183,3.44459,3.61201
18-Nov-20,1.94816,2.09207,2.35118,2.4764,2.69675,2.92243,3.23408,3.45642,3.63568
19-Nov-20,1.96476,2.13599,2.38655,2.50492,2.72674,2.95391,3.25775,3.4722,3.65146
20-Nov-20,1.87777,2.07942,2.37001,2.49303,2.72554,2.96182,3.26564,3.48009,3.65934
23-Nov-20,1.82162,2.03375,2.37487,2.50183,2.72916,2.96186,3.26564,3.4801,3.65933
24-Nov-20,1.76258,2.01044,2.36944,2.4984,2.71555,2.93821,3.24986,3.47615,3.66722
25-Nov-20,1.78592,2.07601,2.40186,2.52127,2.72801,2.93821,3.24986,3.47615,3.66724
27-Nov-20,1.78939,2.08379,2.43067,2.53475,2.74043,2.9461,3.25775,3.48404,3.67513
30-Nov-20,1.74056,2.06012,2.43992,2.54492,2.75257,2.96188,3.28142,3.5156,3.70274
01-Dec-20,1.86301,2.17097,2.50655,2.60024,2.80392,3.00922,3.30904,3.53532,3.71458
02-Dec-20,1.94915,2.22448,2.5867,2.67579,2.87643,3.07234,3.35638,3.57082,3.73825
03-Dec-20,1.92743,2.20188,2.55,2.64587,2.84807,3.04867,3.33271,3.54715,3.71458
04-Dec-20,2.02556,2.25127,2.57272,2.67876,2.89133,3.1039,3.38005,3.57871,3.72247
07-Dec-20,2.14502,2.26919,2.57293,2.68121,2.89564,3.11179,3.38794,3.59055,3.73825
08-Dec-20,2.17931,2.26933,2.55195,2.6563,2.88313,3.11179,3.38794,3.59844,3.75876
09-Dec-20,2.21567,2.28287,2.54339,2.65534,2.88659,3.11968,3.39583,3.60633,3.76665
10-Dec-20,2.16699,2.26618,2.54182,2.65714,2.88356,3.11179,3.41161,3.63394,3.8061
11-Dec-20,2.20323,2.32136,2.61194,2.72359,2.92558,3.12757,3.43528,3.66156,3.84555
14-Dec-20,2.24566,2.35138,2.64535,2.75394,2.94001,3.12757,3.43528,3.66156,3.84555
15-Dec-20,2.19779,2.32317,2.61392,2.71697,2.91364,3.11182,3.42739,3.66156,3.85344
16-Dec-20,2.24162,2.37029,2.62486,2.72716,2.9187,3.11179,3.42739,3.66156,3.85344
17-Dec-20,2.0871,2.23171,2.57168,2.69757,2.88224,3.06839,3.39188,3.62803,3.82188
18-Dec-20,2.12871,2.26932,2.57584,2.70044,2.87774,3.05261,3.3761,3.60436,3.78243
21-Dec-20,2.12064,2.26232,2.57239,2.69783,2.86661,3.03674,3.36801,3.59628,3.77466
22-Dec-20,2.03878,2.22867,2.56413,2.69187,2.86666,3.03912,3.36484,3.61047,3.79046
23-Dec-20,2.03839,2.22581,2.57171,2.69155,2.87043,3.04685,3.37382,3.61836,3.79816
24-Dec-20,2.10462,2.2551,2.56712,2.68742,2.86466,3.05242,3.37382,3.61837,3.79816
28-Dec-20,2.13772,2.2295,2.57698,2.69528,2.8724,3.05104,3.37292,3.6185,3.79821
29-Dec-20,2.14487,2.25688,2.59265,2.70435,2.8863,3.06256,3.3885,3.63822,3.81399
30-Dec-20,2.25859,2.31018,2.59276,2.69981,2.89192,3.0825,3.40442,3.65006,3.82182
31-Dec-20,2.35096,2.33339,2.63498,2.73329,2.93157,3.12984,3.44388,3.67753,3.8376
04-Jan-21,2.28187,2.33093,2.59813,2.70088,2.89559,3.09039,3.39862,3.62451,3.77655
05-Jan-21,2.27299,2.29582,2.57642,2.67841,2.87491,3.07464,3.39862,3.6324,3.78444
06-Jan-21,2.17589,2.29229,2.6235,2.72048,2.9118,3.10618,3.43018,3.65607,3.816
07-Jan-21,2.23108,2.35868,2.69028,2.7852,2.95619,3.12994,3.46963,3.69157,3.84756
08-Jan-21,2.30439,2.46211,2.83137,2.92163,3.07644,3.2325,3.54853,3.73102,3.86334
11-Jan-21,2.41088,2.55962,2.96516,3.07201,3.22205,3.37452,3.6511,3.80992,3.93826
12-Jan-21,2.58447,2.688,3.04228,3.14867,3.27634,3.40608,3.67477,3.83359,3.96193
13-Jan-21,2.41454,2.51616,2.87753,2.99965,3.16219,3.32704,3.61945,3.79809,3.9304
14-Jan-21,2.4441,2.53192,2.88576,3.008,3.19365,3.38226,3.66678,3.81781,3.93829
15-Jan-21,2.36666,2.47459,2.85112,2.97784,3.16353,3.3507,3.64311,3.81781,3.95404
19-Jan-21,2.24911,2.38933,2.81304,2.94462,3.14372,3.34293,3.63926,3.81781,3.95405
20-Jan-21,2.12518,2.298,2.76364,2.9004,3.1335,3.3666,3.66688,3.84685,3.98876
