"Date","TY: 10 Yr Tsy Note Rolling Front Open","TY: 10 Yr Tsy Note Rolling Front Contract Fair Value","TY: 10 Yr Tsy Note Rolling Front Implied Volatility","TY: 10 Yr Tsy Note Rolling Front Basis of CTD Bond","TY: 10 Yr Tsy Note Rolling Front Term Repo Rate","TY: 10 Yr Tsy Note Rolling Front CTD Bond","TY: 10 Yr Tsy Note Rolling Front Clean Price of CTD Bond","TY: 10 Yr Tsy Note Rolling Front Bond Equivalent Yield"
14-Mar-19,122.5,122.43206,N/A,0.00002,N/A,30010.25,102.92188,N/A
15-Mar-19,122.40625,122.69657,N/A,0.00865,N/A,30010.25,103.14062,N/A
18-Mar-19,122.70312,122.58942,N/A,0.00683,N/A,30009.25,103.04688,N/A
19-Mar-19,122.625,122.47907,N/A,-0.00813,N/A,30009.25,102.95312,N/A
20-Mar-19,122.75,123.35755,3.24444,-0.02045,2.52779,25801.26,101.23438,N/A
21-Mar-19,123.4375,123.31725,3.22608,-0.01324,2.53014,25801.26,101.20312,N/A
22-Mar-19,123.35938,123.98868,3.51246,-0.01764,2.53488,25801.26,101.75,N/A
25-Mar-19,124.0625,124.31721,3.92574,0.0044,2.52592,25801.26,102.01562,N/A
26-Mar-19,124.48438,124.3913,3.84896,-0.01283,2.53184,25812.25,102.0625,N/A
27-Mar-19,124.3125,124.64052,4.01976,-0.04047,2.53166,25812.25,102.26562,N/A
28-Mar-19,124.70312,124.46706,3.91707,-0.02725,2.49309,25812.25,102.125,N/A
29-Mar-19,124.40625,124.18808,3.77352,0.00039,2.49166,25812.25,101.92188,N/A
01-Apr-19,124.15625,123.57052,3.62455,0.00038,2.49241,25812.25,101.42188,N/A
02-Apr-19,123.625,123.7415,3.7103,0.01281,2.48283,25801.26,101.5625,N/A
03-Apr-19,123.8125,123.45941,3.49151,-0.00363,2.48177,25812.25,101.32812,N/A
04-Apr-19,123.4375,123.51329,3.48063,0.00479,2.47797,25801.26,101.375,N/A
05-Apr-19,123.51562,123.5733,3.37955,0.0132,2.47523,25801.26,101.42188,N/A
08-Apr-19,123.625,123.43858,3.36098,0.01921,2.48139,25801.26,101.3125,N/A
09-Apr-19,123.45312,123.61148,3.28884,0.00599,2.48344,25801.26,101.45312,N/A
10-Apr-19,123.59375,123.77101,3.30239,0.00279,2.48563,25812.25,101.57812,N/A
11-Apr-19,123.84375,123.54086,3.14695,0.00759,2.47589,25812.25,101.39062,N/A
12-Apr-19,123.60938,123.07844,3.19188,0.0172,2.48022,25801.26,101.01562,N/A
15-Apr-19,123.04688,123.14132,3.19738,0.0128,2.47783,25801.26,101.0625,N/A
16-Apr-19,123.15625,122.81133,3.39081,0.0164,2.48157,25801.26,100.79688,N/A
17-Apr-19,122.84375,122.83638,3.34377,0.00638,2.48599,25812.25,100.8125,N/A
18-Apr-19,122.85938,123.12101,3.28126,0.00999,2.48007,25801.26,101.04688,N/A
22-Apr-19,123.125,122.92909,3.44711,0.02041,2.48993,25801.26,100.89062,N/A
23-Apr-19,122.95312,123.12193,3.59488,0.02281,2.48709,25801.26,101.04688,N/A
24-Apr-19,123.14062,123.50504,3.43556,0.00198,2.48111,25801.26,101.35938,N/A
25-Apr-19,123.51562,123.3716,3.42739,0.00799,2.47809,25801.26,101.25,N/A
26-Apr-19,123.39062,123.64068,3.22816,-0.00402,2.47964,25801.26,101.46875,N/A
29-Apr-19,123.67188,123.41137,3.39566,0.00078,2.4851,25801.26,101.28125,N/A
30-Apr-19,123.51562,123.64148,3.51759,-0.00402,2.48233,25801.26,101.46875,N/A
01-May-19,123.6875,123.56483,3.34325,0.0104,2.48758,25801.26,101.40625,N/A
02-May-19,123.60938,123.16416,3.2981,0.0156,2.46446,25801.26,101.07812,N/A
03-May-19,123.25,123.34228,3.16757,0.0152,2.46537,25812.25,101.21875,N/A
06-May-19,123.5625,123.62464,3.54184,0.01881,2.46577,25801.26,101.45312,N/A
07-May-19,123.9375,123.99251,4.03003,-0.00482,2.46919,25812.25,101.75,N/A
08-May-19,123.92188,123.73892,3.784,0.01,2.42083,25801.26,101.54688,N/A
09-May-19,123.73438,123.96866,3.97827,0.00519,2.43231,25801.26,101.73438,N/A
10-May-19,124.0625,123.98928,3.6331,0.02082,2.44719,25801.26,101.75,N/A
13-May-19,124.09375,124.42889,4.06726,0.02123,2.44097,25801.26,102.10938,N/A
14-May-19,124.40625,124.3149,3.50473,0.0044,2.43967,25801.26,102.01562,N/A
15-May-19,124.39062,124.64485,3.68221,-0.01202,2.44686,25812.25,102.28125,N/A
16-May-19,124.6875,124.41608,3.4848,0.0056,2.44643,25812.25,102.09375,N/A
17-May-19,124.51562,124.48827,3.29554,0.01682,2.44498,25801.26,102.15625,N/A
20-May-19,124.5,124.28308,3.90889,0.01161,2.43713,25801.26,101.98438,N/A
21-May-19,124.28125,124.13076,3.52142,0.00199,2.4306,25801.26,101.85938,N/A
22-May-19,124.14062,124.43181,3.76679,0.00841,2.4154,25801.26,102.10938,N/A
23-May-19,124.5,125.21491,5.63357,0.02084,2.42491,25801.26,102.75,N/A
24-May-19,124.9375,124.89177,N/A,0.01162,N/A,25801.26,102.48438,N/A
28-May-19,125.01562,125.38869,N/A,0.00762,N/A,25801.26,102.89062,N/A
29-May-19,125.40625,125.59879,N/A,-0.01281,N/A,25801.26,103.0625,N/A
30-May-19,125.375,125.67991,N/A,-0.00159,N/A,25812.25,103.125,N/A
31-May-19,125.75,126.40539,N/A,0.02806,N/A,25812.25,103.71875,N/A
03-Jun-19,126.3125,126.9208,N/A,0.02687,N/A,25812.25,104.14062,N/A
04-Jun-19,126.95312,126.60991,N/A,0.02045,N/A,25812.25,103.89062,N/A
05-Jun-19,126.4375,126.67311,N/A,0.02887,N/A,25812.25,103.9375,N/A
06-Jun-19,126.625,126.63511,N/A,0.02326,N/A,25812.25,103.90625,N/A
07-Jun-19,126.65625,126.90245,N/A,0.01124,N/A,25812.25,104.125,N/A
10-Jun-19,126.57812,126.462,N/A,0.02366,N/A,25801.26,103.76562,N/A
11-Jun-19,126.39062,126.4642,N/A,0.02366,N/A,25812.25,103.76562,N/A
12-Jun-19,126.4375,126.65497,N/A,0.01324,N/A,25812.25,103.92188,N/A
13-Jun-19,126.70312,126.99821,N/A,-0.00038,N/A,25812.25,104.20312,N/A
14-Jun-19,127.07812,126.94134,N/A,0.00403,N/A,25812.25,104.15625,N/A
17-Jun-19,126.875,126.9605,N/A,-0.00598,N/A,25812.25,104.17188,N/A
18-Jun-19,126.90625,127.15115,N/A,0.00924,N/A,25812.25,104.32812,N/A
19-Jun-19,127.51562,127.84987,4.40288,-0.05184,2.35778,23804.26,103.15625,N/A
20-Jun-19,127.875,128.06319,4.25366,-0.04392,2.305,23804.26,103.32812,N/A
21-Jun-19,127.79688,127.51643,4.26952,-0.03999,2.34535,23804.26,102.89062,N/A
24-Jun-19,127.64062,127.94366,4.47147,-0.03678,2.33904,23804.26,103.23438,N/A
25-Jun-19,127.96875,128.09855,4.49908,-0.06313,2.35619,23804.26,103.35938,N/A
26-Jun-19,128.17188,127.55333,4.32693,-0.0718,2.38936,23804.26,102.92188,N/A
27-Jun-19,127.625,127.92209,4.35351,-0.0524,2.3637,23804.26,103.21875,N/A
28-Jun-19,127.85938,127.97828,4.39237,-0.03075,2.3569,23804.26,103.26562,N/A
01-Jul-19,127.60938,127.70532,4.10397,-0.02247,2.3445,23804.26,103.04688,N/A
02-Jul-19,127.75,128.13227,4.17664,-0.04449,2.3251,23804.26,103.39062,N/A
03-Jul-19,128.15625,128.24744,4.14718,-0.03902,2.35073,23804.26,103.48438,N/A
05-Jul-19,128.25,127.46809,3.9546,-0.0334,2.37767,23804.26,102.85938,N/A
08-Jul-19,127.46875,127.46741,3.99349,-0.05862,2.38519,23804.26,102.85938,N/A
09-Jul-19,127.39062,127.29186,3.97268,-0.03529,2.38799,23804.26,102.71875,N/A
10-Jul-19,127.23438,127.43844,3.90424,-0.0238,2.36026,23804.26,102.84375,N/A
11-Jul-19,127.4375,126.9897,3.92093,-0.01741,2.36394,23804.26,102.48438,N/A
12-Jul-19,126.85938,127.1048,3.86479,-0.02456,2.35624,23804.26,102.57812,N/A
15-Jul-19,127,127.18199,3.99571,-0.01251,2.34672,23804.26,102.64062,N/A
16-Jul-19,127.20312,126.92905,3.97485,-0.01384,2.35115,23804.26,102.4375,N/A
17-Jul-19,127.03125,127.37517,4.00315,-0.00761,2.34236,23804.26,102.79688,N/A
18-Jul-19,127.45312,127.66591,4.05136,-0.00026,2.28404,23804.26,103.03125,N/A
19-Jul-19,127.78125,127.52842,3.9768,-0.02135,2.34392,23804.26,102.92188,N/A
22-Jul-19,127.48438,127.58613,4.04606,-0.02492,2.33804,23804.26,102.96875,N/A
23-Jul-19,127.5625,127.37208,4.05308,-0.00761,2.33007,23804.26,102.79688,N/A
24-Jul-19,127.28125,127.50743,4.02654,-0.02436,2.32176,23804.26,102.90625,N/A
25-Jul-19,127.53125,127.27401,3.99971,-0.02268,2.33463,23804.26,102.71875,N/A
26-Jul-19,127.23438,127.21425,3.73761,-0.0191,2.32462,23804.26,102.67188,N/A
29-Jul-19,127.3125,127.44657,3.93791,-0.02079,2.22672,23804.26,102.85938,N/A
30-Jul-19,127.35938,127.36843,3.95584,0.005,2.25038,23804.26,102.79688,N/A
31-Jul-19,127.35938,127.4455,3.85531,0.00444,2.2126,23804.26,102.85938,N/A
01-Aug-19,127.5,128.72526,4.21677,0.01408,2.25713,23804.26,103.89062,N/A
02-Aug-19,128.5625,128.85916,4.23839,-0.01529,2.24877,23804.26,104,N/A
05-Aug-19,128.90625,129.84758,5.4329,-0.013,2.23259,23804.26,104.79688,N/A
06-Aug-19,130.15625,129.76932,4.97159,-0.01244,2.24299,23804.26,104.73438,N/A
07-Aug-19,130.01562,130.15644,5.60076,-0.01525,2.31363,23804.26,105.04688,N/A
08-Aug-19,129.73438,129.92283,5.12701,-0.01356,2.20801,23804.26,104.85938,N/A
09-Aug-19,130,129.6883,4.77878,-0.01188,2.20849,23804.26,104.67188,N/A
12-Aug-19,129.67188,130.38532,5.68728,-0.00432,2.19927,23804.26,105.23438,N/A
13-Aug-19,130.28125,129.86135,5.00488,0.01524,2.19715,23804.26,104.8125,N/A
14-Aug-19,129.67188,130.53884,6.02501,0.00716,2.22398,23804.26,105.35938,N/A
15-Aug-19,130.4375,131.00111,6.56578,0.02901,2.31254,23804.26,105.73438,N/A
16-Aug-19,130.90625,130.92335,5.92793,-0.00826,2.20239,23804.26,105.67188,N/A
19-Aug-19,130.8125,130.45772,6.00823,0.00773,2.21508,23804.26,105.29688,N/A
20-Aug-19,130.35938,130.76675,6.44544,0.01809,2.20633,23804.26,105.54688,N/A
21-Aug-19,130.75,130.55288,6.48119,0.01018,2.13341,23804.26,105.375,N/A
22-Aug-19,130.46875,130.31986,8.30338,0.01186,2.12293,23804.26,105.1875,N/A
23-Aug-19,130.25,130.99541,N/A,0.02901,N/A,23804.26,105.73438,N/A
26-Aug-19,131.3125,130.83974,N/A,0.04275,N/A,23804.26,105.60938,N/A
27-Aug-19,130.85938,131.18752,N/A,0.03391,N/A,23804.26,105.89062,N/A
28-Aug-19,131.25,131.38034,N/A,0.01359,N/A,23804.26,106.04688,N/A
29-Aug-19,131.3125,130.97291,N/A,0.01339,N/A,23804.26,105.71875,N/A
30-Aug-19,131.09375,131.08666,N/A,0.03146,N/A,23804.26,105.8125,N/A
03-Sep-19,131.25,131.47383,N/A,0.01604,N/A,23804.26,106.125,N/A
04-Sep-19,131.48438,131.64806,N/A,0.03054,N/A,23804.26,106.26562,N/A
05-Sep-19,131.53125,130.68171,N/A,0.01865,N/A,23804.26,105.48438,N/A
06-Sep-19,130.67188,130.73822,N/A,0.00246,N/A,23804.26,105.53125,N/A
09-Sep-19,130.64062,130.27362,N/A,0.01845,N/A,23804.26,105.15625,N/A
10-Sep-19,130.07812,129.59608,N/A,0.02652,N/A,23804.26,104.60938,N/A
11-Sep-19,129.375,129.34442,N/A,-0.00003,N/A,23804.26,104.40625,N/A
12-Sep-19,129.29688,128.91988,N/A,0.02199,N/A,23804.26,104.0625,N/A
13-Sep-19,128.95312,128.08613,N/A,0.00596,N/A,23804.26,103.39062,N/A
16-Sep-19,128.375,128.53137,N/A,-0.00042,N/A,23804.26,103.75,N/A
17-Sep-19,128.4375,128.72495,N/A,0.00447,N/A,23804.26,103.90625,N/A
18-Sep-19,128.73438,128.86046,N/A,0.03818,N/A,23804.26,104.01562,N/A
19-Sep-19,129.29688,129.48511,4.85249,-0.14259,2.02237,17807.26,101.03125,N/A
20-Sep-19,129.5,129.63527,4.87866,-0.09078,2.01214,17807.26,101.15625,N/A
23-Sep-19,129.76562,130.0444,4.95536,-0.06762,2.01815,17807.26,101.48438,N/A
24-Sep-19,129.96875,130.66067,5.07158,-0.099,2.03971,17807.26,101.95312,N/A
25-Sep-19,130.57812,129.89667,4.96872,-0.09503,2.04626,17807.26,101.35938,N/A
26-Sep-19,129.92188,130.21856,5.01814,-0.1012,2.02915,17807.26,101.60938,N/A
27-Sep-19,130.21875,130.34945,5.03441,-0.07721,2.01115,17807.26,101.71875,N/A
30-Sep-19,130.21875,130.28299,5.04819,-0.06309,2.01923,17807.26,101.67188,N/A
01-Oct-19,130.375,130.5681,5.25094,-0.06583,2.0016,17806.26,101.9375,N/A
02-Oct-19,130.6875,131.03526,5.32398,-0.08461,1.98549,17806.26,102.29688,N/A
03-Oct-19,131.0625,131.68332,5.20834,-0.06035,1.97088,17807.26,102.79688,N/A
04-Oct-19,131.70312,131.85937,5.03465,-0.04171,1.9765,17806.26,102.9375,N/A
07-Oct-19,131.90625,131.45815,5.00525,-0.04925,1.95798,17806.26,102.625,N/A
08-Oct-19,131.48438,131.63331,5.0367,-0.055,1.96317,17806.26,102.76562,N/A
09-Oct-19,131.75,131.21757,4.97138,-0.05377,1.95057,17806.26,102.4375,N/A
10-Oct-19,131.35938,130.64997,4.92749,-0.03993,1.94721,17806.26,102,N/A
11-Oct-19,130.64062,129.82713,5.07091,-0.03404,1.94355,17806.26,101.35938,N/A
15-Oct-19,130.28125,129.72701,5.07606,-0.02677,1.92641,17806.26,101.28125,N/A
16-Oct-19,129.79688,129.95285,4.97916,-0.02568,1.8996,17806.26,101.45312,N/A
17-Oct-19,130.03125,129.86729,4.99658,-0.02718,1.89459,17806.26,101.39062,N/A
18-Oct-19,129.92188,129.98743,4.97128,-0.03102,1.8938,17806.26,101.48438,N/A
21-Oct-19,130.09375,129.60667,5.10386,-0.01074,1.88079,17806.26,101.1875,N/A
22-Oct-19,129.57812,129.76739,4.95169,-0.03212,1.88134,17806.26,101.3125,N/A
23-Oct-19,129.875,129.82755,4.88454,-0.02184,1.85591,17806.26,101.35938,N/A
24-Oct-19,129.82812,129.79642,4.58821,-0.04089,1.87433,17807.26,101.32812,N/A
25-Oct-19,129.85938,129.46724,4.37406,-0.04692,1.86595,17806.26,101.07812,N/A
28-Oct-19,129.57812,129.11512,4.51656,-0.03541,1.86286,17807.26,100.79688,N/A
29-Oct-19,129.17188,129.19638,4.55602,-0.02705,1.79135,17807.26,100.89062,N/A
30-Oct-19,129.23438,129.43804,4.28322,-0.01033,1.69901,17807.26,101.07812,N/A
31-Oct-19,129.71875,130.28201,4.35103,0.01161,1.88054,17807.26,101.73438,N/A
01-Nov-19,130.26562,130.00296,3.83539,0.01243,1.71516,17807.26,101.51562,N/A
04-Nov-19,130.03125,129.56225,4.01186,0.01023,1.778,17807.26,101.17188,N/A
05-Nov-19,129.625,128.9207,4.14706,0.02257,1.77194,17807.26,100.67188,N/A
06-Nov-19,128.96875,129.32278,3.97284,0.01791,1.89706,17807.26,100.98438,N/A
07-Nov-19,129.20312,128.4001,4.72483,0.03106,1.74354,17807.26,100.26562,N/A
08-Nov-19,128.42188,128.36805,4.26414,-0.00019,1.73176,17807.26,100.23438,N/A
12-Nov-19,128.39062,128.52282,4.42001,0.01503,1.7811,17807.26,100.35938,N/A
13-Nov-19,128.32812,128.88465,4.12704,0.01571,1.78326,17807.26,100.64062,N/A
14-Nov-19,128.73438,129.32649,4.06548,0.00571,1.80407,17807.26,100.98438,N/A
15-Nov-19,129.26562,129.14732,3.56232,0.02366,1.73382,17807.26,100.84375,N/A
18-Nov-19,129.14062,129.32857,4.15805,0.01791,1.72712,17807.26,100.98438,N/A
19-Nov-19,129.26562,129.4494,4.30716,0.02627,1.72873,17807.26,101.07812,N/A
20-Nov-19,129.45312,129.77495,5.07515,-0.0043,1.71257,17806.26,101.32812,N/A
21-Nov-19,129.875,129.47219,4.9082,0.0053,1.68879,17807.26,101.09375,N/A
22-Nov-19,129.46875,129.43365,N/A,-0.00155,N/A,17807.26,101.0625,N/A
25-Nov-19,129.4375,129.51269,N/A,0.01215,N/A,17807.26,101.125,N/A
26-Nov-19,129.54688,129.69358,N/A,0.01859,N/A,17807.26,101.26562,N/A
27-Nov-19,129.67188,129.37856,N/A,0.01256,N/A,17807.26,101.01562,N/A
29-Nov-19,129.35938,129.31496,N/A,0.02668,N/A,17807.26,100.96875,N/A
02-Dec-19,129.17188,128.93483,N/A,0.04696,N/A,17807.26,100.67188,N/A
03-Dec-19,129.03125,130.01747,N/A,0.04902,N/A,17807.26,101.51562,N/A
04-Dec-19,129.90625,129.43672,N/A,0.03504,N/A,17807.26,101.0625,N/A
05-Dec-19,129.48438,129.35706,N/A,0.04573,N/A,17807.26,101,N/A
06-Dec-19,129.21875,128.94188,N/A,0.03477,N/A,17807.26,100.67188,N/A
09-Dec-19,128.90625,129.01869,N/A,0.02407,N/A,17807.26,100.73438,N/A
10-Dec-19,129.07812,128.95938,N/A,0.02599,N/A,17807.26,100.6875,N/A
11-Dec-19,128.90625,129.30083,N/A,0.01106,N/A,17807.26,100.95312,N/A
12-Dec-19,129.26562,128.46291,N/A,0.02572,N/A,17807.26,100.29688,N/A
13-Dec-19,128.14062,129.12304,N/A,0.02901,N/A,17807.26,100.8125,N/A
16-Dec-19,129,128.54472,N/A,0.01503,N/A,17807.26,100.35938,N/A
17-Dec-19,128.73438,128.60521,N/A,0.02531,N/A,17807.26,100.40625,N/A
18-Dec-19,128.64062,128.32527,N/A,0.00173,N/A,17807.26,100.1875,N/A
19-Dec-19,128.23438,128.27356,3.85995,0.04207,1.81878,20011.26,101.0625,N/A
20-Dec-19,128.20312,128.21655,3.80496,0.0444,1.81385,20011.26,101.01562,N/A
23-Dec-19,128.21875,128.05799,3.93129,0.04242,1.82224,20011.26,100.89062,N/A
24-Dec-19,128.14062,128.29912,4.01922,0.05769,1.83999,20011.26,101.07812,N/A
26-Dec-19,128.35938,128.33992,4.01895,0.03974,1.84066,20011.26,101.10938,N/A
27-Dec-19,128.40625,128.6417,3.88699,0.05268,1.79584,20011.26,101.34375,N/A
30-Dec-19,128.60938,128.54296,4.09004,0.07297,1.77522,20011.26,101.26562,N/A
31-Dec-19,128.60938,128.42522,4.00712,0.06533,1.75858,20011.26,101.17188,N/A
02-Jan-20,128.29688,128.62543,3.95223,0.06166,1.74346,20011.26,101.32812,N/A
03-Jan-20,128.65625,129.38536,4.09286,0.05264,1.74074,20011.26,101.92188,N/A
06-Jan-20,129.5,129.24676,4.15492,0.05398,1.7195,20011.26,101.8125,N/A
07-Jan-20,129.23438,129.14802,4.05618,0.04966,1.74627,20011.26,101.73438,N/A
08-Jan-20,129.25,128.77037,4.04727,0.06032,1.71168,20011.26,101.4375,N/A
09-Jan-20,128.76562,128.8908,3.85133,0.05566,1.71351,20011.26,101.53125,N/A
10-Jan-20,128.85938,129.07277,3.53758,0.04867,1.70981,20011.26,101.67188,N/A
13-Jan-20,129.10938,128.91431,3.48725,0.04668,1.71409,20011.26,101.54688,N/A
14-Jan-20,128.92188,129.13429,3.42258,0.04634,1.71421,20011.26,101.71875,N/A
15-Jan-20,129.17188,129.35426,3.5045,0.05829,1.71928,20011.26,101.89062,N/A
16-Jan-20,129.35938,129.17589,3.46303,0.06528,1.70983,20011.26,101.75,N/A
17-Jan-20,129.10938,129.07984,3.38641,0.07327,1.70301,20011.26,101.67188,N/A
21-Jan-20,129.125,129.59841,3.68344,0.06127,1.70632,20011.26,102.07812,N/A
22-Jan-20,129.53125,129.55944,3.64284,0.05462,1.71505,20011.26,102.04688,N/A
23-Jan-20,129.54688,129.7793,3.81196,0.04197,1.7234,20011.26,102.21875,N/A
24-Jan-20,129.8125,130.2795,4.08407,0.03895,1.70336,20011.26,102.60938,N/A
27-Jan-20,130.57812,130.89738,4.62512,0.04356,1.71088,20011.26,103.09375,N/A
28-Jan-20,130.8125,130.61951,4.38106,0.04624,1.71774,20011.26,102.875,N/A
29-Jan-20,130.51562,131.03829,4.59123,0.05452,1.65714,20011.26,103.20312,N/A
30-Jan-20,131.0625,131.35751,4.6196,0.07079,1.65863,20011.26,103.45312,N/A
31-Jan-20,131.01562,131.65831,5.08162,0.03453,1.70413,20011.26,103.6875,N/A
03-Feb-20,131.85938,131.59937,5.02649,0.04917,1.66381,20011.26,103.64062,N/A
04-Feb-20,131.54688,130.92359,4.49304,0.05919,1.66386,20011.26,103.10938,N/A
05-Feb-20,130.92188,130.56623,4.08527,0.04857,1.67132,20011.26,102.82812,N/A
06-Feb-20,130.54688,130.58693,3.84482,0.05189,1.67184,20011.26,102.84375,N/A
07-Feb-20,130.54688,131.08666,4.34284,0.03657,1.66367,20011.26,103.23438,N/A
10-Feb-20,131.09375,131.36592,4.53145,0.03389,1.65788,20011.26,103.45312,N/A
11-Feb-20,131.125,131.02853,4.33799,0.0512,1.65967,20011.26,103.1875,N/A
12-Feb-20,130.89062,130.73095,3.99852,0.06286,1.63,20011.26,102.95312,N/A
13-Feb-20,130.65625,130.79141,3.9472,0.04822,1.66215,20011.26,103,N/A
14-Feb-20,130.73438,131.03318,3.77988,0.0635,1.66289,20011.26,103.1875,N/A
18-Feb-20,130.9375,131.25268,4.75962,0.06316,1.65415,20011.26,103.35938,N/A
19-Feb-20,131.17188,131.09437,4.16369,0.03657,1.64435,20011.26,103.23438,N/A
20-Feb-20,131.09375,131.47292,5.04286,0.05051,1.63195,20011.26,103.53125,N/A
21-Feb-20,131.5,131.91252,N/A,0.06211,N/A,20011.26,103.875,N/A
24-Feb-20,132.20312,132.68853,N/A,0.04411,N/A,20011.26,104.48438,N/A
25-Feb-20,132.73438,133.1663,N/A,0.05006,N/A,20011.26,104.85938,N/A
26-Feb-20,132.90625,133.34586,N/A,0.03077,N/A,20011.26,105,N/A
27-Feb-20,133.09375,133.46578,N/A,0.03841,N/A,20011.26,105.09375,N/A
28-Feb-20,133.70312,134.97811,N/A,0.11877,N/A,20011.26,106.28125,N/A
02-Mar-20,135.03125,135.3364,N/A,0.06787,N/A,20011.26,106.5625,N/A
03-Mar-20,134.54688,136.07221,N/A,0.06782,N/A,20011.26,107.14062,N/A
04-Mar-20,136.14062,136.35092,N/A,0.08975,N/A,20011.26,107.35938,N/A
05-Mar-20,135.75,136.82831,N/A,0.0588,N/A,20011.26,107.73438,N/A
06-Mar-20,136.79688,138.10125,N/A,0.05007,N/A,20011.26,108.73438,N/A
09-Mar-20,138.54688,139.29121,N/A,0.00345,N/A,20011.26,109.67188,N/A
10-Mar-20,137.78125,137.50615,N/A,-0.02503,N/A,20011.26,108.26562,N/A
11-Mar-20,137.625,136.95041,N/A,-0.14269,N/A,20011.26,107.82812,N/A
12-Mar-20,138.46875,136.93102,N/A,0.03851,N/A,20011.26,107.8125,N/A
13-Mar-20,136.125,135.91958,N/A,0.10275,N/A,20011.26,107.01562,N/A
16-Mar-20,136.65625,138.04506,N/A,-0.00911,N/A,20011.26,108.6875,N/A
17-Mar-20,140,136.0795,N/A,0.01862,N/A,20011.26,107.14062,N/A
18-Mar-20,135.875,133.97397,N/A,-0.26219,N/A,20011.26,105.53125,N/A
19-Mar-20,135.14062,135.13085,N/A,-0.09403,N/A,20011.26,106.4375,N/A
20-Mar-20,134.9375,136.39355,13.85579,0.34296,0.86179,21402.27,109.8125,N/A
23-Mar-20,137.5625,137.98651,13.2048,0.40145,0.8754,21402.27,111.04688,N/A
24-Mar-20,138.09375,137.30118,7.77276,0.39253,0.89047,21402.27,110.4375,N/A
25-Mar-20,137.23438,137.15972,5.9387,0.40197,0.91497,21402.27,110.35938,N/A
26-Mar-20,137.25,137.59644,6.87534,0.43298,0.85617,21402.27,110.70312,N/A
27-Mar-20,137.39062,138.18384,7.62495,0.46079,0.89435,21402.27,111.15625,N/A
30-Mar-20,138.92188,138.77705,6.62544,0.4792,0.8681,21402.27,111.625,N/A
31-Mar-20,138.46875,138.61058,6.21326,0.46679,0.86071,21402.27,111.5,N/A
01-Apr-20,138.79688,138.91073,6.15366,0.46348,0.9189,21402.27,111.73438,N/A
02-Apr-20,139.29688,138.8595,5.67879,0.49167,0.83677,21402.27,111.6875,N/A
03-Apr-20,139.01562,139.09624,5.18825,0.46339,0.83134,21402.27,111.85938,N/A
06-Apr-20,138.98438,138.36177,5.10348,0.45758,0.80507,21402.27,111.26562,N/A
07-Apr-20,138.4375,137.86155,3.96268,0.45163,0.77511,21402.27,110.85938,N/A
08-Apr-20,138.0625,137.80545,5.64118,0.45089,0.70261,21402.27,110.80859,N/A
09-Apr-20,137.76562,138.25449,5.42408,0.46158,0.70063,21402.27,111.14453,N/A
13-Apr-20,138.07812,138.06174,5.42812,0.43903,0.70802,21402.27,110.98438,N/A
14-Apr-20,137.96875,138.20084,4.99065,0.43191,0.71109,21402.27,111.08984,N/A
15-Apr-20,138.21875,139.15005,5.38966,0.43526,0.76898,21402.27,111.84375,N/A
16-Apr-20,139.17188,139.2013,5.31172,0.40787,0.66326,21402.27,111.87891,N/A
17-Apr-20,138.84375,138.86705,5.41566,0.39792,0.63843,21402.27,111.59375,N/A
20-Apr-20,139.01562,139.09399,5.46824,0.39857,0.68141,21402.27,111.76953,N/A
21-Apr-20,139.21875,139.39901,5.82983,0.41168,0.61093,21402.27,112.00781,N/A
22-Apr-20,139.42188,139.03546,5.45688,0.39001,0.55685,21402.27,111.71094,N/A
23-Apr-20,139.03125,139.03303,5.25149,0.40722,0.49011,21402.27,111.70312,N/A
24-Apr-20,139.09375,139.08431,4.92708,0.3556,0.40567,21402.27,111.72656,N/A
27-Apr-20,139,138.64756,4.63538,0.3629,0.43739,21402.27,111.37109,N/A
28-Apr-20,138.625,139.01114,4.67251,0.36034,0.42373,21402.27,111.65625,N/A
29-Apr-20,139,138.95991,4.38029,0.35099,0.54735,21402.27,111.60938,N/A
30-Apr-20,138.9375,139.0258,4.12839,0.32281,0.09098,21402.27,111.65625,N/A
01-May-20,138.96875,138.89165,3.86223,0.34792,0.31597,21402.27,111.53125,N/A
04-May-20,139.10938,138.97069,3.93444,0.33027,0.28266,21402.27,111.58865,N/A
05-May-20,138.92188,138.86239,3.97282,0.32528,0.28212,21402.27,111.49609,N/A
06-May-20,138.79688,138.54765,4.25265,0.31765,0.2265,21402.27,111.23828,N/A
07-May-20,138.625,139.31625,4.36839,0.32658,0.19403,21402.27,111.84766,N/A
08-May-20,139.1875,138.97226,4.09918,0.30882,0.20137,21402.27,111.55469,N/A
11-May-20,138.9375,138.638,4.52705,0.29807,0.1945,21402.27,111.28125,N/A
12-May-20,138.71875,138.95764,4.16807,0.28538,0.18402,21402.27,111.53125,N/A
13-May-20,139.07812,139.22849,3.9404,0.28366,0.59507,21402.27,111.74219,N/A
14-May-20,139.20312,139.43101,3.87181,0.27728,0.1883,21402.27,111.89844,N/A
15-May-20,139.375,139.34565,3.53138,0.2664,0.17239,21402.27,111.8125,N/A
18-May-20,139.35938,138.61126,4.81918,0.26059,0.16813,21402.27,111.21875,N/A
19-May-20,138.67188,138.87722,4.42949,0.25497,0.16446,21402.27,111.42578,N/A
