Date,iPCA,DATE,FEDFUNDS,DATE,WALCL
12/24/20,0.928520835,,,,
12/28/20,0.925265494,,,,
12/29/20,0.914900907,,,,
12/30/20,0.915402796,,,,
12/31/20,0.915129938,,,,
1/4/21,0.914193707,,,,
1/5/21,0.912334755,,,,
1/6/21,0.904512934,,,,
1/7/21,0.902867911,,,,
1/8/21,0.901179843,,,,
1/11/21,0.899791403,,,,
1/12/21,0.899065052,,,,
1/13/21,0.934171293,,,,
1/14/21,0.928578654,,,,
1/15/21,0.928259987,,,,
1/19/21,0.928853431,,,,
1/20/21,0.934910012,,,,
1/21/21,0.932698535,,,,
1/22/21,0.928915498,,,,
1/25/21,0.934294193,,,,
1/26/21,0.936266409,,,,
1/27/21,0.938411907,,,,
1/28/21,0.938602056,,,,
1/29/21,0.936462517,,,,
2/1/21,0.937746862,,,,
2/2/21,0.936479773,,,,
2/3/21,0.932906677,,,,
2/4/21,0.92929659,,,,
2/5/21,0.924415999,,,,
2/8/21,0.928398217,,,,
2/9/21,0.927502527,,,,
2/10/21,0.929771772,,,,
2/11/21,0.928173474,,,,
2/12/21,0.930507823,,,,
2/16/21,0.922158888,,,,
2/17/21,0.928744534,,,,
2/18/21,0.927711971,,,,
2/19/21,0.923674617,,,,
2/22/21,0.920742078,,,,
2/23/21,0.925671977,,,,
2/24/21,0.924391049,,,,
2/25/21,0.915167591,,,,
2/26/21,0.917193008,,,,
3/1/21,0.912933976,,,,
3/2/21,0.918939871,,,,
3/3/21,0.916413821,,,,
3/4/21,0.907300251,,,,
3/5/21,0.899750798,,,,
3/8/21,0.9038262,,,,
3/9/21,0.905325384,,,,
3/10/21,0.907514634,,,,
3/11/21,0.897862739,,,,
3/12/21,0.894233297,,,,
3/15/21,0.896689196,,,,
3/16/21,0.895918699,,,,
3/17/21,0.89583273,,,,
3/18/21,0.898405461,,,,
3/19/21,0.901237055,,,,
3/22/21,0.902686608,,,,
3/23/21,0.902894833,,,,
3/24/21,0.903244004,,,,
3/25/21,0.901234361,,,,
3/26/21,0.900419498,,,,
3/29/21,0.898641541,,,,
3/30/21,0.899343991,,,,
3/31/21,0.894831164,,,,
4/1/21,0.897035612,,,,
4/2/21,0.897419348,,,,
4/5/21,0.908044642,,,,
4/6/21,0.896430849,,,,
4/7/21,0.889020376,,,,
4/8/21,0.89234701,,,,
4/9/21,0.894452645,,,,
4/12/21,0.891076025,,,,
4/13/21,0.892438568,,,,
4/14/21,0.893359457,,,,
4/15/21,0.897636959,,,,
4/16/21,0.899212274,,,,
4/19/21,0.898585138,,,,
4/20/21,0.899856142,,,,
4/21/21,0.899173184,,,,
4/22/21,0.901446761,,,,
4/23/21,0.901406787,,,,
4/26/21,0.904100111,,,,
4/27/21,0.902231378,,,,
4/28/21,0.900626131,,,,
4/29/21,0.899244629,,,,
4/30/21,0.89929372,,,,
5/3/21,0.901352647,,,,
5/4/21,0.903996934,,,,
5/5/21,0.905159427,,,,
5/6/21,0.906059587,,,,
5/7/21,0.904702414,,,,
5/10/21,0.901950421,,,,
5/11/21,0.901079794,,,,
5/12/21,0.897906853,,,,
5/13/21,0.900965931,,,,
5/14/21,0.901573025,,,,
5/17/21,0.90110625,,,,
5/18/21,0.899918447,,,,
5/19/21,0.897965203,,,,
5/20/21,0.90339088,,,,
5/21/21,0.903399498,,,,
5/24/21,0.903544168,,,,
5/25/21,0.902837729,,,,
5/26/21,0.904619735,,,,
5/27/21,0.90812304,,,,
5/28/21,0.909959096,,,,
6/1/21,0.90955216,,,,
6/2/21,0.911347257,,,,
6/3/21,0.909022709,,,,
6/4/21,0.910210338,,,,
6/7/21,0.909671184,,,,
6/8/21,0.911043594,,,,
6/9/21,0.912960443,,,,
6/10/21,0.910453828,,,,
6/11/21,0.91226236,,,,
6/14/21,0.914541292,,,,
6/15/21,0.915196237,,,,
6/16/21,0.910452299,,,,
6/17/21,0.909046778,,,,
6/18/21,0.887031417,,,,
6/21/21,0.878692342,,,,
6/22/21,0.879494419,,,,
6/23/21,0.87547182,,,,
6/24/21,0.878511803,,,,
6/25/21,0.878916977,,,,
6/28/21,0.878623843,,,,
6/29/21,0.878364129,,,,
6/30/21,0.876387729,,,,
7/1/21,0.873256421,,,,
7/2/21,0.880002181,,,,
7/6/21,0.88107488,,,,
7/7/21,0.883885841,,,,
7/8/21,0.887508442,,,,
7/9/21,0.885198738,,,,
7/12/21,0.882766479,,,,
7/13/21,0.877682321,,,,
7/14/21,0.879114412,,,,
7/15/21,0.880830238,,,,
7/16/21,0.880413475,,,,
7/19/21,0.884356682,,,,
7/20/21,0.887553018,,,,
7/21/21,0.886963795,,,,
7/22/21,0.886023523,,,,
7/23/21,0.886546665,,,,
7/26/21,0.887417823,,,,
7/27/21,0.887121735,,,,
7/28/21,0.888594808,,,,
7/29/21,0.888976972,,,,
7/30/21,0.888546124,,,,
8/2/21,0.890526921,,,,
8/3/21,0.891557564,,,,
8/4/21,0.890331016,,,,
8/5/21,0.88764619,,,,
8/6/21,0.885260348,,,,
8/9/21,0.886003217,,,,
8/10/21,0.885914613,,,,
8/11/21,0.885085195,,,,
8/12/21,0.88437104,,,,
8/13/21,0.891374513,,,,
8/16/21,0.891037935,,,,
8/17/21,0.891644459,,,,
8/18/21,0.897833291,,,,
8/19/21,0.898287572,,,,
8/20/21,0.898237766,,,,
8/23/21,0.897618081,,,,
8/24/21,0.897649086,,,,
8/25/21,0.898228758,,,,
8/26/21,0.894885933,,,,
8/27/21,0.898171864,,,,
8/30/21,0.898878461,,,,
8/31/21,0.898539052,,,,
9/1/21,0.898314067,,,,
9/2/21,0.899011178,,,,
9/3/21,0.898820824,,,,
9/7/21,0.898293554,,,,
9/8/21,0.898342718,,,,
9/9/21,0.900419478,,,,
9/10/21,0.898753296,,,,
9/13/21,0.899315679,,,,
9/14/21,0.899923887,,,,
9/15/21,0.899050657,,,,
9/16/21,0.898193848,,,,
9/17/21,0.899962046,,,,
9/20/21,0.899832747,,,,
9/21/21,0.898144428,,,,
9/22/21,0.895565392,,,,
9/23/21,0.893348195,,,,
9/24/21,0.896776336,,,,
9/27/21,0.895046941,,,,
9/28/21,0.896136505,,,,
9/29/21,0.896868701,,,,
9/30/21,0.89701071,,,,
10/1/21,0.89994716,,,,
10/4/21,0.899719466,,,,
10/5/21,0.898653412,,,,
10/6/21,0.900367478,,,,
10/7/21,0.899159919,,,,
10/8/21,0.899036897,,,,
10/12/21,0.897792923,,,,
10/13/21,0.895423476,,,,
10/14/21,0.895642279,,,,
10/15/21,0.882785173,,,,
10/18/21,0.875980085,,,,
10/19/21,0.869122905,,,,
10/20/21,0.864112783,,,,
10/21/21,0.85473439,,,,
10/22/21,0.852002895,,,,
10/25/21,0.845667349,,,,
10/26/21,0.843528779,,,,
10/27/21,0.836834197,,,,
10/28/21,0.823734568,,,,
10/29/21,0.819245541,,,,
11/1/21,0.819610916,,,,
11/2/21,0.822045211,,,,
11/3/21,0.823004152,,,,
11/4/21,0.832637552,,,,
11/5/21,0.83150765,,,,
11/8/21,0.829010219,,,,
11/9/21,0.827782412,,,,
11/10/21,0.810016722,,,,
11/12/21,0.810321292,,,,
11/15/21,0.809212986,,,,
11/16/21,0.810064034,,,,
11/17/21,0.81176345,,,,
11/18/21,0.814332539,,,,
11/19/21,0.814544671,,,,
11/22/21,0.811016291,,,,
11/23/21,0.8124399,,,,
11/24/21,0.810273501,,,,
11/26/21,0.811963199,,,,
11/29/21,0.813470481,,,,
11/30/21,0.810113534,,,,
12/1/21,0.811429501,,,,
12/2/21,0.809199799,,,,
12/3/21,0.814530743,,,,
12/6/21,0.807996631,,,,
12/7/21,0.821271581,,,,
12/8/21,0.834001669,,,,
12/9/21,0.837958527,,,,
12/10/21,0.836206061,,,,
12/13/21,0.838924206,,,,
12/14/21,0.839251353,,,,
12/15/21,0.838436053,,,,
12/16/21,0.820756783,,,,
12/17/21,0.831751363,,,,
12/20/21,0.831577289,,,,
12/21/21,0.830915365,,,,
12/22/21,0.837713111,,,,
12/23/21,0.833919695,,,,
12/27/21,0.834020026,,,,
12/28/21,0.834033765,,,,
12/29/21,0.833537327,,,,
12/30/21,0.833650103,,,,
12/31/21,0.83371973,,,,
1/3/22,0.832520366,,,,
1/4/22,0.834269854,,,,
1/5/22,0.835550437,,,,
1/6/22,0.836652271,,,,
1/7/22,0.836417216,,,,
1/10/22,0.836548111,,,,
1/11/22,0.839545203,,,,
1/12/22,0.84047282,,,,
1/13/22,0.840515835,,,,
1/14/22,0.840055333,,,,
1/18/22,0.844688238,,,,
1/19/22,0.844841479,,,,
1/20/22,0.849653049,,,,
1/21/22,0.858274291,,,,
1/24/22,0.858068899,,,,
1/25/22,0.860131188,,,,
1/26/22,0.860492227,,,,
1/27/22,0.854738362,,,,
1/28/22,0.852192098,,,,
1/31/22,0.850741714,,,,
2/1/22,0.851287236,,,,
2/2/22,0.851985128,,,,
2/3/22,0.850930484,,,,
2/4/22,0.851427028,,,,
2/7/22,0.857063618,,,,
2/8/22,0.856952242,,,,
2/9/22,0.856442058,,,,
2/10/22,0.841160366,,,,
2/11/22,0.836857365,,,,
2/14/22,0.836246136,,,,
2/15/22,0.846169664,,,,
2/16/22,0.850627501,,,,
2/17/22,0.851763233,,,,
2/18/22,0.852073995,,,,
2/22/22,0.851591916,,,,
2/23/22,0.851390014,,,,
2/24/22,0.852209042,,,,
2/25/22,0.851459395,,,,
2/28/22,0.852945516,,,,
3/1/22,0.854614673,,,,
3/2/22,0.856948283,,,,
3/3/22,0.857269467,,,,
3/4/22,0.868389673,,,,
3/7/22,0.867626427,,,,
3/8/22,0.868399416,,,,
3/9/22,0.867668597,,,,
3/10/22,0.868505601,,,,
3/11/22,0.882843874,,,,
3/14/22,0.88876213,,,,
3/15/22,0.885769692,,,,
3/16/22,0.882601808,,,,
3/17/22,0.884211021,,,,
3/18/22,0.874201536,,,,
3/21/22,0.872478642,,,,
3/22/22,0.867519861,,,,
3/23/22,0.867197332,,,,
3/24/22,0.866189509,,,,
3/25/22,0.866869536,,,,
3/28/22,0.864980976,,,,
3/29/22,0.855837539,,,,
3/30/22,0.843564453,,,,
3/31/22,0.847462886,,,,
4/1/22,0.842077543,,,,
4/4/22,0.843644419,,,,
4/5/22,0.843845556,,,,
4/6/22,0.844890875,,,,
4/7/22,0.858163512,,,,
4/8/22,0.858121853,,,,
4/11/22,0.857810554,,,,
4/12/22,0.856937343,,,,
4/13/22,0.855542033,,,,
4/14/22,0.854115007,,,,
4/18/22,0.860448606,,,,
4/19/22,0.860350172,,,,
4/20/22,0.860851787,,,,
4/21/22,0.860510205,,,,
4/22/22,0.861131846,,,,
4/25/22,0.861830823,,,,
4/26/22,0.862385213,,,,
4/27/22,0.862239457,,,,
4/28/22,0.863031883,,,,
4/29/22,0.865627505,,,,
5/2/22,0.865836501,,,,
5/3/22,0.864671741,,,,
5/4/22,0.8660244,,,,
5/5/22,0.865305566,,,,
5/6/22,0.864420676,,,,
5/9/22,0.862641742,,,,
5/10/22,0.863782136,,,,
5/11/22,0.86490706,,,,
5/12/22,0.853426353,,,,
5/13/22,0.852027825,,,,
5/16/22,0.852082419,,,,
5/17/22,0.852729434,,,,
5/18/22,0.85469257,,,,
5/19/22,0.854798194,,,,
5/20/22,0.856674936,,,,
5/23/22,0.856692688,,,,
5/24/22,0.856170856,,,,
5/25/22,0.856491204,,,,
5/26/22,0.854205912,,,,
5/27/22,0.855001588,,,,
5/31/22,0.86043069,,,,
6/1/22,0.861184482,,,,
6/2/22,0.861125315,,,,
6/3/22,0.861035295,,,,
6/6/22,0.873688905,,,,
6/7/22,0.874191681,,,,
6/8/22,0.869252183,,,,
6/9/22,0.8693302,,,,
6/10/22,0.867201434,,,,
6/13/22,0.866416537,,,,
6/14/22,0.86665326,,,,
6/15/22,0.86857148,,,,
6/16/22,0.86674645,,,,
6/17/22,0.86649924,,,,
6/21/22,0.867457511,,,,
6/22/22,0.867303454,,,,
6/23/22,0.865904147,,,,
6/24/22,0.866229559,,,,
6/27/22,0.866154406,,,,
6/28/22,0.858056038,,,,
6/29/22,0.866747746,,,,
6/30/22,0.869147704,,,,
7/1/22,0.870085586,,,,
7/5/22,0.870458993,,,,
7/6/22,0.869567291,,,,
7/7/22,0.870415222,,,,
7/8/22,0.873349634,,,,
7/11/22,0.884664258,,,,
7/12/22,0.884794706,,,,
7/13/22,0.885888641,,,,
7/14/22,0.886150761,,,,
7/15/22,0.888199971,,,,
7/18/22,0.888624531,,,,
7/19/22,0.891432128,,,,
7/20/22,0.890815747,,,,
7/21/22,0.890826122,,,,
7/22/22,0.890920616,,,,
7/25/22,0.892885346,,,,
7/26/22,0.89405707,,,,
7/27/22,0.893984284,,,,
7/28/22,0.895449528,,,,
7/29/22,0.895242452,,,,
8/1/22,0.894691832,,,,
8/2/22,0.890450509,,,,
8/3/22,0.890124288,,,,
8/4/22,0.888161214,,,,
8/5/22,0.888971028,,,,
8/8/22,0.888680639,,,,
8/9/22,0.885197005,,,,
8/10/22,0.885912849,,,,
8/11/22,0.885972646,,,,
8/12/22,0.884715878,,,,
8/15/22,0.885282014,,,,
8/16/22,0.881434663,,,,
8/17/22,0.880552114,,,,
8/18/22,0.881021413,,,,
8/19/22,0.881644327,,,,
8/22/22,0.881264327,,,,
8/23/22,0.883038474,,,,
8/24/22,0.882933195,,,,
8/25/22,0.883418664,,,,
8/26/22,0.888426965,,,,
8/29/22,0.889044206,,,,
8/30/22,0.88442298,,,,
8/31/22,0.885065202,,,,
9/1/22,0.884187743,,,,
9/2/22,0.884764027,,,,
9/6/22,0.882039347,,,,
9/7/22,0.882666954,,,,
9/8/22,0.882349992,,,,
9/9/22,0.88169017,,,,
9/12/22,0.881645447,,,,
9/13/22,0.879502285,,,,
9/14/22,0.879198403,,,,
9/15/22,0.878936399,,,,
9/16/22,0.87816097,,,,
9/19/22,0.877717756,,,,
9/20/22,0.87753995,,,,
9/21/22,0.877556042,,,,
9/22/22,0.876983463,,,,
9/23/22,0.876749996,,,,
9/26/22,0.877465998,,,,
9/27/22,0.878032272,,,,
9/28/22,0.880874838,,,,
9/29/22,0.881443018,,,,
9/30/22,0.878947611,,,,
10/3/22,0.878946552,,,,
10/4/22,0.87914,,,,
10/5/22,0.881237515,,,,
10/6/22,0.880578036,,,,
10/7/22,0.880284948,,,,
10/11/22,0.880758276,,,,
10/12/22,0.880101077,,,,
10/13/22,0.878430832,,,,
10/14/22,0.877283637,,,,
10/17/22,0.878392162,,,,
10/18/22,0.878663216,,,,
10/19/22,0.877782136,,,,
10/20/22,0.873922032,,,,
10/21/22,0.872992591,,,,
10/24/22,0.870343461,,,,
10/25/22,0.870404968,,,,
10/26/22,0.870931559,,,,
10/27/22,0.864794229,,,,
10/28/22,0.864719667,,,,
10/31/22,0.865834855,,,,
11/1/22,0.864951419,,,,
11/2/22,0.864280433,,,,
11/3/22,0.862767735,,,,
11/4/22,0.863966495,,,,
11/7/22,0.863764862,,,,
11/8/22,0.86386,,,,
11/9/22,0.86434577,,,,
11/10/22,0.865445488,,,,
11/14/22,0.864134861,,,,
11/15/22,0.864814296,,,,
11/16/22,0.862005274,,,,
11/17/22,0.859856531,,,,
11/18/22,0.860272229,,,,
11/21/22,0.860034311,,,,
11/22/22,0.860214872,,,,
11/23/22,0.859568573,,,,
11/25/22,0.859610429,,,,
11/28/22,0.859601817,,,,
11/29/22,0.861027962,,,,
11/30/22,0.862137475,,,,
12/1/22,0.861630548,,,,
12/2/22,0.859046635,,,,
12/5/22,0.858275726,,,,
12/6/22,0.857969284,,,,
12/7/22,0.858349611,,,,
12/8/22,0.856335351,,,,
12/9/22,0.856514645,,,,
12/12/22,0.85507865,,,,
12/13/22,0.854211267,,,,
12/14/22,0.853058632,,,,
12/15/22,0.853304698,,,,
12/16/22,0.850974701,,,,
12/19/22,0.849990972,,,,
12/20/22,0.848952167,,,,
12/21/22,0.849278745,,,,
12/22/22,0.848937426,,,,
12/23/22,0.84871593,,,,
12/27/22,0.848338406,,,,
12/28/22,0.848330316,,,,
12/29/22,0.848213262,,,,
12/30/22,0.848515397,,,,
1/3/23,0.848912292,,,,
1/4/23,0.849156925,,,,
1/5/23,0.848823076,,,,
1/6/23,0.851732618,,,,
1/9/23,0.852052055,,,,
