"Date","5yr x 10yr 1 Month Put ATMF BP Vol","5yr x 10yr 3 Months Put ATMF BP Vol","5yr x 10yr 6 Months Put ATMF BP Vol","5yr x 10yr 9 Months Put ATMF BP Vol","5yr x 10yr 1 Year Put ATMF BP Vol","5yr x 10yr 18 Months Put ATMF BP Vol","5yr x 10yr 2 Years Put ATMF BP Vol","5yr x 10yr 3 Years Put ATMF BP Vol","5yr x 10yr 4 Years Put ATMF BP Vol","5yr x 10yr 5 Years Put ATMF BP Vol"
25-Mar-21,1.84515,1.80689,1.73862,1.66526,1.6375,1.55795,1.50105,1.39624,1.28594,1.17649
26-Mar-21,1.9009,1.84199,1.75137,1.67502,1.65095,1.56571,1.51027,1.40148,1.28951,1.17863
29-Mar-21,1.97965,1.87697,1.78064,1.70183,1.67449,1.58426,1.52655,1.41488,1.29867,1.18661
30-Mar-21,1.94014,1.8929,1.81181,1.72814,1.69377,1.5932,1.53227,1.41326,1.29841,1.18946
31-Mar-21,2.00162,1.94653,1.85544,1.77396,1.7437,1.62546,1.56481,1.4542,1.34399,1.23411
01-Apr-21,1.89056,1.88344,1.81471,1.74085,1.72047,1.63436,1.5798,1.46116,1.34884,1.23762
02-Apr-21,1.80176,1.83374,1.77601,1.71292,1.70283,1.62949,1.57291,1.4541,1.34307,1.23491
05-Apr-21,1.73486,1.78701,1.73223,1.67997,1.67762,1.63186,1.57381,1.45527,1.34101,1.23262
06-Apr-21,1.68963,1.77417,1.75333,1.70527,1.69997,1.60937,1.57312,1.47042,1.34756,1.23982
07-Apr-21,1.8762,1.85269,1.80674,1.766,1.73263,1.65879,1.60751,1.47177,1.34829,1.23946
08-Apr-21,1.85949,1.84649,1.80705,1.7577,1.72107,1.64977,1.60894,1.47346,1.3879,1.28121
09-Apr-21,1.93568,1.88851,1.83054,1.77386,1.73056,1.65339,1.60278,1.46343,1.37597,1.26863
12-Apr-21,1.92895,1.88262,1.85887,1.80612,1.77113,1.70641,1.66033,1.5485,1.41232,1.26968
13-Apr-21,1.86649,1.88196,1.86232,1.80978,1.77658,1.70646,1.66057,1.55095,1.4161,1.27298
14-Apr-21,1.83838,1.86993,1.8626,1.818,1.78665,1.71582,1.66905,1.55585,1.41994,1.27622
15-Apr-21,1.84211,1.85985,1.84605,1.79943,1.76938,1.70016,1.64767,1.53127,1.39042,1.25199
16-Apr-21,1.94537,1.91885,1.87644,1.82433,1.78805,1.70653,1.64686,1.52742,1.38828,1.27024
19-Apr-21,1.94354,1.91977,1.87786,1.82449,1.78628,1.70518,1.64775,1.52709,1.3857,1.26631
20-Apr-21,1.96789,1.92346,1.8717,1.81626,1.78031,1.6995,1.64239,1.52346,1.38537,1.26855
21-Apr-21,1.88036,1.85622,1.82053,1.77269,1.74297,1.67175,1.62216,1.51695,1.37719,1.25367
22-Apr-21,1.87026,1.84201,1.80086,1.75346,1.72776,1.65853,1.60998,1.50407,1.36968,1.23163
23-Apr-21,1.88363,1.84304,1.79122,1.74425,1.72034,1.65061,1.60164,1.49625,1.36292,1.22541
26-Apr-21,1.83233,1.80394,1.76457,1.72385,1.70875,1.64219,1.59553,1.48898,1.35828,1.22294
27-Apr-21,1.81422,1.80198,1.76671,1.73048,1.70975,1.63965,1.59228,1.4889,1.35763,1.22332
28-Apr-21,1.7624,1.78199,1.75835,1.72601,1.7105,1.6435,1.59768,1.4962,1.36291,1.22581
29-Apr-21,1.74372,1.78508,1.7568,1.7266,1.71211,1.64563,1.60029,1.49841,1.36334,1.22691
30-Apr-21,1.74835,1.7835,1.75238,1.72223,1.7084,1.64467,1.60016,1.50127,1.36734,1.23082
03-May-21,1.72896,1.73915,1.72956,1.70445,1.69645,1.64498,1.60131,1.5046,1.37072,1.23249
04-May-21,1.77329,1.74373,1.71946,1.68929,1.67528,1.62921,1.58566,1.48616,1.37071,1.23413
05-May-21,1.76898,1.71371,1.6899,1.65353,1.64067,1.61429,1.57062,1.47066,1.37413,1.23646
06-May-21,1.81806,1.75235,1.70441,1.66474,1.65374,1.62595,1.58033,1.48546,1.38864,1.24963
07-May-21,1.76673,1.73856,1.70596,1.669,1.65124,1.61055,1.56714,1.47965,1.3832,1.24471
10-May-21,1.72814,1.7111,1.69975,1.66636,1.6531,1.61484,1.5732,1.48684,1.38861,1.24878
11-May-21,1.79517,1.76945,1.73666,1.69655,1.67889,1.63425,1.58674,1.49784,1.39659,1.25534
12-May-21,1.77794,1.76323,1.73252,1.69537,1.68389,1.65431,1.60855,1.51285,1.40269,1.25636
13-May-21,1.74327,1.73835,1.71571,1.67999,1.67323,1.64496,1.60126,1.50773,1.39867,1.25286
14-May-21,1.73588,1.72407,1.70605,1.67177,1.66395,1.63833,1.59912,1.50855,1.40003,1.25282
17-May-21,1.75541,1.71712,1.69898,1.66814,1.65958,1.63332,1.59447,1.50269,1.39575,1.25058
18-May-21,1.74052,1.70804,1.69307,1.66345,1.65475,1.63145,1.59499,1.50481,1.39863,1.25268
19-May-21,1.77204,1.72269,1.7027,1.67192,1.66419,1.64113,1.59942,1.50653,1.40061,1.25585
20-May-21,1.66018,1.69375,1.68949,1.66457,1.65782,1.60782,1.59994,1.51015,1.40363,1.44595
21-May-21,1.62577,1.67562,1.68012,1.65981,1.65952,1.61471,1.60706,1.51294,1.40564,1.44816
24-May-21,1.59021,1.65012,1.66281,1.64739,1.65033,1.60864,1.60488,1.51287,1.40676,1.45354
25-May-21,1.58916,1.61027,1.63017,1.62021,1.62606,1.60712,1.58105,1.51076,1.43435,1.35975
26-May-21,1.57596,1.59625,1.61707,1.6082,1.6161,1.59481,1.56538,1.50043,1.42515,1.35235
27-May-21,1.63201,1.61766,1.62959,1.61219,1.61007,1.58107,1.56129,1.49693,1.42164,1.34945
28-May-21,1.59558,1.57983,1.59538,1.57888,1.57692,1.55255,1.53511,1.4729,1.39883,1.32527
01-Jun-21,1.57036,1.57225,1.58428,1.56652,1.5633,1.53168,1.51242,1.44143,1.37099,1.30095
02-Jun-21,1.59913,1.56133,1.56755,1.5484,1.54732,1.51799,1.49501,1.42272,1.3574,1.29115
03-Jun-21,1.59633,1.5684,1.57093,1.54564,1.54839,1.52381,1.50097,1.42371,1.35704,1.29202
04-Jun-21,1.47978,1.49826,1.52111,1.50797,1.51045,1.48971,1.47098,1.40217,1.3377,1.27549
07-Jun-21,1.46745,1.47681,1.49651,1.48342,1.48718,1.46636,1.44821,1.37961,1.32184,1.2623
08-Jun-21,1.48263,1.48598,1.49467,1.48431,1.4944,1.47801,1.44772,1.37876,1.32065,1.26086
09-Jun-21,1.57334,1.5484,1.53413,1.51111,1.51301,1.49183,1.45626,1.3786,1.326,1.26589
10-Jun-21,1.51514,1.53917,1.53617,1.50571,1.50574,1.47932,1.44384,1.36946,1.31919,1.25915
11-Jun-21,1.64748,1.62851,1.59239,1.54455,1.5298,1.49485,1.45264,1.36862,1.31868,1.25998
14-Jun-21,1.66454,1.65037,1.6073,1.55976,1.54307,1.51079,1.46937,1.38111,1.32729,1.26634
15-Jun-21,1.63471,1.62704,1.59015,1.54799,1.53194,1.50324,1.46411,1.38011,1.32751,1.26635
16-Jun-21,1.60746,1.61009,1.58964,1.551,1.54703,1.52547,1.48665,1.39554,1.34047,1.28159
17-Jun-21,1.63385,1.60885,1.57267,1.5342,1.5298,1.51506,1.4829,1.39411,1.34225,1.28365
18-Jun-21,1.76142,1.71006,1.63802,1.58661,1.57424,1.5363,1.50233,1.43431,1.3618,1.30049
21-Jun-21,1.74035,1.70259,1.63388,1.58536,1.57473,1.53666,1.50093,1.42585,1.34901,1.28814
22-Jun-21,1.6781,1.65359,1.59042,1.54547,1.5357,1.49699,1.46355,1.39841,1.32357,1.26628
23-Jun-21,1.61623,1.60746,1.54645,1.50834,1.50644,1.47315,1.44282,1.37751,1.30697,1.2509
24-Jun-21,1.71533,1.71354,1.65443,1.59382,1.56504,1.50506,1.45588,1.36719,1.29456,1.23853
25-Jun-21,1.73747,1.73748,1.68273,1.61585,1.58285,1.51527,1.45687,1.36693,1.29375,1.23453
28-Jun-21,1.65489,1.68012,1.645,1.58212,1.55217,1.48912,1.4321,1.3432,1.27444,1.21832
29-Jun-21,1.68442,1.68436,1.65011,1.58576,1.55447,1.48833,1.42771,1.34043,1.27172,1.21584
30-Jun-21,1.77972,1.70756,1.6541,1.58324,1.54643,1.47643,1.41191,1.3255,1.25868,1.20321
01-Jul-21,1.72875,1.72545,1.67288,1.6059,1.56863,1.49262,1.4219,1.32797,1.25513,1.19543
02-Jul-21,1.61221,1.65523,1.62797,1.57306,1.54112,1.46537,1.39498,1.30401,1.23711,1.18162
06-Jul-21,1.63687,1.64384,1.61238,1.55594,1.52107,1.44888,1.38377,1.29956,1.23135,1.17571
07-Jul-21,1.7589,1.70879,1.64525,1.57003,1.52945,1.45728,1.39204,1.30676,1.23757,1.18111
08-Jul-21,1.84892,1.76949,1.67221,1.58866,1.54424,1.46871,1.40149,1.31072,1.2349,1.17877
09-Jul-21,1.84843,1.76797,1.67466,1.5921,1.54969,1.47181,1.40072,1.30527,1.22713,1.16871
12-Jul-21,1.83219,1.7559,1.67296,1.59562,1.55457,1.47648,1.40576,1.30677,1.226,1.16907
13-Jul-21,1.78225,1.74595,1.66862,1.60273,1.56575,1.48516,1.41037,1.31157,1.22798,1.16981
14-Jul-21,1.72414,1.70752,1.64623,1.57959,1.54905,1.47651,1.409,1.31136,1.22886,1.16985
15-Jul-21,1.77406,1.73601,1.65371,1.57888,1.54585,1.4738,1.40698,1.30832,1.22805,1.17247
16-Jul-21,1.81727,1.75803,1.66817,1.58973,1.55442,1.48027,1.41232,1.31291,1.2328,1.17754
19-Jul-21,1.97788,1.85749,1.72259,1.62553,1.57327,1.49255,1.41802,1.31771,1.23978,1.18762
20-Jul-21,2.02589,1.90484,1.75281,1.64341,1.57738,1.49145,1.41512,1.31929,1.23818,1.18461
21-Jul-21,1.99835,1.88219,1.74043,1.63568,1.57311,1.48774,1.41075,1.31492,1.2338,1.18157
22-Jul-21,1.99378,1.87474,1.73547,1.63079,1.5683,1.48443,1.40932,1.31513,1.23326,1.18042
23-Jul-21,2.03226,1.90243,1.75309,1.643,1.57726,1.49081,1.41464,1.32058,1.23721,1.18263
26-Jul-21,2.05692,1.93462,1.78153,1.66314,1.59116,1.50192,1.42502,1.32868,1.24261,1.18523
27-Jul-21,2.09952,1.91414,1.77888,1.65846,1.58809,1.50133,1.42431,1.3301,1.24794,1.1907
28-Jul-21,1.9725,1.85951,1.74415,1.6308,1.56505,1.48462,1.41499,1.32228,1.24195,1.1854
29-Jul-21,1.95722,1.84917,1.74487,1.63384,1.56809,1.48712,1.41799,1.32625,1.24458,1.18743
30-Jul-21,1.95888,1.85366,1.74752,1.63556,1.56835,1.48818,1.41917,1.33037,1.25001,1.18927
02-Aug-21,1.96275,1.86342,1.75269,1.63761,1.56722,1.48714,1.42213,1.33626,1.25681,1.19862
03-Aug-21,2.0399,1.88938,1.7686,1.65018,1.57718,1.49431,1.42658,1.3376,1.25717,1.19846
04-Aug-21,2.03307,1.89912,1.7806,1.65802,1.5887,1.50491,1.43338,1.33904,1.25834,1.19979
05-Aug-21,2.05049,1.91776,1.78698,1.66733,1.60326,1.52442,1.45665,1.35459,1.26962,1.21116
06-Aug-21,1.98976,1.90023,1.78515,1.66928,1.60597,1.52901,1.46399,1.36043,1.27166,1.212
09-Aug-21,2.04613,1.9447,1.8186,1.69996,1.63341,1.54705,1.47231,1.36079,1.27053,1.21321
10-Aug-21,2.03517,1.96238,1.823,1.7043,1.63809,1.54815,1.46936,1.35567,1.26343,1.20506
11-Aug-21,1.91972,1.89816,1.78146,1.67877,1.62395,1.53868,1.46315,1.35584,1.2646,1.20356
12-Aug-21,1.85469,1.83764,1.73993,1.65515,1.61092,1.53022,1.45864,1.35234,1.26225,1.20295
13-Aug-21,1.70461,1.7342,1.69196,1.63272,1.60455,1.52484,1.45579,1.35029,1.26127,1.20153
16-Aug-21,1.74277,1.73765,1.69548,1.62934,1.59961,1.52329,1.45769,1.35563,1.26564,1.20437
17-Aug-21,1.76197,1.75016,1.70034,1.62888,1.59551,1.51957,1.45492,1.35264,1.26561,1.20665
18-Aug-21,1.75816,1.74281,1.69395,1.62374,1.59101,1.51932,1.45861,1.35579,1.26867,1.21065
19-Aug-21,1.82435,1.77799,1.7096,1.63498,1.60012,1.5229,1.45828,1.35584,1.26947,1.21126
20-Aug-21,1.84359,1.78243,1.70856,1.6322,1.59746,1.52136,1.45783,1.35224,1.26635,1.21112
23-Aug-21,1.81291,1.73345,1.68106,1.61724,1.58719,1.51351,1.45171,1.34837,1.26113,1.20424
24-Aug-21,1.83585,1.75008,1.69006,1.62205,1.59136,1.5181,1.45687,1.35234,1.26466,1.20819
25-Aug-21,1.894,1.78072,1.71111,1.6386,1.60492,1.52891,1.46606,1.36107,1.27121,1.21362
26-Aug-21,1.86801,1.77311,1.705,1.6339,1.6018,1.52562,1.4641,1.35844,1.27025,1.21422
27-Aug-21,1.77248,1.70531,1.65706,1.59284,1.56428,1.4934,1.43482,1.34104,1.26021,1.2058
30-Aug-21,1.7532,1.70249,1.65586,1.59226,1.56475,1.49381,1.43494,1.34207,1.26192,1.20575
31-Aug-21,1.76038,1.71356,1.66858,1.60125,1.57028,1.49713,1.43685,1.34592,1.26418,1.20752
01-Sep-21,1.72364,1.68612,1.65278,1.59159,1.56391,1.49448,1.43651,1.34417,1.26353,1.20764
02-Sep-21,1.70173,1.66335,1.62994,1.57554,1.55159,1.48554,1.42951,1.33979,1.26146,1.20741
03-Sep-21,1.66064,1.64695,1.60994,1.5626,1.54279,1.47845,1.42464,1.33876,1.26027,1.20723
07-Sep-21,1.6663,1.65831,1.62336,1.57003,1.54936,1.48338,1.42845,1.33881,1.25972,1.20709
08-Sep-21,1.69003,1.65044,1.61732,1.56715,1.54873,1.48298,1.42837,1.34033,1.26225,1.20823
09-Sep-21,1.62437,1.61333,1.59622,1.55238,1.53733,1.47598,1.42531,1.33633,1.26063,1.20759
10-Sep-21,1.62614,1.62806,1.60424,1.56237,1.54855,1.48045,1.42509,1.33625,1.2607,1.20888
13-Sep-21,1.62111,1.61342,1.59414,1.55443,1.54195,1.47736,1.42508,1.33801,1.26264,1.21101
14-Sep-21,1.58777,1.59927,1.58837,1.5479,1.53572,1.47056,1.41861,1.33301,1.26109,1.21179
15-Sep-21,1.63266,1.62583,1.60938,1.56226,1.54651,1.47894,1.42526,1.33735,1.26283,1.21283
16-Sep-21,1.65647,1.6554,1.62304,1.57582,1.556,1.48607,1.42977,1.33898,1.26446,1.21147
17-Sep-21,1.72107,1.68692,1.64951,1.59247,1.5704,1.49996,1.44111,1.34507,1.27169,1.21944
20-Sep-21,1.75173,1.70619,1.65551,1.59545,1.57194,1.50128,1.44163,1.34563,1.27212,1.22017
21-Sep-21,1.71412,1.68005,1.64195,1.58643,1.56601,1.49883,1.4412,1.34546,1.27277,1.22144
22-Sep-21,1.59712,1.61224,1.6082,1.56734,1.55774,1.49827,1.44592,1.34872,1.27578,1.22239
23-Sep-21,1.67901,1.67841,1.65813,1.60803,1.59412,1.52822,1.47008,1.37076,1.29156,1.23483
24-Sep-21,1.71649,1.70304,1.68508,1.63148,1.61258,1.53936,1.4755,1.37491,1.29321,1.23479
27-Sep-21,1.70001,1.70385,1.68744,1.63628,1.61849,1.54768,1.48575,1.38144,1.29909,1.23897
28-Sep-21,1.77851,1.76196,1.72485,1.66325,1.63994,1.56479,1.50066,1.39438,1.30998,1.24782
29-Sep-21,1.76235,1.75587,1.71881,1.65696,1.63267,1.55781,1.49441,1.38913,1.30424,1.24153
30-Sep-21,1.77556,1.7597,1.7218,1.66018,1.63619,1.56172,1.49833,1.39388,1.30786,1.24408
01-Oct-21,1.76724,1.7452,1.71398,1.64859,1.62404,1.55094,1.49199,1.39231,1.30691,1.24426
04-Oct-21,1.77593,1.73132,1.70346,1.64188,1.61909,1.54865,1.49223,1.39245,1.30572,1.24408
05-Oct-21,1.83252,1.75037,1.72083,1.65825,1.63371,1.56102,1.50275,1.40448,1.31779,1.25671
06-Oct-21,1.8173,1.73464,1.7046,1.64423,1.62524,1.55677,1.49981,1.40022,1.31574,1.25662
07-Oct-21,1.84263,1.75744,1.71567,1.65682,1.64164,1.57165,1.51137,1.41098,1.32625,1.26743
08-Oct-21,1.84632,1.77156,1.72337,1.66398,1.64239,1.57047,1.5088,1.40869,1.3236,1.26515
12-Oct-21,1.79481,1.73473,1.70575,1.6533,1.63836,1.56832,1.50688,1.40267,1.32388,1.26556
13-Oct-21,1.73253,1.69603,1.68349,1.63344,1.6317,1.56614,1.50557,1.39804,1.3219,1.26869
14-Oct-21,1.71712,1.69001,1.67239,1.63034,1.62795,1.56432,1.50558,1.39992,1.32277,1.26871
15-Oct-21,1.72566,1.68661,1.67868,1.65216,1.676,1.60287,1.53189,1.41893,1.33663,1.27721
18-Oct-21,1.76854,1.75141,1.7363,1.69237,1.69212,1.61873,1.54778,1.43104,1.34618,1.281
19-Oct-21,1.75523,1.74521,1.72401,1.68561,1.68874,1.61766,1.55006,1.42861,1.34466,1.28298
20-Oct-21,1.74182,1.73135,1.71754,1.67918,1.67894,1.60835,1.54289,1.42473,1.34071,1.28016
21-Oct-21,1.79887,1.77392,1.74457,1.69777,1.69351,1.62518,1.55414,1.43141,1.34303,1.28445
22-Oct-21,1.85091,1.822,1.78508,1.73663,1.73373,1.65591,1.57177,1.44592,1.35381,1.29215
25-Oct-21,1.72817,1.73674,1.73337,1.69696,1.69801,1.63243,1.56167,1.44225,1.35417,1.28995
26-Oct-21,1.68568,1.71591,1.73015,1.69777,1.69917,1.63277,1.56201,1.43991,1.35209,1.28808
27-Oct-21,1.86429,1.82658,1.77762,1.72516,1.71042,1.64605,1.57672,1.4487,1.357,1.2926
28-Oct-21,1.97454,1.8998,1.82761,1.76155,1.72665,1.6599,1.58681,1.44775,1.35542,1.2923
29-Oct-21,2.11654,1.98491,1.88718,1.8156,1.77785,1.70015,1.61411,1.46717,1.37031,1.30313
01-Nov-21,2.10146,1.99279,1.89967,1.827,1.78855,1.71033,1.62433,1.47414,1.37532,1.30758
02-Nov-21,1.98197,1.90012,1.83174,1.77038,1.73238,1.64444,1.56541,1.43303,1.3462,1.28387
03-Nov-21,1.93205,1.85817,1.8101,1.75487,1.7226,1.63567,1.55769,1.42801,1.34193,1.27958
04-Nov-21,1.92983,1.87946,1.74689,1.69158,1.65789,1.57804,1.50915,1.39011,1.30651,1.24708
05-Nov-21,1.99821,1.94128,1.81542,1.73306,1.67288,1.5916,1.52197,1.39904,1.31476,1.25376
08-Nov-21,2.03033,1.96756,1.84273,1.75135,1.69116,1.6064,1.53277,1.40647,1.32212,1.26215
09-Nov-21,2.07645,2.00407,1.87139,1.77468,1.71169,1.62494,1.54888,1.41961,1.33416,1.27293
10-Nov-21,2.35848,2.17574,1.9653,1.86212,1.79534,1.67992,1.58745,1.44302,1.35212,1.28798
12-Nov-21,2.65712,2.43099,2.18226,2.05134,1.95081,1.77694,1.6182,1.46211,1.36669,1.29877
15-Nov-21,2.52507,2.3591,2.14207,2.01575,1.91915,1.76068,1.6312,1.47248,1.37264,1.30314
16-Nov-21,2.53129,2.33251,2.12028,2.0012,1.91154,1.75141,1.62104,1.46183,1.36405,1.29659
17-Nov-21,2.43532,2.25823,2.06252,1.95015,1.8643,1.71329,1.59126,1.43566,1.34236,1.27519
18-Nov-21,2.37643,2.21814,2.03691,1.93402,1.85361,1.70853,1.59122,1.44215,1.34874,1.28068
19-Nov-21,2.40597,2.22435,2.03946,1.93648,1.85769,1.71235,1.59448,1.44827,1.35595,1.28747
22-Nov-21,2.45125,2.27267,2.07381,1.96814,1.88824,1.73782,1.61477,1.46299,1.36839,1.29818
23-Nov-21,2.48999,2.30442,2.10146,1.99318,1.91247,1.76095,1.63769,1.4824,1.38536,1.31262
24-Nov-21,2.53354,2.34252,2.12363,2.00672,1.92198,1.76866,1.64345,1.48528,1.38891,1.31697
26-Nov-21,2.7479,2.46612,2.20185,2.06184,1.96387,1.79997,1.66608,1.50419,1.40556,1.33025
29-Nov-21,2.61272,2.3818,2.14348,2.01459,1.92259,1.77465,1.65529,1.49863,1.4006,1.32544
30-Nov-21,2.65574,2.42097,2.16815,2.03529,1.93849,1.7887,1.66737,1.5139,1.4155,1.33858
01-Dec-21,2.63748,2.41404,2.17041,2.03683,1.94299,1.79077,1.66772,1.51544,1.41671,1.33873
02-Dec-21,2.71986,2.4786,2.21142,2.06529,1.96424,1.80914,1.68401,1.52276,1.4216,1.34318
03-Dec-21,2.60721,2.41546,2.16785,2.04502,1.97088,1.81455,1.68883,1.53119,1.43088,1.35087
06-Dec-21,2.61309,2.44605,2.18671,2.05359,1.96664,1.81415,1.6916,1.53049,1.43319,1.35699
07-Dec-21,2.62712,2.42317,2.1729,2.04334,1.95794,1.80873,1.68898,1.52736,1.43068,1.35397
08-Dec-21,2.44261,2.26633,2.06753,1.9619,1.89773,1.75114,1.63365,1.48103,1.3912,1.31794
09-Dec-21,2.42579,2.27355,2.1385,2.00846,1.91642,1.742,1.62351,1.47141,1.38274,1.30965
10-Dec-21,2.28707,2.18134,2.05939,1.94522,1.86617,1.70317,1.59496,1.45131,1.36285,1.28987
13-Dec-21,2.28672,2.18193,2.11286,1.98429,1.87982,1.68954,1.57998,1.4376,1.35193,1.28144
14-Dec-21,2.32992,2.18727,2.06165,1.94574,1.86171,1.69482,1.58257,1.43727,1.35042,1.27893
15-Dec-21,2.24012,2.1375,2.02312,1.91343,1.83634,1.67365,1.56455,1.4291,1.34285,1.27261
16-Dec-21,2.21474,2.13166,2.01253,1.88966,1.80291,1.64539,1.54179,1.42078,1.33268,1.26039
17-Dec-21,2.27345,2.17442,2.0257,1.89793,1.81199,1.65349,1.54954,1.42366,1.3352,1.26228
20-Dec-21,2.286,2.17894,2.0283,1.89943,1.81309,1.65391,1.54959,1.42452,1.33536,1.26212
21-Dec-21,2.37454,2.2398,2.06863,1.93285,1.84392,1.676,1.56368,1.43448,1.34207,1.26704
22-Dec-21,2.37666,2.22155,2.05333,1.92221,1.83073,1.66315,1.55092,1.41809,1.32973,1.25461
23-Dec-21,2.41874,2.23074,2.05736,1.92465,1.83242,1.66224,1.54803,1.41754,1.32893,1.25049
24-Dec-21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
27-Dec-21,2.33938,2.19157,2.03611,1.90895,1.81947,1.65204,1.54046,1.41205,1.32664,1.25091
28-Dec-21,2.26014,2.156,2.01443,1.89307,1.80678,1.64752,1.54294,1.4136,1.32671,1.24922
29-Dec-21,2.32699,2.20764,2.04539,1.91704,1.82721,1.66235,1.55313,1.42169,1.3322,1.25442
30-Dec-21,2.31752,2.20595,2.04511,1.91689,1.82716,1.6624,1.55314,1.42018,1.33141,1.25446
31-Dec-21,2.34642,2.20915,2.04653,1.91717,1.82726,1.66229,1.55203,1.41624,1.32774,1.25058
03-Jan-22,2.45858,2.2939,2.08387,1.94366,1.84814,1.67756,1.56234,1.41985,1.32849,1.25079
04-Jan-22,2.46129,2.26779,2.06684,1.92965,1.83699,1.66923,1.55729,1.41655,1.32455,1.24451
05-Jan-22,2.41183,2.24759,2.06296,1.93128,1.84191,1.6696,1.5526,1.41046,1.3171,1.24476
06-Jan-22,2.41498,2.25204,2.07402,1.93965,1.85136,1.67832,1.5609,1.41658,1.32313,1.25108
07-Jan-22,2.36251,2.22663,2.06499,1.94142,1.8529,1.68135,1.56579,1.42049,1.33051,1.26202
10-Jan-22,2.35614,2.19542,2.05411,1.92966,1.84154,1.67787,1.57027,1.42177,1.33316,1.26653
11-Jan-22,2.26547,2.16482,2.04546,1.93268,1.85484,1.6885,1.57921,1.43126,1.34169,1.27353
12-Jan-22,2.20279,2.13689,2.03114,1.9252,1.85215,1.68764,1.58005,1.43806,1.34907,1.28162
13-Jan-22,2.18056,2.11327,2.01862,1.91179,1.83851,1.67577,1.56877,1.43088,1.34229,1.27764
14-Jan-22,2.26407,2.15579,2.04641,1.93374,1.85756,1.68435,1.56768,1.43177,1.34139,1.27535
18-Jan-22,2.28484,2.19349,2.06239,1.95077,1.88073,1.70124,1.57742,1.43467,1.34253,1.27742
19-Jan-22,2.27273,2.19659,2.06818,1.95531,1.88462,1.70824,1.58743,1.44022,1.34692,1.28042
20-Jan-22,2.30633,2.21583,2.08589,1.97101,1.89816,1.72034,1.5987,1.45122,1.35307,1.28385
21-Jan-22,2.27854,2.21037,2.07299,1.96068,1.89224,1.72705,1.60475,1.4575,1.35948,1.28937
24-Jan-22,2.25681,2.20803,2.07617,1.96653,1.89901,1.73963,1.62289,1.47043,1.37047,1.29739
25-Jan-22,2.09157,2.0734,2.02752,1.92956,1.87101,1.75189,1.63422,1.48033,1.38207,1.30917
26-Jan-22,2.05176,2.0513,2.01362,1.92139,1.86613,1.74865,1.6322,1.47563,1.37841,1.3087
27-Jan-22,2.06719,2.06333,2.03006,1.93956,1.88402,1.76497,1.64679,1.48469,1.38551,1.31319
28-Jan-22,2.10319,2.09807,2.0695,1.97163,1.91588,1.79385,1.67336,1.50809,1.40165,1.32447
31-Jan-22,2.12105,2.10753,2.07714,1.97957,1.92479,1.80165,1.68024,1.51312,1.40398,1.32693
01-Feb-22,1.88887,2.03807,2.04517,1.95818,1.91218,1.80491,1.68506,1.52056,1.41177,1.33358
02-Feb-22,1.86311,2.02037,2.03738,1.95388,1.91302,1.8015,1.67746,1.51655,1.41066,1.33199
03-Feb-22,1.85761,2.0363,2.0511,1.97153,1.92805,1.81842,1.69542,1.52885,1.4203,1.34224
04-Feb-22,2.00039,2.12747,2.12002,2.03286,1.97792,1.86137,1.7312,1.5499,1.4365,1.35473
07-Feb-22,1.94505,2.11138,2.0998,2.01639,1.96952,1.86972,1.74122,1.5595,1.44429,1.36116
08-Feb-22,1.93745,2.10992,2.09904,2.01642,1.97446,1.88488,1.75151,1.56381,1.44724,1.36308
09-Feb-22,1.90574,2.09831,2.09132,2.01067,1.96942,1.88512,1.75662,1.56917,1.45254,1.36771
10-Feb-22,2.21102,2.35425,2.3325,2.24342,2.19435,2.1061,1.97769,1.78934,1.6242,1.4885
11-Feb-22,2.2982,2.45203,2.40961,2.31476,2.26157,2.16061,2.02644,1.83561,1.66552,1.52547
14-Feb-22,2.47934,2.59402,2.50757,2.39041,2.32485,2.21471,2.07088,1.87585,1.69633,1.55065
15-Feb-22,2.24948,2.38121,2.3025,2.1849,2.12369,2.01738,1.87283,1.68151,1.5512,1.45043
16-Feb-22,2.08904,2.26963,2.24547,2.14978,2.10006,2.00033,1.8624,1.67706,1.54542,1.44551
17-Feb-22,2.16044,2.2782,2.24148,2.14164,2.09003,1.99223,1.85693,1.67384,1.54534,1.44285
18-Feb-22,2.16019,2.2792,2.24293,2.14302,2.09128,1.9944,1.85982,1.67413,1.54645,1.44599
22-Feb-22,2.15566,2.1544,2.14816,2.07429,2.05257,1.96634,1.8614,1.66693,1.53681,1.43413
23-Feb-22,2.14673,2.15069,2.14389,2.07051,2.04857,1.9646,1.86158,1.66552,1.53446,1.43001
24-Feb-22,2.21436,2.1971,2.17008,2.08999,2.06504,1.98018,1.87615,1.67899,1.54403,1.43619
25-Feb-22,2.14437,2.14947,2.14203,2.06913,2.04667,1.96776,1.86938,1.67301,1.53921,1.43209
28-Feb-22,2.21688,2.19138,2.16689,2.09071,2.06367,1.98237,1.88254,1.68492,1.55193,1.44538
01-Mar-22,2.43987,2.34073,2.24087,2.13379,2.09503,2.00705,1.90217,1.71017,1.56997,1.45842
02-Mar-22,2.50408,2.35984,2.2477,2.13309,2.08741,1.99835,1.89222,1.70524,1.56948,1.46246
03-Mar-22,2.56037,2.40951,2.28859,2.1715,2.12417,2.02423,1.90835,1.72458,1.58452,1.47181
