"Date","TY: 10 Yr Tsy Note Rolling Front Yield of CTD Bond","TY: 10 Yr Tsy Note Rolling Front Clean Price of CTD Bond","TY: 10 Yr Tsy Note Rolling Front Term Repo Rate","TY: 10 Yr Tsy Note Rolling Front Basis of CTD Bond","TY: 10 Yr Tsy Note Rolling Front BNOC of CTD Bond","TY: 10 Yr Tsy Note Rolling Front CTD Bond","TY: 10 Yr Tsy Note Rolling Front Factor of CTD Bond","TY: 10 Yr Tsy Note Rolling Front Fwd Yld on CTD Bond","TY: 10 Yr Tsy Note Rolling Front Term RP to Delivery","TY: 10 Yr Tsy Note Rolling Front Term RP to Opt Expn","TY: 10 Yr Tsy Note Rolling Front CTD Bond if Ylds Fall","TY: 10 Yr Tsy Note Rolling Front CTD Bond if Yields Rise"
06-Feb-20,1.55561,102.84375,1.67184,0.05189,0.01923,20011.26,0.7873,1.55468,N/A,1.67184,N/A,N/A
07-Feb-20,1.4951,103.23438,1.66367,0.03657,0.00672,20011.26,0.7873,1.49107,N/A,1.66367,N/A,N/A
10-Feb-20,1.4614,103.45312,1.65788,0.03389,0.00516,20011.26,0.7873,1.4565,N/A,1.65788,N/A,N/A
11-Feb-20,1.50191,103.1875,1.65967,0.0512,0.02246,20011.26,0.7873,1.50069,N/A,1.65967,N/A,N/A
12-Feb-20,1.53775,102.95312,1.63,0.06286,0.03421,20011.26,0.7873,1.53923,N/A,1.63,N/A,N/A
13-Feb-20,1.53036,103,1.66215,0.04822,0.0203,20011.26,0.7873,1.52959,N/A,1.66215,N/A,N/A
14-Feb-20,1.50077,103.1875,1.66289,0.0635,0.03842,20011.26,0.7873,1.50262,N/A,1.66289,N/A,N/A
18-Feb-20,1.47415,103.35938,1.65415,0.06316,0.03902,20011.26,0.7873,1.4757,N/A,1.65415,N/A,N/A
19-Feb-20,1.49317,103.23438,1.64435,0.03657,0.01279,20011.26,0.7873,1.49107,N/A,1.64435,N/A,N/A
20-Feb-20,1.44735,103.53125,1.63195,0.05051,0.02788,20011.26,0.7873,1.44691,N/A,1.63195,N/A,N/A
21-Feb-20,1.39401,103.875,N/A,0.06211,0.04184,20011.26,0.7873,1.39524,N/A,N/A,N/A,N/A
24-Feb-20,1.30078,104.48438,N/A,0.04411,0.02542,20011.26,0.7873,1.29813,N/A,N/A,N/A,N/A
25-Feb-20,1.24356,104.85938,N/A,0.05006,0.03252,20011.26,0.7873,1.24132,N/A,N/A,N/A,N/A
26-Feb-20,1.22196,105,N/A,0.03077,0.01396,20011.26,0.7873,1.21677,N/A,N/A,N/A,N/A
27-Feb-20,1.20748,105.09375,N/A,0.03841,0.02226,20011.26,0.7873,1.20356,N/A,N/A,N/A,N/A
28-Feb-20,1.02781,106.28125,N/A,0.11877,0.10578,20011.26,0.7873,1.03489,N/A,N/A,N/A,N/A
02-Mar-20,0.98541,106.5625,N/A,0.06787,0.05572,20011.26,0.7873,0.98467,N/A,N/A,N/A,N/A
03-Mar-20,0.89899,107.14062,N/A,0.06782,0.05685,20011.26,0.7873,0.89767,N/A,N/A,N/A,N/A
04-Mar-20,0.86614,107.35938,N/A,0.08975,0.07945,20011.26,0.7873,0.86817,N/A,N/A,N/A,N/A
05-Mar-20,0.81026,107.73438,N/A,0.0588,0.04935,20011.26,0.7873,0.80752,N/A,N/A,N/A,N/A
06-Mar-20,0.66191,108.73438,N/A,0.05007,0.04281,20011.26,0.7873,0.65791,N/A,N/A,N/A,N/A
09-Mar-20,0.52492,109.67188,N/A,0.00345,-0.00255,20011.26,0.7873,0.51344,N/A,N/A,15809.26,N/A
10-Mar-20,0.72965,108.26562,N/A,-0.02503,-0.03206,20011.26,0.7873,0.71611,N/A,N/A,N/A,N/A
11-Mar-20,0.79366,107.82812,N/A,-0.14269,-0.14976,20011.26,0.7873,0.76357,N/A,N/A,N/A,N/A
12-Mar-20,0.79551,107.8125,N/A,0.03851,0.03181,20011.26,0.7873,0.79285,N/A,N/A,N/A,N/A
13-Mar-20,0.91256,107.01562,N/A,0.10275,0.0966,20011.26,0.7873,0.92168,N/A,N/A,N/A,N/A
16-Mar-20,0.66467,108.6875,N/A,-0.00911,-0.01373,20011.26,0.7873,0.6561,N/A,N/A,N/A,N/A
17-Mar-20,0.89306,107.14062,N/A,0.01862,0.01338,20011.26,0.7873,0.89029,N/A,N/A,N/A,N/A
18-Mar-20,1.13483,105.53125,N/A,-0.26219,-0.31573,20011.26,0.7873,1.09089,N/A,N/A,N/A,N/A
19-Mar-20,0.99756,106.4375,N/A,-0.09403,-0.14301,20011.26,0.7873,0.9791,N/A,N/A,N/A,N/A
20-Mar-20,0.78581,109.8125,0.86179,0.34296,-0.17821,21402.27,0.8006,0.78079,N/A,0.86179,N/A,13412.26
23-Mar-20,0.61148,111.04688,0.8754,0.40145,-0.11344,21402.27,0.8006,0.60838,N/A,0.8754,N/A,13412.26
24-Mar-20,0.69643,110.4375,0.89047,0.39253,-0.1176,21402.27,0.8006,0.69617,N/A,0.89047,N/A,13412.26
25-Mar-20,0.70687,110.35938,0.91497,0.40197,-0.14719,21402.27,0.8006,0.70901,N/A,0.91497,N/A,13412.26
26-Mar-20,0.6579,110.70312,0.85617,0.43298,-0.11032,21402.27,0.8006,0.66319,N/A,0.85617,N/A,13412.26
27-Mar-20,0.59252,111.15625,0.89435,0.46079,-0.06518,21402.27,0.8006,0.60109,N/A,0.89435,N/A,13412.26
30-Mar-20,0.52638,111.625,0.8681,0.4792,-0.04087,21402.27,0.8006,0.53564,N/A,0.8681,N/A,N/A
31-Mar-20,0.5432,111.5,0.86071,0.46679,-0.06159,21402.27,0.8006,0.55198,N/A,0.86071,N/A,N/A
01-Apr-20,0.50985,111.73438,0.9189,0.46348,-0.05896,21402.27,0.8006,0.51751,N/A,0.9189,N/A,N/A
02-Apr-20,0.51575,111.6875,0.83677,0.49167,-0.02492,21402.27,0.8006,0.52839,N/A,0.83677,N/A,N/A
03-Apr-20,0.48984,111.85938,0.83134,0.46339,-0.03554,21402.27,0.8006,0.49941,N/A,0.83134,N/A,N/A
06-Apr-20,0.57225,111.26562,0.80507,0.45758,-0.03561,21402.27,0.8006,0.5847,N/A,0.80507,N/A,N/A
07-Apr-20,0.62878,110.85938,0.77511,0.45163,-0.03578,21402.27,0.8006,0.64307,N/A,0.77511,N/A,N/A
08-Apr-20,0.63534,110.80859,0.70261,0.45089,-0.03067,21402.27,0.8006,0.65038,N/A,0.70261,N/A,N/A
09-Apr-20,0.58556,111.14453,0.70063,0.46158,0.0036,21402.27,0.8006,0.60292,N/A,0.70063,N/A,N/A
13-Apr-20,0.60752,110.98438,0.70802,0.43903,-0.01312,21402.27,0.8006,0.62298,N/A,0.70802,N/A,N/A
14-Apr-20,0.59203,111.08984,0.71109,0.43191,-0.01434,21402.27,0.8006,0.60656,N/A,0.71109,N/A,N/A
15-Apr-20,0.48548,111.84375,0.76898,0.43526,-0.00496,21402.27,0.8006,0.4976,N/A,0.76898,N/A,N/A
16-Apr-20,0.4799,111.87891,0.66326,0.40787,-0.02648,21402.27,0.8006,0.48856,N/A,0.66326,N/A,N/A
17-Apr-20,0.51794,111.59375,0.63843,0.39792,-0.01887,21402.27,0.8006,0.52839,N/A,0.63843,N/A,N/A
20-Apr-20,0.49261,111.76953,0.68141,0.39857,-0.01231,21402.27,0.8006,0.50303,N/A,0.68141,N/A,N/A
21-Apr-20,0.45854,112.00781,0.61093,0.41168,0.00671,21402.27,0.8006,0.47049,N/A,0.61093,N/A,N/A
22-Apr-20,0.49953,111.71094,0.55685,0.39001,-0.00914,21402.27,0.8006,0.51027,N/A,0.55685,N/A,N/A
23-Apr-20,0.49997,111.70312,0.49011,0.40722,0.01394,21402.27,0.8006,0.51389,N/A,0.49011,N/A,N/A
24-Apr-20,0.49471,111.72656,0.40567,0.3556,-0.02007,21402.27,0.8006,0.50303,N/A,0.40567,N/A,N/A
27-Apr-20,0.54419,111.37109,0.43739,0.3629,-0.00695,21402.27,0.8006,0.55561,N/A,0.43739,N/A,N/A
28-Apr-20,0.50331,111.65625,0.42373,0.36034,-0.00359,21402.27,0.8006,0.51389,N/A,0.42373,N/A,N/A
29-Apr-20,0.50926,111.60938,0.54735,0.35099,-0.00708,21402.27,0.8006,0.51933,N/A,0.54735,N/A,N/A
30-Apr-20,0.502,111.65625,0.09098,0.32281,-0.02938,21402.27,0.8006,0.50846,N/A,0.09098,N/A,N/A
01-May-20,0.51769,111.53125,0.31597,0.34792,0.01333,21402.27,0.8006,0.5302,N/A,0.31597,N/A,N/A
04-May-20,0.50893,111.58865,0.28266,0.33027,0.00155,21402.27,0.8006,0.51933,N/A,0.28266,N/A,N/A
05-May-20,0.52137,111.49609,0.28212,0.32528,0.00242,21402.27,0.8006,0.53202,N/A,0.28212,N/A,N/A
06-May-20,0.55727,111.23828,0.2265,0.31765,0.00062,21402.27,0.8006,0.56833,N/A,0.2265,N/A,N/A
07-May-20,0.47037,111.84766,0.19403,0.32658,0.01551,21402.27,0.8006,0.48133,N/A,0.19403,N/A,N/A
08-May-20,0.50982,111.55469,0.20137,0.30882,0.01532,21402.27,0.8006,0.52114,N/A,0.20137,N/A,N/A
11-May-20,0.54798,111.28125,0.1945,0.29807,0.01041,21402.27,0.8006,0.55924,N/A,0.1945,N/A,N/A
12-May-20,0.51183,111.53125,0.18402,0.28538,0.00362,21402.27,0.8006,0.52114,N/A,0.18402,N/A,N/A
13-May-20,0.48128,111.74219,0.59507,0.28366,0.00779,21402.27,0.8006,0.49036,N/A,0.59507,N/A,N/A
14-May-20,0.4585,111.89844,0.1883,0.27728,0.00731,21402.27,0.8006,0.46687,N/A,0.1883,N/A,N/A
15-May-20,0.46865,111.8125,0.17239,0.2664,0.01403,21402.27,0.8006,0.47771,N/A,0.17239,N/A,N/A
18-May-20,0.5524,111.21875,0.16813,0.26059,0.01402,21402.27,0.8006,0.56288,N/A,0.16813,N/A,N/A
19-May-20,0.52225,111.42578,0.16446,0.25497,0.01429,21402.27,0.8006,0.53202,N/A,0.16446,N/A,N/A
20-May-20,0.4977,111.59375,0.17023,0.2478,0.01302,21402.27,0.8006,0.50665,N/A,0.17023,N/A,N/A
21-May-20,0.50093,111.56641,0.15441,0.23297,0.00405,21402.27,0.8006,0.50846,N/A,0.15441,N/A,N/A
22-May-20,0.49049,111.62109,N/A,0.2126,0.00717,21402.27,0.8006,0.4976,N/A,N/A,N/A,N/A
26-May-20,0.51545,111.44141,N/A,0.19553,-0.00405,21402.27,0.8006,0.52114,N/A,N/A,N/A,N/A
27-May-20,0.49473,111.58203,N/A,0.19856,0.00486,21402.27,0.8006,0.50122,N/A,N/A,N/A,N/A
28-May-20,0.51358,111.44531,N/A,0.19944,0.0116,21402.27,0.8006,0.52114,N/A,N/A,N/A,N/A
29-May-20,0.46588,111.76562,N/A,0.182,0.0118,21402.27,0.8006,0.47229,N/A,N/A,N/A,N/A
01-Jun-20,0.47189,111.71875,N/A,0.17265,0.00832,21402.27,0.8006,0.47771,N/A,N/A,N/A,N/A
02-Jun-20,0.4885,111.59766,N/A,0.16414,0.00567,21402.27,0.8006,0.49398,N/A,N/A,N/A,N/A
03-Jun-20,0.55836,111.10547,N/A,0.17233,0.01969,21402.27,0.8006,0.56651,N/A,N/A,N/A,N/A
04-Jun-20,0.60494,110.77734,N/A,0.13192,-0.01487,21402.27,0.8006,0.60838,N/A,N/A,N/A,N/A
05-Jun-20,0.68108,110.23828,N/A,0.11825,-0.01096,21402.27,0.8006,0.68516,N/A,N/A,N/A,N/A
08-Jun-20,0.65782,110.39453,N/A,0.12439,0.00106,21402.27,0.8006,0.66319,N/A,N/A,N/A,N/A
09-Jun-20,0.60915,110.72656,N/A,0.11867,0.00123,21402.27,0.8006,0.61386,N/A,N/A,N/A,N/A
10-Jun-20,0.52687,111.29297,N/A,0.10964,-0.00189,21402.27,0.8006,0.5302,N/A,N/A,N/A,N/A
11-Jun-20,0.46344,111.73047,N/A,0.10932,0.00367,21402.27,0.8006,0.46687,N/A,N/A,N/A,N/A
12-Jun-20,0.50121,111.45312,N/A,0.08216,-0.00588,21402.27,0.8006,0.50303,N/A,N/A,N/A,N/A
15-Jun-20,0.50166,111.44531,N/A,0.07435,-0.00783,21402.27,0.8006,0.50303,N/A,N/A,N/A,N/A
16-Jun-20,0.53531,111.20703,N/A,0.08625,0.00994,21402.27,0.8006,0.53927,N/A,N/A,N/A,N/A
17-Jun-20,0.51664,111.33203,N/A,0.07365,0.00321,21402.27,0.8006,0.51933,N/A,N/A,N/A,N/A
18-Jun-20,0.49179,111.5,N/A,0.05398,-0.01059,21402.27,0.8006,0.49217,N/A,N/A,N/A,N/A
19-Jun-20,0.5124,112.60547,0.19919,0.58124,-0.03279,23805.27,0.8072,0.5258,N/A,0.19919,N/A,N/A
22-Jun-20,0.52037,112.54297,0.1943,0.58181,-0.0261,23805.27,0.8072,0.5349,N/A,0.1943,N/A,N/A
23-Jun-20,0.51753,112.55859,0.19332,0.55959,-0.04217,23805.27,0.8072,0.52944,N/A,0.19332,N/A,N/A
24-Jun-20,0.50334,112.65625,0.18682,0.55635,-0.03924,23805.27,0.8072,0.51488,N/A,0.18682,N/A,N/A
25-Jun-20,0.49941,112.67969,0.19499,0.55456,-0.03488,23805.27,0.8072,0.51124,N/A,0.19499,N/A,N/A
26-Jun-20,0.46493,112.91406,0.18781,0.53669,-0.03427,23805.27,0.8072,0.47491,N/A,0.18781,N/A,N/A
29-Jun-20,0.45452,112.98438,0.17605,0.51871,-0.04609,23805.27,0.8072,0.46222,N/A,0.17605,N/A,N/A
30-Jun-20,0.47057,112.86328,0.17011,0.52374,-0.03781,23805.27,0.8072,0.48036,N/A,0.17011,N/A,N/A
01-Jul-20,0.4964,112.67188,0.17584,0.50891,-0.04651,23805.27,0.8072,0.50579,N/A,0.17584,N/A,N/A
02-Jul-20,0.4801,112.76953,0.17635,0.49306,-0.03765,23805.27,0.8072,0.48943,N/A,0.17635,N/A,N/A
06-Jul-20,0.4908,112.6875,0.17271,0.49931,-0.02524,23805.27,0.8072,0.50215,N/A,0.17271,N/A,N/A
07-Jul-20,0.46625,112.85938,0.18369,0.49461,-0.02373,23805.27,0.8072,0.47673,N/A,0.18369,N/A,N/A
08-Jul-20,0.46935,112.83203,-0.09236,0.47988,-0.0323,23805.27,0.8072,0.47854,N/A,-0.09236,N/A,N/A
09-Jul-20,0.43451,113.07812,0.18374,0.47373,-0.03223,23805.27,0.8072,0.4423,N/A,0.18374,N/A,N/A
10-Jul-20,0.46438,112.84766,0.18744,0.47028,-0.01721,23805.27,0.8072,0.47491,N/A,0.18744,N/A,N/A
13-Jul-20,0.46586,112.83203,0.1837,0.45466,-0.02666,23805.27,0.8072,0.47491,N/A,0.1837,N/A,N/A
14-Jul-20,0.44289,112.99219,0.18275,0.45085,-0.02427,23805.27,0.8072,0.45135,N/A,0.18275,N/A,N/A
15-Jul-20,0.45142,112.92578,0.1851,0.44751,-0.02145,23805.27,0.8072,0.46041,N/A,0.1851,N/A,N/A
16-Jul-20,0.43768,113.01953,0.18434,0.42774,-0.03502,23805.27,0.8072,0.44411,N/A,0.18434,N/A,N/A
17-Jul-20,0.44968,112.91797,0.18469,0.42708,-0.01719,23805.27,0.8072,0.4586,N/A,0.18469,N/A,N/A
20-Jul-20,0.44843,112.92188,0.15121,0.40576,-0.03234,23805.27,0.8072,0.45497,N/A,0.15121,N/A,N/A
21-Jul-20,0.43358,113.02344,0.18234,0.40642,-0.02549,23805.27,0.8072,0.44049,N/A,0.18234,N/A,N/A
22-Jul-20,0.42851,113.05469,0.18985,0.39984,-0.0259,23805.27,0.8072,0.43506,N/A,0.18985,N/A,N/A
23-Jul-20,0.42073,113.10547,0.17991,0.40017,-0.01938,23805.27,0.8072,0.42783,N/A,0.17991,N/A,N/A
24-Jul-20,0.42728,113.04297,0.17826,0.37551,-0.02555,23805.27,0.8072,0.43325,N/A,0.17826,N/A,N/A
27-Jul-20,0.43856,112.95703,0.17138,0.37786,-0.01704,23805.27,0.8072,0.44592,N/A,0.17138,N/A,N/A
28-Jul-20,0.41386,113.12891,0.17467,0.36054,-0.02815,23805.27,0.8072,0.41879,N/A,0.17467,N/A,N/A
29-Jul-20,0.40769,113.16797,0.15934,0.36177,-0.02075,23805.27,0.8072,0.41337,N/A,0.15934,N/A,N/A
30-Jul-20,0.37703,113.38281,0.15657,0.3622,-0.01412,23805.27,0.8072,0.38269,N/A,0.15657,N/A,N/A
31-Jul-20,0.36883,113.42578,0.15648,0.35472,-0.00308,23805.27,0.8072,0.37548,N/A,0.15648,N/A,N/A
03-Aug-20,0.38661,113.29297,0.15787,0.33542,-0.01623,23805.27,0.8072,0.39171,N/A,0.15787,N/A,N/A
04-Aug-20,0.34341,113.59766,0.15094,0.32479,-0.02064,23805.27,0.8072,0.34669,N/A,0.15094,N/A,N/A
05-Aug-20,0.36933,113.40625,0.15631,0.33519,-0.00411,23805.27,0.8072,0.37548,N/A,0.15631,N/A,N/A
06-Aug-20,0.36205,113.45312,0.15271,0.319,-0.01412,23805.27,0.8072,0.36648,N/A,0.15271,N/A,N/A
07-Aug-20,0.38383,113.28125,0.15896,0.31109,-0.00354,23805.27,0.8072,0.3899,N/A,0.15896,N/A,N/A
10-Aug-20,0.39239,113.21484,0.16141,0.30774,-0.00072,23805.27,0.8072,0.39892,N/A,0.16141,N/A,N/A
11-Aug-20,0.4635,112.70312,0.15273,0.30052,-0.00184,23805.27,0.8072,0.47129,N/A,0.15273,N/A,N/A
12-Aug-20,0.47105,112.64453,0.16353,0.29238,-0.00381,23805.27,0.8072,0.47854,N/A,0.16353,N/A,N/A
13-Aug-20,0.49735,112.45312,0.14416,0.27755,-0.0125,23805.27,0.8072,0.50397,N/A,0.14416,N/A,N/A
14-Aug-20,0.47925,112.56641,-0.18628,0.26471,-0.00681,23805.27,0.8072,0.4858,N/A,-0.18628,N/A,N/A
17-Aug-20,0.45759,112.71484,0.16236,0.24918,-0.01615,23805.27,0.8072,0.46222,N/A,0.16236,N/A,N/A
18-Aug-20,0.44972,112.76562,0.15979,0.24951,-0.00964,23805.27,0.8072,0.45497,N/A,0.15979,N/A,N/A
19-Aug-20,0.4501,112.75781,0.17409,0.25431,0.00133,23805.27,0.8072,0.45678,N/A,0.17409,N/A,N/A
20-Aug-20,0.43065,112.89062,0,0.23578,-0.01103,23805.27,0.8072,0.43506,N/A,0,N/A,N/A
21-Aug-20,0.43179,112.86719,N/A,0.21234,-0.01595,23805.27,0.8072,0.43506,N/A,N/A,N/A,N/A
24-Aug-20,0.43659,112.82812,N/A,0.21111,-0.01101,23805.27,0.8072,0.44049,N/A,N/A,N/A,N/A
25-Aug-20,0.45796,112.67188,N/A,0.21882,0.00286,23805.27,0.8072,0.46403,N/A,N/A,N/A,N/A
26-Aug-20,0.4578,112.66797,N/A,0.21492,0.00512,23805.27,0.8072,0.46403,N/A,N/A,N/A,N/A
27-Aug-20,0.49864,112.375,N/A,0.19942,-0.00422,23805.27,0.8072,0.50397,N/A,N/A,N/A,N/A
28-Aug-20,0.46658,112.58594,N/A,0.18334,-0.00178,23805.27,0.8072,0.47129,N/A,N/A,N/A,N/A
31-Aug-20,0.44647,112.72266,N/A,0.19393,0.01499,23805.27,0.8072,0.45316,N/A,N/A,N/A,N/A
01-Sep-20,0.42858,112.84375,N/A,0.17629,0.00353,23805.27,0.8072,0.43325,N/A,N/A,N/A,N/A
02-Sep-20,0.41734,112.91797,N/A,0.14961,-0.01698,23805.27,0.8072,0.41879,N/A,N/A,N/A,N/A
03-Sep-20,0.38952,113.10938,N/A,0.16444,0.00404,23805.27,0.8072,0.39351,N/A,N/A,N/A,N/A
04-Sep-20,0.47254,112.50391,N/A,0.13914,0.00339,23805.27,0.8072,0.47673,N/A,N/A,N/A,N/A
08-Sep-20,0.43402,112.76953,N/A,0.11468,-0.01489,23805.27,0.8072,0.43506,N/A,N/A,N/A,N/A
09-Sep-20,0.44607,112.67969,N/A,0.10051,-0.02289,23805.27,0.8072,0.44592,N/A,N/A,N/A,N/A
10-Sep-20,0.42868,112.79688,N/A,0.1168,-0.00043,23805.27,0.8072,0.43144,N/A,N/A,N/A,N/A
11-Sep-20,0.41092,112.90625,N/A,0.08744,-0.01128,23805.27,0.8072,0.41156,N/A,N/A,N/A,N/A
14-Sep-20,0.41407,112.87891,N/A,0.08532,-0.00723,23805.27,0.8072,0.41517,N/A,N/A,N/A,N/A
15-Sep-20,0.42224,112.81641,N/A,0.07327,-0.01311,23805.27,0.8072,0.4224,N/A,N/A,N/A,N/A
16-Sep-20,0.42484,112.79297,N/A,0.07506,-0.00515,23805.27,0.8072,0.42602,N/A,N/A,N/A,N/A
17-Sep-20,0.42355,112.79688,N/A,0.07896,0.00492,23805.27,0.8072,0.42602,N/A,N/A,N/A,N/A
18-Sep-20,0.43139,112.72656,N/A,0.03388,-0.02165,23805.27,0.8072,0.42963,N/A,N/A,N/A,N/A
21-Sep-20,0.43796,112.29688,0.15715,0.56314,-0.02014,21408.27,0.8006,0.45029,N/A,0.15715,N/A,N/A
22-Sep-20,0.43298,112.32812,0.15802,0.54435,-0.03309,21408.27,0.8006,0.44308,N/A,0.15802,N/A,N/A
23-Sep-20,0.44528,112.23438,0.15177,0.55068,-0.02095,21408.27,0.8006,0.45751,N/A,0.15177,N/A,N/A
24-Sep-20,0.43814,112.28125,0.14656,0.535,-0.03078,21408.27,0.8006,0.44849,N/A,0.14656,N/A,N/A
25-Sep-20,0.43183,112.3125,0.15139,0.51622,-0.03206,21408.27,0.8006,0.44128,N/A,0.15139,N/A,N/A
28-Sep-20,0.43224,112.30469,0.15353,0.52091,-0.02153,21408.27,0.8006,0.44308,N/A,0.15353,N/A,N/A
29-Sep-20,0.41535,112.42188,0.14998,0.51301,-0.02357,21408.27,0.8006,0.42506,N/A,0.14998,N/A,N/A
30-Sep-20,0.44337,112.21484,0.15083,0.50613,-0.02467,21408.27,0.8006,0.4539,N/A,0.15083,N/A,N/A
01-Oct-20,0.44139,112.22439,0.14424,0.50316,-0.0218,21408.27,0.8006,0.4521,N/A,0.14424,N/A,N/A
02-Oct-20,0.45539,112.10938,0.14367,0.47571,-0.03177,21408.27,0.8006,0.46473,N/A,0.14367,N/A,N/A
05-Oct-20,0.51245,111.69531,0.14461,0.47446,-0.02727,21408.27,0.8006,0.52443,N/A,0.14461,N/A,N/A
06-Oct-20,0.49763,111.79688,0.14316,0.47595,-0.01993,21408.27,0.8006,0.50994,N/A,0.14316,N/A,N/A
07-Oct-20,0.53304,111.53906,0.14604,0.48083,-0.00926,21408.27,0.8006,0.54802,N/A,0.14604,N/A,N/A
08-Oct-20,0.51218,111.68359,0.15029,0.46274,-0.02149,21408.27,0.8006,0.52443,N/A,0.15029,N/A,N/A
09-Oct-20,0.52441,111.57812,0.14633,0.43233,-0.02858,21408.27,0.8006,0.53531,N/A,0.14633,N/A,N/A
13-Oct-20,0.48001,111.89062,0.14912,0.4446,-0.01041,21408.27,0.8006,0.49184,N/A,0.14912,N/A,N/A
14-Oct-20,0.47936,111.89062,0.11275,0.43209,-0.01708,21408.27,0.8006,0.49003,N/A,0.11275,N/A,N/A
15-Oct-20,0.49128,111.80078,0.15446,0.41731,-0.02605,21408.27,0.8006,0.50088,N/A,0.15446,N/A,N/A
16-Oct-20,0.49811,111.73828,0.15546,0.40484,-0.02102,21408.27,0.8006,0.50812,N/A,0.15546,N/A,N/A
19-Oct-20,0.51502,111.61328,0.09178,0.39243,-0.02763,21408.27,0.8006,0.52443,N/A,0.09178,N/A,N/A
20-Oct-20,0.53911,111.4375,0.151,0.39178,-0.02247,21408.27,0.8006,0.54983,N/A,0.151,N/A,N/A
21-Oct-20,0.55316,111.33331,0.15033,0.38766,-0.02077,21408.27,0.8006,0.56437,N/A,0.15033,N/A,N/A
22-Oct-20,0.58094,111.13219,0.15416,0.3867,-0.01593,21408.27,0.8006,0.59349,N/A,0.15416,N/A,N/A
23-Oct-20,0.57734,111.14453,0.1583,0.37402,-0.01111,21408.27,0.8006,0.58985,N/A,0.1583,N/A,N/A
26-Oct-20,0.54719,111.35344,0.15512,0.35776,-0.0215,21408.27,0.8006,0.5571,N/A,0.15512,N/A,N/A
27-Oct-20,0.52335,111.51776,0.1492,0.35946,-0.01393,21408.27,0.8006,0.5335,N/A,0.1492,N/A,N/A
28-Oct-20,0.52798,111.48047,0.14262,0.35969,-0.00787,21408.27,0.8006,0.53894,N/A,0.14262,N/A,N/A
29-Oct-20,0.57553,111.13984,0.144,0.33179,-0.02998,21408.27,0.8006,0.58438,N/A,0.144,N/A,N/A
30-Oct-20,0.59519,110.98828,0.13768,0.33035,-0.01394,21408.27,0.8006,0.60625,N/A,0.13768,N/A,N/A
02-Nov-20,0.58625,111.04688,0.13584,0.3264,-0.01205,21408.27,0.8006,0.59713,N/A,0.13584,N/A,N/A
03-Nov-20,0.61086,110.86954,0.13454,0.31168,-0.02095,21408.27,0.8006,0.62084,N/A,0.13454,N/A,N/A
04-Nov-20,0.5097,111.57812,0.13028,0.30723,-0.01947,21408.27,0.8006,0.51718,N/A,0.13028,N/A,N/A
05-Nov-20,0.52232,111.48438,0.11338,0.30105,-0.01983,21408.27,0.8006,0.52987,N/A,0.11338,N/A,N/A
06-Nov-20,0.55926,111.21057,0.11066,0.28994,-0.01346,21408.27,0.8006,0.56801,N/A,0.11066,N/A,N/A
09-Nov-20,0.66954,110.43359,0.10366,0.28855,-0.00913,21408.27,0.8006,0.6812,N/A,0.10366,N/A,N/A
10-Nov-20,0.68629,110.30873,0.13853,0.27627,-0.00975,21408.27,0.8006,0.6977,N/A,0.13853,N/A,N/A
12-Nov-20,0.60236,110.89062,0.32049,0.28273,0.00263,21408.27,0.8006,0.61354,N/A,0.32049,N/A,N/A
13-Nov-20,0.61113,110.81641,0.14921,0.24604,-0.01656,21408.27,0.8006,0.61902,N/A,0.14921,N/A,N/A
16-Nov-20,0.61835,110.76172,0.13411,0.2539,-0.00287,21408.27,0.8006,0.62814,N/A,0.13411,N/A,N/A
17-Nov-20,0.58979,110.95703,0.14624,0.23655,-0.01436,21408.27,0.8006,0.59713,N/A,0.14624,N/A,N/A
18-Nov-20,0.60371,110.85547,0.13529,0.22256,-0.02254,21408.27,0.8006,0.60989,N/A,0.13529,N/A,N/A
19-Nov-20,0.58296,110.99609,0,0.22558,-0.01366,21408.27,0.8006,0.58985,N/A,0,N/A,N/A
20-Nov-20,0.56712,111.09375,N/A,0.21065,-0.01107,21408.27,0.8006,0.57347,N/A,N/A,N/A,N/A
23-Nov-20,0.59055,110.92578,N/A,0.19279,-0.02311,21408.27,0.8006,0.59531,N/A,N/A,N/A,N/A
24-Nov-20,0.60012,110.85474,N/A,0.1718,-0.03828,21408.27,0.8006,0.6026,N/A,N/A,N/A,N/A
25-Nov-20,0.59373,110.89062,N/A,0.19517,-0.00324,21408.27,0.8006,0.60078,N/A,N/A,N/A,N/A
27-Nov-20,0.56439,111.08203,N/A,0.1614,-0.01947,21408.27,0.8006,0.56801,N/A,N/A,N/A,N/A
30-Nov-20,0.56319,111.08594,N/A,0.17782,0.00278,21408.27,0.8006,0.56983,N/A,N/A,N/A,N/A
01-Dec-20,0.64298,110.52729,N/A,0.16959,0.00034,21408.27,0.8006,0.65007,N/A,N/A,N/A,N/A
02-Dec-20,0.64241,110.52704,N/A,0.16934,0.00592,21408.27,0.8006,0.65007,N/A,N/A,N/A,N/A
03-Dec-20,0.61752,110.69531,N/A,0.14997,-0.0076,21408.27,0.8006,0.62267,N/A,N/A,N/A,N/A
04-Dec-20,0.64865,110.46724,N/A,0.13455,-0.00552,21408.27,0.8006,0.65373,N/A,N/A,N/A,N/A
07-Dec-20,0.60888,110.73813,N/A,0.14275,0.00853,21408.27,0.8006,0.61537,N/A,N/A,N/A,N/A
