"Date","TY: 10 Yr Tsy Note Rolling Front Yield of CTD Bond","TY: 10 Yr Tsy Note Rolling Front Clean Price of CTD Bond","TY: 10 Yr Tsy Note Rolling Front Term Repo Rate","TY: 10 Yr Tsy Note Rolling Front Basis of CTD Bond","TY: 10 Yr Tsy Note Rolling Front BNOC of CTD Bond","TY: 10 Yr Tsy Note Rolling Front CTD Bond","TY: 10 Yr Tsy Note Rolling Front Factor of CTD Bond","TY: 10 Yr Tsy Note Rolling Front Fwd Yld on CTD Bond","TY: 10 Yr Tsy Note Rolling Front Term RP to Delivery","TY: 10 Yr Tsy Note Rolling Front Term RP to Opt Expn","TY: 10 Yr Tsy Note Rolling Front CTD Bond if Ylds Fall","TY: 10 Yr Tsy Note Rolling Front CTD Bond if Yields Rise"
09-Apr-19,2.39218,101.45312,2.48344,0.00599,-0.01872,25801.26,0.8205,2.38623,N/A,2.48344,25812.25,21202.26
10-Apr-19,2.36931,101.57812,2.48563,0.00279,-0.01972,25812.25,0.8205,2.36232,N/A,2.48563,N/A,21202.26
11-Apr-19,2.39933,101.39062,2.47589,0.00759,-0.01557,25812.25,0.8205,2.39414,N/A,2.47589,N/A,21202.26
12-Apr-19,2.46147,101.01562,2.48022,0.0172,-0.00797,25801.26,0.8205,2.45978,N/A,2.48022,25812.25,21202.26
15-Apr-19,2.45392,101.0625,2.47783,0.0128,-0.01177,25801.26,0.8205,2.45136,N/A,2.47783,N/A,21202.26
16-Apr-19,2.49636,100.79688,2.48157,0.0164,-0.0091,25801.26,0.8205,2.49565,N/A,2.48157,25812.25,21202.26
17-Apr-19,2.49228,100.8125,2.48599,0.00638,-0.01756,25812.25,0.8205,2.49,N/A,2.48599,N/A,21202.26
18-Apr-19,2.45603,101.04688,2.48007,0.00999,-0.01243,25801.26,0.8205,2.45347,N/A,2.48007,25812.25,21202.26
22-Apr-19,2.48102,100.89062,2.48993,0.02041,-0.00235,25801.26,0.8205,2.48087,N/A,2.48993,25812.25,21202.26
23-Apr-19,2.45591,101.04688,2.48709,0.02281,0.00113,25801.26,0.8205,2.45557,N/A,2.48709,25812.25,21202.26
24-Apr-19,2.40583,101.35938,2.48111,0.00198,-0.01798,25801.26,0.8205,2.40091,N/A,2.48111,25812.25,21202.26
25-Apr-19,2.42324,101.25,2.47809,0.00799,-0.01209,25801.26,0.8205,2.41981,N/A,2.47809,25812.25,21202.26
26-Apr-19,2.38802,101.46875,2.47964,-0.00402,-0.02217,25801.26,0.8205,2.38204,N/A,2.47964,25812.25,21202.26
29-Apr-19,2.41793,101.28125,2.4851,0.00078,-0.01779,25801.26,0.8205,2.41351,N/A,2.4851,25812.25,21202.26
30-Apr-19,2.38784,101.46875,2.48233,-0.00402,-0.02151,25801.26,0.8205,2.38204,N/A,2.48233,25812.25,21202.26
01-May-19,2.39775,101.40625,2.48758,0.0104,-0.007,25801.26,0.8205,2.39462,N/A,2.48758,25812.25,21202.26
02-May-19,2.45031,101.07812,2.46446,0.0156,-0.00271,25801.26,0.8205,2.44925,N/A,2.46446,25812.25,21202.26
03-May-19,2.42523,101.21875,2.46537,0.0152,-0.00073,25812.25,0.8205,2.4239,N/A,2.46537,N/A,21202.26
06-May-19,2.38981,101.45312,2.46577,0.01881,0.00324,25801.26,0.8205,2.38833,N/A,2.46577,25812.25,21202.26
07-May-19,2.33891,101.75,2.46919,-0.00482,-0.01826,25812.25,0.8205,2.33269,N/A,2.46919,N/A,21202.26
08-May-19,2.3746,101.54688,2.42083,0.01,-0.00461,25801.26,0.8205,2.37156,N/A,2.42083,25812.25,21202.26
09-May-19,2.34448,101.73438,2.43231,0.00519,-0.00847,25801.26,0.8205,2.34018,N/A,2.43231,25812.25,21202.26
10-May-19,2.34166,101.75,2.44719,0.02082,0.00811,25801.26,0.8205,2.34018,N/A,2.44719,25812.25,21202.26
13-May-19,2.2841,102.10938,2.44097,0.02123,0.00991,25801.26,0.8205,2.28179,N/A,2.44097,25812.25,21202.26
14-May-19,2.29895,102.01562,2.43967,0.0044,-0.00692,25801.26,0.8205,2.29428,N/A,2.43967,25812.25,21202.26
15-May-19,2.25214,102.28125,2.44686,-0.01202,-0.02163,25812.25,0.8205,2.24415,N/A,2.44686,N/A,25801.26
16-May-19,2.28228,102.09375,2.44643,0.0056,-0.0043,25812.25,0.8205,2.27781,N/A,2.44643,N/A,25801.26
17-May-19,2.27585,102.15625,2.44498,0.01682,0.00725,25801.26,0.8205,2.27346,N/A,2.44498,25812.25,21202.26
20-May-19,2.30322,101.98438,2.43713,0.01161,0.00186,25801.26,0.8205,2.30053,N/A,2.43713,25812.25,N/A
21-May-19,2.32315,101.85938,2.4306,0.00199,-0.00779,25801.26,0.8205,2.3193,N/A,2.4306,25812.25,N/A
22-May-19,2.28296,102.10938,2.4154,0.00841,-0.00049,25801.26,0.8205,2.2797,N/A,2.4154,25812.25,N/A
23-May-19,2.18059,102.75,2.42491,0.02084,0.01373,25801.26,0.8205,2.17808,N/A,2.42491,25812.25,N/A
24-May-19,2.22229,102.48438,N/A,0.01162,0.00483,25801.26,0.8205,2.21948,N/A,N/A,25812.25,N/A
28-May-19,2.15737,102.89062,N/A,0.00762,0.00189,25801.26,0.8205,2.1533,N/A,N/A,25812.25,N/A
29-May-19,2.12987,103.0625,N/A,-0.01281,-0.01799,25801.26,0.8205,2.12239,N/A,N/A,25812.25,N/A
30-May-19,2.11383,103.125,N/A,-0.00159,-0.00604,25812.25,0.8205,2.10815,N/A,N/A,N/A,25801.26
31-May-19,2.01804,103.71875,N/A,0.02806,0.02514,25812.25,0.8205,2.01679,N/A,N/A,N/A,25801.26
03-Jun-19,1.95051,104.14062,N/A,0.02687,0.02477,25812.25,0.8205,1.94864,N/A,N/A,N/A,N/A
04-Jun-19,1.99011,103.89062,N/A,0.02045,0.01327,25812.25,0.8205,1.98784,N/A,N/A,N/A,N/A
05-Jun-19,1.98239,103.9375,N/A,0.02887,0.02666,25812.25,0.8205,1.98164,N/A,N/A,N/A,N/A
06-Jun-19,1.98714,103.90625,N/A,0.02326,0.02112,25812.25,0.8205,1.98577,N/A,N/A,N/A,N/A
07-Jun-19,1.95146,104.125,N/A,0.01124,0.0097,25812.25,0.8205,1.94864,N/A,N/A,N/A,N/A
10-Jun-19,2.01586,103.76562,N/A,0.02366,0.02153,25801.26,0.8205,2.01571,N/A,N/A,25812.25,N/A
11-Jun-19,2.00845,103.76562,N/A,0.02366,0.02191,25812.25,0.8205,2.00851,N/A,N/A,N/A,N/A
12-Jun-19,1.98318,103.92188,N/A,0.01324,0.01177,25812.25,0.8205,1.98164,N/A,N/A,N/A,N/A
13-Jun-19,1.93796,104.20312,N/A,-0.00038,-0.00147,25812.25,0.8205,1.93423,N/A,N/A,N/A,N/A
14-Jun-19,1.94467,104.15625,N/A,0.00403,0.00315,25812.25,0.8205,1.94246,N/A,N/A,N/A,N/A
17-Jun-19,1.94191,104.17188,N/A,-0.00598,-0.00677,25812.25,0.8205,1.93834,N/A,N/A,N/A,N/A
18-Jun-19,1.91667,104.32812,N/A,0.00924,0.00864,25812.25,0.8205,1.91571,N/A,N/A,N/A,N/A
19-Jun-19,1.88232,103.15625,2.35778,-0.05184,-0.00767,23804.26,0.8072,1.86025,N/A,2.35778,N/A,N/A
20-Jun-19,1.8558,103.32812,2.305,-0.04392,0.00056,23804.26,0.8072,1.83444,N/A,2.305,N/A,N/A
21-Jun-19,1.92244,102.89062,2.34535,-0.03999,0.00067,23804.26,0.8072,1.90404,N/A,2.34535,N/A,21805.26
24-Jun-19,1.86942,103.23438,2.33904,-0.03678,0.00498,23804.26,0.8072,1.85032,N/A,2.33904,N/A,N/A
25-Jun-19,1.85005,103.35938,2.35619,-0.06313,-0.02135,23804.26,0.8072,1.82651,N/A,2.35619,N/A,N/A
26-Jun-19,1.91712,102.92188,2.38936,-0.0718,-0.03263,23804.26,0.8072,1.89407,N/A,2.38936,N/A,N/A
27-Jun-19,1.87126,103.21875,2.3637,-0.0524,-0.01242,23804.26,0.8072,1.85032,N/A,2.3637,N/A,21805.26
28-Jun-19,1.86349,103.26562,2.3569,-0.03075,0.00773,23804.26,0.8072,1.84635,N/A,2.3569,N/A,21805.26
01-Jul-19,1.89699,103.04688,2.3445,-0.02247,0.01449,23804.26,0.8072,1.88213,N/A,2.3445,N/A,21805.26
02-Jul-19,1.84389,103.39062,2.3251,-0.04449,-0.00663,23804.26,0.8072,1.82453,N/A,2.3251,N/A,21805.26
03-Jul-19,1.82909,103.48438,2.35073,-0.03902,-0.00195,23804.26,0.8072,1.81066,N/A,2.35073,N/A,21805.26
05-Jul-19,1.92493,102.85938,2.37767,-0.0334,-0.00053,23804.26,0.8072,1.91002,N/A,2.37767,N/A,N/A
08-Jul-19,1.92476,102.85938,2.38519,-0.05862,-0.02631,23804.26,0.8072,1.90603,N/A,2.38519,N/A,N/A
09-Jul-19,1.9464,102.71875,2.38799,-0.03529,-0.00405,23804.26,0.8072,1.93197,N/A,2.38799,N/A,N/A
10-Jul-19,1.92685,102.84375,2.36026,-0.0238,0.00076,23804.26,0.8072,1.91401,N/A,2.36026,N/A,N/A
11-Jul-19,1.98253,102.48438,2.36394,-0.01741,0.00431,23804.26,0.8072,1.97196,N/A,2.36394,N/A,N/A
12-Jul-19,1.96749,102.57812,2.35624,-0.02456,-0.00369,23804.26,0.8072,1.95595,N/A,2.35624,N/A,N/A
15-Jul-19,1.95761,102.64062,2.34672,-0.01251,0.00817,23804.26,0.8072,1.94795,N/A,2.34672,N/A,N/A
16-Jul-19,1.98912,102.4375,2.35115,-0.01384,0.00579,23804.26,0.8072,1.97998,N/A,2.35115,N/A,N/A
17-Jul-19,1.93298,102.79688,2.34236,-0.00761,0.01275,23804.26,0.8072,1.92398,N/A,2.34236,N/A,N/A
18-Jul-19,1.8964,103.03125,2.28404,-0.00026,0.02041,23804.26,0.8072,1.8881,N/A,2.28404,N/A,N/A
19-Jul-19,1.91287,102.92188,2.34392,-0.02135,-0.00229,23804.26,0.8072,1.90204,N/A,2.34392,N/A,N/A
22-Jul-19,1.9054,102.96875,2.33804,-0.02492,-0.00615,23804.26,0.8072,1.89407,N/A,2.33804,N/A,N/A
23-Jul-19,1.93199,102.79688,2.33007,-0.00761,0.01026,23804.26,0.8072,1.92398,N/A,2.33007,N/A,N/A
24-Jul-19,1.91478,102.90625,2.32176,-0.02436,-0.00662,23804.26,0.8072,1.90404,N/A,2.32176,N/A,N/A
25-Jul-19,1.94385,102.71875,2.33463,-0.02268,-0.00585,23804.26,0.8072,1.93397,N/A,2.33463,N/A,N/A
26-Jul-19,1.9507,102.67188,2.32462,-0.0191,-0.00363,23804.26,0.8072,1.94196,N/A,2.32462,N/A,N/A
29-Jul-19,1.92125,102.85938,2.22672,-0.02079,-0.0053,23804.26,0.8072,1.91201,N/A,2.22672,N/A,N/A
30-Jul-19,1.93084,102.79688,2.25038,0.005,0.01992,23804.26,0.8072,1.92598,N/A,2.25038,N/A,N/A
31-Jul-19,1.92091,102.85938,2.2126,0.00444,0.01907,23804.26,0.8072,1.916,N/A,2.2126,N/A,N/A
01-Aug-19,1.76049,103.89062,2.25713,0.01408,0.03048,23804.26,0.8072,1.75531,N/A,2.25713,N/A,N/A
02-Aug-19,1.74289,104,2.24877,-0.01529,-0.00017,23804.26,0.8072,1.73363,N/A,2.24877,N/A,N/A
05-Aug-19,1.62,104.79688,2.23259,-0.013,0.0031,23804.26,0.8072,1.61006,N/A,2.23259,N/A,N/A
06-Aug-19,1.62931,104.73438,2.24299,-0.01244,0.00298,23804.26,0.8072,1.61983,N/A,2.24299,N/A,N/A
07-Aug-19,1.58115,105.04688,2.31363,-0.01525,0.00015,23804.26,0.8072,1.57105,N/A,2.31363,N/A,N/A
08-Aug-19,1.60957,104.85938,2.20801,-0.01356,0.00094,23804.26,0.8072,1.6003,N/A,2.20801,N/A,N/A
09-Aug-19,1.63753,104.67188,2.20849,-0.01188,0.00064,23804.26,0.8072,1.6296,N/A,2.20849,N/A,N/A
12-Aug-19,1.55097,105.23438,2.19927,-0.00432,0.00842,23804.26,0.8072,1.54381,N/A,2.19927,N/A,N/A
13-Aug-19,1.61535,104.8125,2.19715,0.01524,0.02682,23804.26,0.8072,1.61201,N/A,2.19715,N/A,N/A
14-Aug-19,1.53123,105.35938,2.22398,0.00716,0.01887,23804.26,0.8072,1.52632,N/A,2.22398,21403.26,N/A
15-Aug-19,1.4737,105.73438,2.31254,0.02901,0.04056,23804.26,0.8072,1.47206,N/A,2.31254,21403.26,N/A
16-Aug-19,1.48222,105.67188,2.20239,-0.00826,0.00132,23804.26,0.8072,1.47593,N/A,2.20239,21403.26,N/A
19-Aug-19,1.53923,105.29688,2.21508,0.00773,0.01632,23804.26,0.8072,1.53603,N/A,2.21508,N/A,N/A
20-Aug-19,1.50065,105.54688,2.20633,0.01809,0.02629,23804.26,0.8072,1.49916,N/A,2.20633,21403.26,N/A
21-Aug-19,1.52663,105.375,2.13341,0.01018,0.01762,23804.26,0.8072,1.52438,N/A,2.13341,21403.26,N/A
22-Aug-19,1.55509,105.1875,2.12293,0.01186,0.01855,23804.26,0.8072,1.55353,N/A,2.12293,N/A,N/A
23-Aug-19,1.47032,105.73438,N/A,0.02901,0.03418,23804.26,0.8072,1.47206,N/A,N/A,N/A,N/A
26-Aug-19,1.48911,105.60938,N/A,0.04275,0.04722,23804.26,0.8072,1.49335,N/A,N/A,N/A,N/A
27-Aug-19,1.44576,105.89062,N/A,0.03391,0.03786,23804.26,0.8072,1.44886,N/A,N/A,N/A,N/A
28-Aug-19,1.42156,106.04688,N/A,0.01359,0.01693,23804.26,0.8072,1.42185,N/A,N/A,N/A,N/A
29-Aug-19,1.47136,105.71875,N/A,0.01339,0.01597,23804.26,0.8072,1.47206,N/A,N/A,N/A,N/A
30-Aug-19,1.45563,105.8125,N/A,0.03146,0.03212,23804.26,0.8072,1.46011,N/A,N/A,N/A,N/A
03-Sep-19,1.40748,106.125,N/A,0.01604,0.01671,23804.26,0.8072,1.40956,N/A,N/A,N/A,N/A
04-Sep-19,1.38564,106.26562,N/A,0.03054,0.03122,23804.26,0.8072,1.38993,N/A,N/A,N/A,N/A
05-Sep-19,1.50501,105.48438,N/A,0.01865,0.02055,23804.26,0.8072,1.5069,N/A,N/A,N/A,N/A
06-Sep-19,1.49681,105.53125,N/A,0.00246,0.0031,23804.26,0.8072,1.49686,N/A,N/A,N/A,N/A
09-Sep-19,1.55437,105.15625,N/A,0.01845,0.01906,23804.26,0.8072,1.55692,N/A,N/A,N/A,N/A
10-Sep-19,1.63894,104.60938,N/A,0.02652,0.0271,23804.26,0.8072,1.64279,N/A,N/A,N/A,N/A
11-Sep-19,1.67032,104.40625,N/A,-0.00003,0.00054,23804.26,0.8072,1.67005,N/A,N/A,N/A,N/A
12-Sep-19,1.72382,104.0625,N/A,0.02199,0.02361,23804.26,0.8072,1.72654,N/A,N/A,N/A,N/A
13-Sep-19,1.82887,103.39062,N/A,0.00596,0.00646,23804.26,0.8072,1.82961,N/A,N/A,N/A,N/A
16-Sep-19,1.77197,103.75,N/A,-0.00042,0.0001,23804.26,0.8072,1.77167,N/A,N/A,N/A,N/A
17-Sep-19,1.74715,103.90625,N/A,0.00447,0.00501,23804.26,0.8072,1.74762,N/A,N/A,N/A,N/A
18-Sep-19,1.72972,104.01562,N/A,0.03818,0.03872,23804.26,0.8072,1.73548,N/A,N/A,N/A,N/A
19-Sep-19,1.71492,101.03125,2.02237,-0.14259,-0.08166,17807.26,0.7807,1.68786,N/A,2.02237,17806.26,N/A
20-Sep-19,1.69545,101.15625,2.01214,-0.09078,-0.0317,17807.26,0.7807,1.67628,N/A,2.01214,17806.26,N/A
23-Sep-19,1.64487,101.48438,2.01815,-0.06762,-0.01568,17807.26,0.7807,1.62813,N/A,2.01815,17806.26,N/A
24-Sep-19,1.57291,101.95312,2.03971,-0.099,-0.03993,17807.26,0.7807,1.54952,N/A,2.03971,17806.26,N/A
25-Sep-19,1.66393,101.35938,2.04626,-0.09503,-0.03912,17807.26,0.7807,1.64352,N/A,2.04626,17806.26,N/A
26-Sep-19,1.62539,101.60938,2.02915,-0.1012,-0.04381,17807.26,0.7807,1.60316,N/A,2.02915,17806.26,N/A
27-Sep-19,1.6083,101.71875,2.01115,-0.07721,-0.02681,17807.26,0.7807,1.58973,N/A,2.01115,17806.26,N/A
30-Sep-19,1.6154,101.67188,2.01923,-0.06309,-0.01892,17807.26,0.7807,1.59932,N/A,2.01923,17806.26,N/A
01-Oct-19,1.57098,101.9375,2.0016,-0.06583,-0.0608,17806.26,0.7807,1.5534,N/A,2.0016,N/A,17807.26
02-Oct-19,1.51519,102.29688,1.98549,-0.08461,-0.07855,17806.26,0.7807,1.49351,N/A,1.98549,N/A,17807.26
03-Oct-19,1.443,102.79688,1.97088,-0.06035,-0.0449,17807.26,0.7807,1.42388,N/A,1.97088,17806.26,N/A
04-Oct-19,1.41579,102.9375,1.9765,-0.04171,-0.03418,17806.26,0.7807,1.39933,N/A,1.9765,N/A,17807.26
07-Oct-19,1.46377,102.625,1.95798,-0.04925,-0.04271,17806.26,0.7807,1.44731,N/A,1.95798,N/A,17807.26
08-Oct-19,1.44192,102.76562,1.96317,-0.055,-0.04819,17806.26,0.7807,1.42426,N/A,1.96317,N/A,17807.26
09-Oct-19,1.49245,102.4375,1.95057,-0.05377,-0.04795,17806.26,0.7807,1.47616,N/A,1.95057,N/A,17807.26
10-Oct-19,1.56021,102,1.94721,-0.03993,-0.03535,17806.26,0.7807,1.5476,N/A,1.94721,N/A,17807.26
11-Oct-19,1.65991,101.35938,1.94355,-0.03404,-0.03131,17806.26,0.7807,1.65054,N/A,1.94355,N/A,17807.26
15-Oct-19,1.6721,101.28125,1.92641,-0.02677,-0.02428,17806.26,0.7807,1.66419,N/A,1.92641,N/A,17807.26
16-Oct-19,1.64503,101.45312,1.8996,-0.02568,-0.02283,17806.26,0.7807,1.6369,N/A,1.8996,N/A,17806.26
17-Oct-19,1.65476,101.39062,1.89459,-0.02718,-0.02453,17806.26,0.7807,1.64664,N/A,1.89459,N/A,17807.26
18-Oct-19,1.63977,101.48438,1.8938,-0.03102,-0.02831,17806.26,0.7807,1.63106,N/A,1.8938,N/A,17807.26
21-Oct-19,1.68641,101.1875,1.88079,-0.01074,-0.00869,17806.26,0.7807,1.68175,N/A,1.88079,N/A,17807.26
22-Oct-19,1.66664,101.3125,1.88134,-0.03212,-0.02986,17806.26,0.7807,1.65833,N/A,1.88134,N/A,17807.26
23-Oct-19,1.65918,101.35938,1.85591,-0.02184,-0.01954,17806.26,0.7807,1.65248,N/A,1.85591,N/A,17807.26
24-Oct-19,1.66647,101.32812,1.87433,-0.04089,-0.03363,17807.26,0.7807,1.657,N/A,1.87433,17806.26,N/A
25-Oct-19,1.70327,101.07812,1.86595,-0.04692,-0.04532,17806.26,0.7807,1.69348,N/A,1.86595,N/A,17807.26
28-Oct-19,1.74926,100.79688,1.86286,-0.03541,-0.02982,17807.26,0.7807,1.74202,N/A,1.86286,17806.26,N/A
29-Oct-19,1.7345,100.89062,1.79135,-0.02705,-0.0462,17807.26,0.7807,1.72686,N/A,1.79135,17806.26,N/A
30-Oct-19,1.70507,101.07812,1.69901,-0.01033,-0.02862,17807.26,0.7807,1.69948,N/A,1.69901,17806.26,N/A
31-Oct-19,1.60263,101.73438,1.88054,0.01161,-0.00451,17807.26,0.7807,1.59821,N/A,1.88054,17806.26,N/A
01-Nov-19,1.6364,101.51562,1.71516,0.01243,-0.00343,17807.26,0.7807,1.63319,N/A,1.71516,17806.26,N/A
04-Nov-19,1.69006,101.17188,1.778,0.01023,-0.00624,17807.26,0.7807,1.68776,N/A,1.778,17806.26,N/A
05-Nov-19,1.76856,100.67188,1.77194,0.02257,0.0051,17807.26,0.7807,1.77,N/A,1.77194,17806.26,N/A
06-Nov-19,1.71934,100.98438,1.89706,0.01791,0.00157,17807.26,0.7807,1.71903,N/A,1.89706,17806.26,N/A
07-Nov-19,1.83269,100.26562,1.74354,0.03106,0.01324,17807.26,0.7807,1.83692,N/A,1.74354,17806.26,N/A
08-Nov-19,1.83758,100.23438,1.73176,-0.00019,-0.01669,17807.26,0.7807,1.83692,N/A,1.73176,17806.26,N/A
12-Nov-19,1.81774,100.35938,1.7811,0.01503,-0.00084,17807.26,0.7807,1.81917,N/A,1.7811,17806.26,N/A
13-Nov-19,1.77318,100.64062,1.78326,0.01571,0.00081,17807.26,0.7807,1.77393,N/A,1.78326,17806.26,N/A
14-Nov-19,1.71887,100.98438,1.80407,0.00571,-0.00812,17807.26,0.7807,1.71707,N/A,1.80407,17806.26,N/A
15-Nov-19,1.7409,100.84375,1.73382,0.02366,0.01048,17807.26,0.7807,1.74253,N/A,1.73382,17806.26,N/A
18-Nov-19,1.71864,100.98438,1.72712,0.01791,0.00532,17807.26,0.7807,1.71903,N/A,1.72712,17806.26,N/A
19-Nov-19,1.70379,101.07812,1.72873,0.02627,0.01417,17807.26,0.7807,1.70534,N/A,1.72873,17806.26,N/A
20-Nov-19,1.66186,101.32812,1.71257,-0.0043,-0.01637,17806.26,0.7807,1.65792,N/A,1.71257,N/A,17807.26
21-Nov-19,1.70119,101.09375,1.68879,0.0053,-0.00891,17807.26,0.7807,1.69948,N/A,1.68879,17806.26,N/A
22-Nov-19,1.70593,101.0625,N/A,-0.00155,-0.0147,17807.26,0.7807,1.70338,N/A,N/A,17806.26,N/A
25-Nov-19,1.69599,101.125,N/A,0.01215,0.00195,17807.26,0.7807,1.69557,N/A,N/A,17806.26,N/A
26-Nov-19,1.67372,101.26562,N/A,0.01859,0.00892,17807.26,0.7807,1.6741,N/A,N/A,17806.26,N/A
27-Nov-19,1.7131,101.01562,N/A,0.01256,0.0031,17807.26,0.7807,1.71316,N/A,N/A,17806.26,N/A
29-Nov-19,1.72035,100.96875,N/A,0.02668,0.01806,17807.26,0.7807,1.72295,N/A,N/A,17806.26,N/A
02-Dec-19,1.76748,100.67188,N/A,0.04696,0.03825,17807.26,0.7807,1.77393,N/A,N/A,17806.26,N/A
03-Dec-19,1.63368,101.51562,N/A,0.04902,0.0417,17807.26,0.7807,1.63902,N/A,N/A,17806.26,N/A
04-Dec-19,1.7053,101.0625,N/A,0.03504,0.02745,17807.26,0.7807,1.70925,N/A,N/A,17806.26,N/A
05-Dec-19,1.71516,101,N/A,0.04573,0.03836,17807.26,0.7807,1.72099,N/A,N/A,17806.26,N/A
06-Dec-19,1.76724,100.67188,N/A,0.03477,0.02795,17807.26,0.7807,1.77196,N/A,N/A,17806.26,N/A
09-Dec-19,1.75723,100.73438,N/A,0.02407,0.01764,17807.26,0.7807,1.76018,N/A,N/A,17806.26,N/A
10-Dec-19,1.76467,100.6875,N/A,0.02599,0.01982,17807.26,0.7807,1.76803,N/A,N/A,17806.26,N/A
11-Dec-19,1.72226,100.95312,N/A,0.01106,0.00544,17807.26,0.7807,1.72295,N/A,N/A,17806.26,N/A
12-Dec-19,1.82714,100.29688,N/A,0.02572,0.01984,17807.26,0.7807,1.831,N/A,N/A,17806.26,N/A
13-Dec-19,1.74448,100.8125,N/A,0.02901,0.02449,17807.26,0.7807,1.74841,N/A,N/A,17806.26,N/A
16-Dec-19,1.81703,100.35938,N/A,0.01503,0.01051,17807.26,0.7807,1.81917,N/A,N/A,17806.26,N/A
17-Dec-19,1.80948,100.40625,N/A,0.02531,0.02115,17807.26,0.7807,1.81326,N/A,N/A,17806.26,N/A
18-Dec-19,1.84464,100.1875,N/A,0.00173,-0.00223,17807.26,0.7807,1.84481,N/A,N/A,N/A,N/A
19-Dec-19,1.83533,101.0625,1.81878,0.04207,-0.03066,20011.26,0.7873,1.83554,N/A,1.81878,N/A,N/A
20-Dec-19,1.84237,101.01562,1.81385,0.0444,-0.02633,20011.26,0.7873,1.84342,N/A,1.81385,N/A,N/A
23-Dec-19,1.8616,100.89062,1.82224,0.04242,-0.02815,20011.26,0.7873,1.86314,N/A,1.82224,N/A,N/A
24-Dec-19,1.83254,101.07812,1.83999,0.05769,-0.01054,20011.26,0.7873,1.83554,N/A,1.83999,N/A,N/A
26-Dec-19,1.82765,101.10938,1.84066,0.03974,-0.02762,20011.26,0.7873,1.82767,N/A,1.84066,N/A,N/A
27-Dec-19,1.7913,101.34375,1.79584,0.05268,-0.01145,20011.26,0.7873,1.79228,N/A,1.79584,N/A,N/A
30-Dec-19,1.80327,101.26562,1.77522,0.07297,0.00922,20011.26,0.7873,1.808,N/A,1.77522,N/A,N/A
31-Dec-19,1.81759,101.17188,1.75858,0.06533,0.00263,20011.26,0.7873,1.82176,N/A,1.75858,N/A,N/A
02-Jan-20,1.79339,101.32812,1.74346,0.06166,0.00034,20011.26,0.7873,1.79621,N/A,1.74346,N/A,N/A
03-Jan-20,1.70173,101.92188,1.74074,0.05264,-0.00415,20011.26,0.7873,1.70028,N/A,1.74074,N/A,N/A
06-Jan-20,1.71842,101.8125,1.7195,0.05398,-0.00255,20011.26,0.7873,1.71785,N/A,1.7195,N/A,N/A
07-Jan-20,1.73033,101.73438,1.74627,0.04966,-0.00648,20011.26,0.7873,1.72958,N/A,1.74627,N/A,N/A
08-Jan-20,1.77601,101.4375,1.71168,0.06032,0.00373,20011.26,0.7873,1.77854,N/A,1.71168,N/A,N/A
09-Jan-20,1.76145,101.53125,1.71351,0.05566,0.00014,20011.26,0.7873,1.76285,N/A,1.71351,N/A,N/A
10-Jan-20,1.73946,101.67188,1.70981,0.04867,-0.00422,20011.26,0.7873,1.73936,N/A,1.70981,N/A,N/A
13-Jan-20,1.75867,101.54688,1.71409,0.04668,-0.00596,20011.26,0.7873,1.75893,N/A,1.71409,N/A,N/A
14-Jan-20,1.73203,101.71875,1.71421,0.04634,-0.00499,20011.26,0.7873,1.73153,N/A,1.71421,N/A,N/A
15-Jan-20,1.70541,101.89062,1.71928,0.05829,0.00827,20011.26,0.7873,1.70613,N/A,1.71928,N/A,N/A
16-Jan-20,1.727,101.75,1.70983,0.06528,0.01546,20011.26,0.7873,1.72958,N/A,1.70983,N/A,N/A
17-Jan-20,1.73867,101.67188,1.70301,0.07327,0.02595,20011.26,0.7873,1.74327,N/A,1.70301,N/A,N/A
21-Jan-20,1.67581,102.07812,1.70632,0.06127,0.01597,20011.26,0.7873,1.67688,N/A,1.70632,N/A,N/A
22-Jan-20,1.68051,102.04688,1.71505,0.05462,0.00989,20011.26,0.7873,1.68078,N/A,1.71505,N/A,N/A
23-Jan-20,1.65389,102.21875,1.7234,0.04197,-0.00153,20011.26,0.7873,1.65158,N/A,1.7234,N/A,N/A
24-Jan-20,1.5934,102.60938,1.70336,0.03895,-0.00138,20011.26,0.7873,1.58949,N/A,1.70336,N/A,N/A
27-Jan-20,1.51905,103.09375,1.71088,0.04356,0.00532,20011.26,0.7873,1.51417,N/A,1.71088,N/A,N/A
28-Jan-20,1.55234,102.875,1.71774,0.04624,0.00798,20011.26,0.7873,1.54888,N/A,1.71774,N/A,N/A
29-Jan-20,1.50197,103.20312,1.65714,0.05452,0.01784,20011.26,0.7873,1.49877,N/A,1.65714,N/A,N/A
30-Jan-20,1.46364,103.45312,1.65863,0.07079,0.03544,20011.26,0.7873,1.46225,N/A,1.65863,N/A,N/A
31-Jan-20,1.42732,103.6875,1.70413,0.03453,0.00162,20011.26,0.7873,1.42009,N/A,1.70413,N/A,N/A
03-Feb-20,1.43424,103.64062,1.66381,0.04917,0.01672,20011.26,0.7873,1.42966,N/A,1.66381,N/A,N/A
04-Feb-20,1.51519,103.10938,1.66386,0.05919,0.02596,20011.26,0.7873,1.51417,N/A,1.66386,N/A,N/A
05-Feb-20,1.55818,102.82812,1.67132,0.04857,0.01524,20011.26,0.7873,1.55661,N/A,1.67132,N/A,N/A
