"Date","1 Month 10 Years Payer ATMF Implied BP Vol","3 Month 10 Years Payer ATMF Implied BP Vol","6 Month 10 Years Payer ATMF Implied BP Vol","9 Month 10 Years Payer ATMF Implied BP Vol","1 Year 10 Years Payer ATMF Implied BP Vol","18 Month 10 Years Payer ATMF Implied BP Vol","2 Years 10 Years Payer ATMF Implied BP Vol","3 Years 10 Years Payer ATMF Implied BP Vol","4 Years 10 Years Payer ATMF Implied BP Vol","5 Years 10 Years Payer ATMF Implied BP Vol"
20-May-19,3.68676,3.68276,3.78748,3.79549,3.80415,3.83162,3.85829,3.87092,3.89483,3.90672
21-May-19,3.59002,3.62944,3.75565,3.77621,3.79783,3.8325,3.86604,3.87867,3.8987,3.90675
22-May-19,3.56408,3.60705,3.72538,3.75454,3.78524,3.82994,3.87391,3.88656,3.90595,3.91464
23-May-19,3.906,3.83403,3.89574,3.90002,3.9052,3.94495,3.98437,3.98913,4.00855,4.01724
24-May-19,3.80553,3.75952,3.8509,3.87151,3.89416,3.92783,3.9607,3.97333,3.99274,4.00146
28-May-19,3.95209,3.96243,4.05809,4.04096,4.02355,4.02371,4.02386,4.03649,4.0559,4.06458
29-May-19,4.04526,4.00387,4.05102,4.04527,4.03933,4.03949,4.03964,4.05227,4.07168,4.08033
30-May-19,3.96751,3.94869,4.00372,3.9964,3.98883,4.00649,4.02386,4.03649,4.0559,4.06458
31-May-19,4.3878,4.30116,4.28173,4.23778,4.19239,4.18301,4.17377,4.17062,4.17425,4.16715
03-Jun-19,4.46223,4.35452,4.30391,4.26566,4.22553,4.21933,4.21322,4.21007,4.20581,4.19082
04-Jun-19,4.50788,4.33112,4.21106,4.18347,4.15452,4.14832,4.14221,4.13906,4.13874,4.1277
05-Jun-19,4.58887,4.39532,4.26048,4.22337,4.18444,4.17509,4.16588,4.15484,4.15436,4.14379
06-Jun-19,4.35726,4.23478,4.12811,4.09708,4.06451,4.06391,4.06331,4.05227,4.05179,4.04122
07-Jun-19,4.17181,4.05085,3.96927,3.9711,3.97299,3.97081,3.96863,3.96548,3.9729,3.96232
10-Jun-19,3.90544,3.86915,3.86999,3.88252,3.89567,3.89665,3.89763,3.90236,3.90978,3.8992
11-Jun-19,3.87655,3.83614,3.8596,3.87721,3.89567,3.89268,3.88974,3.89447,3.90189,3.89131
12-Jun-19,3.9893,3.92334,3.92208,3.9169,3.91145,3.91243,3.91341,3.91419,3.91964,3.90709
13-Jun-19,4.32624,4.1932,4.13995,4.11931,4.09774,4.08041,4.06331,4.04832,4.04587,4.02544
14-Jun-19,4.4996,4.28137,4.21447,4.20742,4.20031,4.16318,4.12643,4.09566,4.09321,4.07278
17-Jun-19,4.44748,4.24778,4.18625,4.17761,4.16871,4.15135,4.13432,4.08777,4.06947,4.04911
18-Jun-19,4.6025,4.32021,4.22802,4.19594,4.16235,4.14425,4.12643,4.07972,4.06158,4.04122
19-Jun-19,4.31363,4.12196,4.02507,4.01586,4.00598,4.01096,4.01586,3.9772,3.97089,3.96232
20-Jun-19,4.30725,4.12536,4.04063,4.02493,4.00873,4.00618,4.00402,3.98114,3.97486,3.96642
21-Jun-19,4.39902,4.1774,4.05425,4.03928,4.02456,4.01404,4.00403,3.98116,3.97478,3.96567
24-Jun-19,4.40761,4.22773,4.10695,4.07247,4.03585,4.0124,3.98819,3.97326,3.97079,3.96569
25-Jun-19,4.38067,4.282,4.17688,4.14277,4.1063,4.07019,4.03568,4.01279,4.0063,3.99762
26-Jun-19,4.18701,4.15263,4.09503,4.06919,4.04163,4.01859,3.99625,3.97334,3.97079,3.96615
27-Jun-19,4.28837,4.20019,4.11738,4.0739,4.02889,4.01245,3.99625,3.97334,3.97089,3.96619
28-Jun-19,4.27396,4.21039,4.13726,4.08756,4.03677,4.01236,3.98836,3.95759,3.95514,3.95044
01-Jul-19,4.04583,3.97618,3.96289,3.93671,3.91062,3.90207,3.89365,3.87866,3.88016,3.87945
02-Jul-19,4.1948,4.03845,4.00374,3.96582,3.92795,3.91082,3.89363,3.87865,3.87622,3.87157
03-Jul-19,4.19041,4.05811,4.02805,3.97744,3.92797,3.91088,3.89364,3.87864,3.87227,3.86369
05-Jul-19,4.00716,3.92092,3.89756,3.88103,3.86485,3.85555,3.8463,3.8313,3.82496,3.81635
08-Jul-19,3.88456,3.87014,3.87886,3.86854,3.85854,3.84526,3.83213,3.81714,3.81075,3.80215
09-Jul-19,3.86912,3.84806,3.85601,3.84921,3.84281,3.83345,3.82424,3.80531,3.79497,3.78637
10-Jul-19,3.81147,3.82006,3.8381,3.83225,3.82699,3.81775,3.80843,3.78953,3.77524,3.7627
11-Jul-19,3.85663,3.86465,3.88893,3.86927,3.85066,3.8336,3.81632,3.78953,3.77524,3.7627
12-Jul-19,3.87004,3.8833,3.91292,3.89712,3.88222,3.86103,3.83999,3.81317,3.79495,3.77848
15-Jul-19,3.84805,3.91967,3.96558,3.93588,3.90589,3.88062,3.85577,3.82895,3.81073,3.79426
16-Jul-19,3.82729,3.89916,3.95086,3.91481,3.89009,3.88075,3.87155,3.84473,3.82651,3.81003
17-Jul-19,3.88245,3.94938,3.99831,3.95842,3.92954,3.91239,3.89522,3.8684,3.84623,3.8258
18-Jul-19,3.91369,3.98055,4.02742,4.00839,4.00058,3.97953,3.95834,3.92363,3.91329,3.89683
19-Jul-19,3.9019,3.96469,4.02046,4.00483,4.00058,3.97953,3.95834,3.92363,3.9133,3.89684
22-Jul-19,3.78495,3.87808,3.95503,3.96204,3.96904,3.96371,3.95838,3.92366,3.91727,3.90473
23-Jul-19,3.77593,3.87355,3.96275,3.96984,3.97694,3.9716,3.96627,3.93944,3.93305,3.92051
24-Jul-19,3.75182,3.87572,3.97272,3.98272,3.99271,3.98743,3.98205,3.95522,3.94488,3.9284
25-Jul-19,3.72073,3.83767,3.9166,3.93887,3.96116,3.95588,3.95049,3.92366,3.91727,3.90473
26-Jul-19,3.70375,3.74494,3.85024,3.87019,3.89015,3.90252,3.91498,3.90394,3.90938,3.89684
29-Jul-19,3.62563,3.68715,3.79773,3.82764,3.85859,3.86295,3.86752,3.8565,3.86195,3.8495
30-Jul-19,3.60022,3.65316,3.78579,3.80055,3.82679,3.83915,3.85171,3.84068,3.85011,3.84152
31-Jul-19,3.50119,3.60716,3.69532,3.7155,3.74794,3.7836,3.82017,3.82491,3.83039,3.82575
01-Aug-19,4.05881,4.05855,4.0146,3.987,3.96967,3.98152,3.99375,3.9906,3.98027,3.96781
02-Aug-19,4.16053,4.11382,4.06547,4.02095,3.97757,3.98954,4.00165,3.99851,3.98819,3.97571
05-Aug-19,4.7034,4.56825,4.45889,4.35407,4.24593,4.23629,4.22664,4.21953,4.19736,4.17297
06-Aug-19,4.52936,4.38105,4.24443,4.17529,4.10393,4.10611,4.10829,4.11697,4.11452,4.09408
07-Aug-19,4.98745,4.64315,4.43961,4.32413,4.20492,4.20395,4.20297,4.21007,4.20131,4.17298
08-Aug-19,4.96756,4.61454,4.40101,4.29113,4.18125,4.16859,4.15563,4.12328,4.12241,4.10197
09-Aug-19,4.96248,4.6211,4.42301,4.30607,4.18914,4.1646,4.13985,4.11539,4.11452,4.0783
12-Aug-19,5.12789,4.77972,4.53757,4.41271,4.28382,4.25917,4.23453,4.19429,4.17764,4.14142
13-Aug-19,4.95042,4.65723,4.41831,4.32729,4.23333,4.20631,4.1793,4.16273,4.14608,4.10986
14-Aug-19,5.37455,4.89374,4.56363,4.45934,4.35168,4.31313,4.27398,4.23374,4.21314,4.17298
15-Aug-19,5.60125,5.07718,4.731,4.61812,4.50158,4.45931,4.41599,4.35997,4.31255,4.25977
16-Aug-19,5.54917,5.0016,4.7164,4.57743,4.43846,4.41957,4.40021,4.33631,4.29677,4.25188
19-Aug-19,5.37397,4.83407,4.57998,4.43933,4.29645,4.28526,4.2713,4.21791,4.19416,4.16509
20-Aug-19,5.42706,4.85496,4.5891,4.4518,4.30848,4.29708,4.27921,4.22577,4.19811,4.16509
21-Aug-19,5.29266,4.72993,4.51214,4.39733,4.27686,4.26175,4.23972,4.1942,4.16655,4.1335
22-Aug-19,5.19349,4.62821,4.40736,4.30545,4.19775,4.19451,4.18441,4.14685,4.11522,4.07658
23-Aug-19,5.64558,4.94283,4.65423,4.50186,4.34787,4.321,4.28711,4.22971,4.18624,4.13189
26-Aug-19,5.52167,5.00374,4.67622,4.51786,4.3516,4.31313,4.27401,4.2119,4.16641,4.1097
27-Aug-19,5.53355,5.04373,4.72844,4.58689,4.43846,4.39635,4.35291,4.28881,4.24728,4.18876
28-Aug-19,5.65401,5.15614,4.84263,4.68384,4.51736,4.46809,4.41567,4.33614,4.29066,4.22822
29-Aug-19,5.42533,5.04849,4.79073,4.64338,4.49329,4.44442,4.39202,4.31643,4.27509,4.21243
30-Aug-19,5.50067,5.10224,4.84443,4.69393,4.54057,4.48409,4.42358,4.34814,4.30664,4.24399
03-Sep-19,5.37333,5.04779,4.81114,4.66539,4.51736,4.48739,4.45544,4.39548,4.35792,4.29922
04-Sep-19,5.17387,4.85338,4.65144,4.54969,4.44635,4.43548,4.42388,4.37181,4.33425,4.28344
05-Sep-19,5.04762,4.75239,4.55193,4.4565,4.35956,4.3544,4.34893,4.30869,4.27113,4.22427
06-Sep-19,5.02708,4.76463,4.56604,4.47464,4.38323,4.36256,4.34104,4.29291,4.24747,4.2006
09-Sep-19,4.88158,4.70839,4.54757,4.44173,4.3359,4.30183,4.26609,4.2219,4.1804,4.1217
10-Sep-19,4.87839,4.73297,4.59599,4.48567,4.37535,4.32588,4.27398,4.22979,4.1804,4.1217
11-Sep-19,4.88769,4.71002,4.55698,4.44644,4.3359,4.29028,4.24242,4.19823,4.14884,4.09014
12-Sep-19,4.88095,4.7085,4.4416,4.34141,4.24122,4.18768,4.13196,4.08777,4.05022,4.00335
13-Sep-19,5.40836,4.97263,4.61199,4.46893,4.32801,4.24678,4.16352,4.09566,4.04627,3.99152
16-Sep-19,5.42514,5.02977,4.66137,4.50659,4.3517,4.26372,4.17141,4.10355,4.05416,3.99941
17-Sep-19,5.44244,5.02815,4.65586,4.50777,4.35956,4.2716,4.1793,4.11144,4.06205,4.0073
18-Sep-19,5.16122,4.82197,4.5012,4.38304,4.26489,4.20772,4.14774,4.08777,4.04627,3.99941
19-Sep-19,5.03588,4.74185,4.50346,4.3762,4.24906,4.1994,4.14774,4.09566,4.06205,4.02307
20-Sep-19,5.14088,4.81104,4.55954,4.43502,4.31219,4.25829,4.20297,4.16273,4.13306,4.09412
23-Sep-19,5.16587,4.85103,4.57656,4.46361,4.35141,4.30969,4.266,4.22576,4.19216,4.14919
24-Sep-19,5.28411,4.90521,4.63415,4.5256,4.41787,4.37055,4.32126,4.28101,4.24739,4.2044
25-Sep-19,5.18239,4.82192,4.59427,4.49038,4.38634,4.33919,4.28972,4.24945,4.21583,4.17291
26-Sep-19,5.19996,4.85448,4.61313,4.50449,4.39586,4.35161,4.3055,4.25734,4.22373,4.18087
27-Sep-19,5.19344,4.86681,4.61185,4.50693,4.40375,4.37083,4.33706,4.28891,4.25531,4.2124
30-Sep-19,5.08302,4.84965,4.57912,4.4828,4.38789,4.35165,4.31339,4.26527,4.23166,4.18875
01-Oct-19,5.52051,5.00735,4.68087,4.56305,4.44312,4.39483,4.34495,4.29683,4.26322,4.22028
02-Oct-19,5.61424,5.04515,4.68371,4.58632,4.48733,4.44379,4.40018,4.34417,4.31056,4.26764
03-Oct-19,5.52047,4.9561,4.62998,4.55656,4.47938,4.42822,4.37651,4.32839,4.29478,4.25187
04-Oct-19,5.26777,4.81691,4.58117,4.51561,4.44782,4.40452,4.36073,4.31261,4.27505,4.2282
07-Oct-19,5.10995,4.79191,4.57433,4.50877,4.44,4.39747,4.35285,4.31262,4.28295,4.24398
08-Oct-19,5.09837,4.80162,4.58129,4.51619,4.44793,4.40616,4.36863,4.32839,4.29873,4.25976
09-Oct-19,4.9672,4.75624,4.56663,4.50101,4.4321,4.3903,4.35281,4.31261,4.2869,4.25187
10-Oct-19,5.13265,4.79461,4.58487,4.50779,4.4242,4.3705,4.32125,4.27316,4.23166,4.18873
11-Oct-19,5.29789,4.89558,4.67569,4.56073,4.43998,4.3823,4.32913,4.28105,4.21983,4.16111
15-Oct-19,5.12433,4.83205,4.6414,4.52589,4.40838,4.35387,4.29757,4.24946,4.19613,4.13744
16-Oct-19,5.10355,4.82302,4.63918,4.52769,4.40838,4.34998,4.28968,4.24156,4.19218,4.13743
17-Oct-19,5.08521,4.80324,4.63197,4.52016,4.40049,4.34185,4.28179,4.23367,4.18429,4.12954
18-Oct-19,5.14336,4.79923,4.6033,4.49703,4.38471,4.32998,4.2739,4.22578,4.1764,4.12168
21-Oct-19,5.04023,4.75486,4.53267,4.43193,4.32958,4.28281,4.23453,4.17851,4.13701,4.09014
22-Oct-19,4.94795,4.71156,4.53073,4.42703,4.32169,4.28269,4.24242,4.17851,4.13701,4.09014
23-Oct-19,4.76281,4.5777,4.41474,4.34902,4.28224,4.25488,4.22664,4.16273,4.12123,4.07436
24-Oct-19,4.55669,4.43276,4.35393,4.30271,4.25068,4.22712,4.20297,4.13511,4.08967,4.0428
25-Oct-19,4.4698,4.35378,4.28356,4.25371,4.22386,4.19561,4.16667,4.11144,4.06205,4.01124
28-Oct-19,4.41658,4.33021,4.25964,4.23406,4.20808,4.17994,4.15068,4.09548,4.04611,3.99546
29-Oct-19,4.40325,4.3114,4.24507,4.22458,4.20311,4.17062,4.14441,4.09552,4.05006,4.00335
30-Oct-19,4.21986,4.23444,4.1581,4.15376,4.14313,4.1208,4.10492,4.05608,4.03429,4.01109
31-Oct-19,4.39679,4.34655,4.24672,4.23318,4.21415,4.1959,4.18384,4.13498,4.10531,4.07425
01-Nov-19,4.04986,4.15504,4.11169,4.11462,4.11157,4.1123,4.11282,4.07969,4.05794,4.03482
04-Nov-19,3.97911,4.13387,4.11518,4.12521,4.13533,4.12824,4.12091,4.07988,4.05811,4.03486
05-Nov-19,4.19146,4.24634,4.20157,4.19222,4.18283,4.16797,4.15247,4.10197,4.07783,4.05066
06-Nov-19,4.26665,4.276,4.22988,4.2103,4.19072,4.17591,4.16036,4.11775,4.08967,4.06647
07-Nov-19,4.75228,4.51214,4.37677,4.32635,4.27593,4.23477,4.19192,4.14142,4.08967,4.05069
08-Nov-19,4.63858,4.4262,4.31543,4.27832,4.24122,4.20517,4.16825,4.11775,4.07389,4.03491
12-Nov-19,4.71691,4.39294,4.30064,4.25876,4.21755,4.18553,4.15247,4.10197,4.06205,4.01913
13-Nov-19,4.48843,4.34933,4.28444,4.24278,4.20177,4.16975,4.13669,4.09409,4.06205,4.02702
14-Nov-19,4.35712,4.28601,4.26041,4.23404,4.20808,4.18061,4.15247,4.10986,4.08178,4.05069
15-Nov-19,4.25981,4.17259,4.16029,4.17655,4.1923,4.16853,4.14458,4.09409,4.066,4.03491
18-Nov-19,4.15228,4.138,4.12864,4.15277,4.17652,4.15692,4.13669,4.08619,4.05811,4.02702
19-Nov-19,4.17045,4.15689,4.15962,4.15782,4.17428,4.15774,4.14061,4.10196,4.07389,4.0428
20-Nov-19,4.38086,4.27548,4.23316,4.22615,4.26092,4.23821,4.21477,4.16508,4.13701,4.10592
21-Nov-19,4.23153,4.20896,4.21731,4.21906,4.24445,4.21889,4.19268,4.1493,4.1212,4.09014
22-Nov-19,4.27365,4.23868,4.24832,4.25009,4.27699,4.2507,4.22423,4.18087,4.14884,4.1138
25-Nov-19,4.10407,4.17653,4.23823,4.25997,4.2845,4.27038,4.25583,4.21243,4.17646,4.13748
26-Nov-19,4.08903,4.16706,4.23776,4.25817,4.27754,4.27071,4.26372,4.22032,4.19026,4.1572
27-Nov-19,3.95894,4.11588,4.20852,4.23645,4.25959,4.25381,4.24794,4.21243,4.18632,4.1572
29-Nov-19,3.9189,4.07918,4.17757,4.21273,4.24053,4.24029,4.24005,4.2006,4.17053,4.13748
02-Dec-19,4.01929,4.12658,4.19012,4.2105,4.233,4.21301,4.19271,4.14537,4.11136,4.07436
03-Dec-19,4.35396,4.29609,4.29266,4.29141,4.30454,4.28234,4.25977,4.21638,4.18237,4.14695
04-Dec-19,4.32202,4.27805,4.27721,4.27177,4.28007,4.25435,4.22821,4.18482,4.14686,4.1075
05-Dec-19,4.47897,4.34055,4.30697,4.28916,4.29485,4.26559,4.2361,4.18482,4.13898,4.09172
06-Dec-19,4.56107,4.41755,4.36585,4.34165,4.33979,4.31094,4.28186,4.22269,4.17448,4.12328
09-Dec-19,4.60239,4.43831,4.37016,4.33625,4.32346,4.29696,4.27003,4.20691,4.1587,4.1075
10-Dec-19,4.55651,4.35878,4.29748,4.26258,4.24839,4.23956,4.23058,4.16746,4.11925,4.06805
11-Dec-19,4.4266,4.26355,4.22835,4.19066,4.186,4.18854,4.19113,4.12801,4.08769,4.04438
12-Dec-19,4.46062,4.2824,4.24683,4.21139,4.20789,4.18579,4.16352,4.09251,4.05022,4.00493
13-Dec-19,4.13827,4.0727,4.09949,4.096,4.12413,4.11624,4.10829,4.057,4.02063,3.98126
16-Dec-19,3.90841,4.00078,4.07328,4.07937,4.10227,4.07789,4.05308,4.03333,4.0009,3.96942
17-Dec-19,3.92562,4.022,4.06074,4.0651,4.07732,4.06724,4.057,4.04122,4.01274,3.98126
18-Dec-19,3.97423,4.03482,4.04167,4.0375,4.04748,4.03654,4.02544,4.00966,3.98512,3.95759
19-Dec-19,4.00019,4.08101,4.05076,4.04357,4.05194,4.05049,4.04911,4.01755,3.98907,3.95555
20-Dec-19,3.98884,4.05275,4.0372,4.03485,4.04543,4.04722,4.04911,4.01755,3.99301,3.96359
23-Dec-19,4.03846,4.08894,4.07869,4.07884,4.09101,4.08122,4.07276,4.03061,4.00472,3.97319
24-Dec-19,4.17725,4.11246,4.08622,4.08094,4.08551,4.08296,4.08035,4.04112,4.01261,3.98108
26-Dec-19,4.27061,4.14154,4.10165,4.09055,4.09255,4.07889,4.06454,4.02138,3.98892,3.95347
27-Dec-19,4.14563,4.05743,4.03541,4.03379,4.0362,4.03088,4.02512,3.98592,3.96538,3.9497
30-Dec-19,4.25297,4.10055,4.06478,4.05243,4.05105,4.03428,4.01753,3.97808,3.95355,3.93387
31-Dec-19,4.20207,4.09886,4.06605,4.03634,4.05188,4.03483,4.01753,3.97808,3.96144,3.9339
02-Jan-20,4.12956,4.04034,4.0537,4.05255,4.06668,4.03827,4.00948,3.97019,3.9496,3.91813
03-Jan-20,4.32647,4.2042,4.15405,4.1244,4.12594,4.10242,4.07889,4.03331,4.00878,3.97336
06-Jan-20,4.29127,4.21798,4.16156,4.14002,4.13688,4.12002,4.10274,4.0491,4.02063,3.98125
07-Jan-20,4.26718,4.18809,4.16513,4.1489,4.14812,4.12959,4.11064,4.06488,4.03246,3.98914
08-Jan-20,4.2276,4.16659,4.16166,4.15272,4.16299,4.14687,4.13037,4.08066,4.04035,4.00492
09-Jan-20,4.08075,4.05711,4.09188,4.09824,4.11486,4.09907,4.08303,4.04121,4.02062,3.99703
10-Jan-20,3.78491,3.88106,3.95206,3.97865,4.00724,4.00961,4.01202,3.99782,4.00484,3.99702
13-Jan-20,3.67242,3.80932,3.89141,3.9257,3.96039,3.9664,3.97254,3.96625,3.96932,3.95758
14-Jan-20,3.58789,3.78243,3.87641,3.90983,3.94632,3.95081,3.95534,3.9615,3.96379,3.95127
15-Jan-20,3.63561,3.83264,3.92277,3.95244,3.98723,3.99876,4.01057,4.01673,4.00719,3.98283
16-Jan-20,3.62474,3.80185,3.89,3.91716,3.96552,3.97612,3.9869,3.99306,3.98747,3.96703
17-Jan-20,3.67563,3.82926,3.91197,3.93595,3.98133,3.98806,3.99479,4.00095,3.98746,3.95916
21-Jan-20,3.66747,3.85441,3.93635,3.96102,4.00537,4.01034,4.01534,4.0215,4.01195,3.98757
22-Jan-20,3.64341,3.82819,3.91484,3.94439,3.98786,3.99369,3.99956,4.01361,4.00801,3.98757
23-Jan-20,3.82333,3.9481,3.9813,4.00114,4.0528,4.0538,4.05479,4.06095,4.0514,4.02702
24-Jan-20,4.07244,4.08046,4.06614,4.07274,4.1236,4.1088,4.09424,4.1004,4.0869,4.05463
27-Jan-20,4.42457,4.30606,4.21959,4.18183,4.19241,4.18281,4.17314,4.17141,4.15397,4.11775
28-Jan-20,4.36069,4.23816,4.12932,4.08839,4.10754,4.09785,4.08781,4.07868,4.06197,4.02781
29-Jan-20,4.54505,4.34925,4.19976,4.14584,4.15278,4.14794,4.14306,4.13391,4.11405,4.07673
30-Jan-20,4.74585,4.48219,4.31636,4.2549,4.26471,4.23532,4.20618,4.18125,4.15342,4.1161
31-Jan-20,5.03952,4.62432,4.4046,4.32391,4.31611,4.28074,4.24563,4.22071,4.18892,4.14768
03-Feb-20,4.80026,4.48241,4.32559,4.27236,4.26681,4.23662,4.20626,4.18133,4.15743,4.12403
04-Feb-20,4.54968,4.25742,4.13843,4.13697,4.13804,4.12678,4.11555,4.0985,4.08247,4.05698
05-Feb-20,4.2563,4.11081,4.04795,4.07471,4.0942,4.08911,4.08399,4.06694,4.04697,4.01754
06-Feb-20,4.13819,3.98119,3.98234,4.0464,4.05874,4.05953,4.06032,4.03538,4.02331,3.99388
07-Feb-20,4.49183,4.27352,4.18039,4.17425,4.16187,4.14647,4.13133,4.0985,4.08249,4.04911
10-Feb-20,4.56815,4.3668,4.22987,4.21211,4.19005,4.16866,4.1471,4.11428,4.10221,4.07278
11-Feb-20,4.37249,4.24059,4.15961,4.16379,4.1476,4.12378,4.09977,4.06694,4.05487,4.03136
12-Feb-20,4.22933,4.14348,4.0887,4.10497,4.09937,4.08778,4.0761,4.04327,4.02923,4.00374
13-Feb-20,4.27645,4.15802,4.08777,4.10543,4.1094,4.10064,4.09188,4.05905,4.03909,4.01163
14-Feb-20,4.32674,4.19803,4.11533,4.12781,4.13584,4.12164,4.10766,4.07483,4.05093,4.01952
18-Feb-20,4.35573,4.24021,4.16138,4.16797,4.17282,4.14813,4.12338,4.09056,4.07065,4.04319
19-Feb-20,4.39784,4.21364,4.13386,4.14125,4.1466,4.1279,4.11544,4.08267,4.05487,4.01952
20-Feb-20,4.57894,4.34149,4.20798,4.20349,4.19929,4.17794,4.16279,4.11818,4.09038,4.05499
21-Feb-20,4.91726,4.55551,4.35492,4.32456,4.29753,4.2684,4.24564,4.19314,4.16332,4.12599
24-Feb-20,5.48701,4.90692,4.55703,4.46602,4.40613,4.3731,4.34038,4.27992,4.24616,4.20489
25-Feb-20,5.46464,4.8964,4.55059,4.44216,4.36202,4.31546,4.2694,4.21685,4.19488,4.15756
26-Feb-20,5.51101,4.90833,4.51286,4.39387,4.31647,4.24533,4.17472,4.12217,4.1002,4.06287
27-Feb-20,5.74378,5.02695,4.54279,4.4005,4.3223,4.24366,4.16683,4.11428,4.09549,4.05503
28-Feb-20,6.93848,5.66889,4.84354,4.56685,4.41822,4.29631,4.18261,4.11428,4.09546,4.06292
02-Mar-20,6.23199,5.2789,4.62724,4.4664,4.38806,4.27436,4.16683,4.0985,4.08757,4.06292
03-Mar-20,6.05391,5.1392,4.56605,4.4269,4.34358,4.23247,4.12738,4.06694,4.05207,4.02347
04-Mar-20,5.72878,4.91219,4.46111,4.36383,4.29724,4.22211,4.15105,4.09061,4.07574,4.04319
05-Mar-20,6.05972,5.18192,4.67989,4.54754,4.46183,4.33553,4.21417,4.1419,4.12308,4.08264
06-Mar-20,7.75959,6.23807,5.29799,4.96038,4.74884,4.54136,4.34041,4.23658,4.20986,4.13787
09-Mar-20,9.41133,7.40399,6.10171,5.6014,5.28955,4.8699,4.46665,4.35493,4.32821,4.26411
10-Mar-20,8.49156,7.04753,5.8458,5.39167,5.10797,4.81311,4.52977,4.38649,4.34399,4.26411
11-Mar-20,8.70012,7.26406,6.21142,5.79245,5.41559,5.16664,4.92742,4.70682,4.61462,4.49292
12-Mar-20,10.04464,8.21863,7.01836,6.3526,5.81583,5.52201,5.23513,4.91984,4.73297,4.54026
13-Mar-20,9.19067,7.73782,6.74893,6.16399,5.67115,5.41558,5.16412,4.84884,4.6659,4.47714
16-Mar-20,8.44294,7.18377,6.27122,5.75957,5.35264,5.18405,5.02212,4.73443,4.57517,4.40613
17-Mar-20,7.83992,6.74686,5.94569,5.50268,5.16654,5.00839,4.85641,4.58452,4.44498,4.27989
18-Mar-20,8.62871,7.39952,6.57833,6.06084,5.59007,5.35676,5.13256,4.78177,4.60278,4.41402
19-Mar-20,9.40055,7.94389,7.08772,6.55141,6.05718,5.70513,5.36133,4.93168,4.71719,4.49292
20-Mar-20,9.50866,7.95336,7.06684,6.45987,5.88172,5.5916,5.30613,4.87645,4.66196,4.40531
23-Mar-20,9.26344,7.8718,6.94334,6.3348,5.77092,5.48966,5.21926,4.76599,4.53966,4.29496
24-Mar-20,8.08363,7.25093,6.46902,5.94373,5.4858,5.22926,4.98139,4.57663,4.36608,4.17653
25-Mar-20,6.69915,6.39587,5.86026,5.41257,5.03849,4.80078,4.57092,4.33993,4.17276,4.03528
26-Mar-20,6.71826,6.24748,5.67395,5.23551,4.87446,4.66411,4.45876,4.28154,4.14989,4.04397
27-Mar-20,6.75835,6.15399,5.56413,5.12909,4.78089,4.64238,4.5061,4.32888,4.19724,4.09921
30-Mar-20,6.60473,6.052,5.48795,5.08727,4.74926,4.61318,4.4824,4.32095,4.19296,4.09999
31-Mar-20,6.32036,5.80385,5.30522,4.95125,4.66337,4.53987,4.41928,4.28153,4.16539,4.08421
01-Apr-20,6.04715,5.60716,5.16855,4.86004,4.60033,4.50474,4.41139,4.28153,4.1733,4.09996
02-Apr-20,5.57141,5.36641,5.02276,4.75457,4.51842,4.44491,4.37195,4.27365,4.16567,4.0921
03-Apr-20,5.02818,4.99362,4.75964,4.55692,4.36643,4.3217,4.27729,4.20265,4.12228,4.06055
06-Apr-20,4.75517,4.7145,4.57719,4.4187,4.25407,4.23379,4.21414,4.17898,4.10949,4.06055
07-Apr-20,5.10589,4.91136,4.6773,4.50712,4.34164,4.28893,4.23783,4.18265,4.10744,4.05266
08-Apr-20,5.40622,5.11561,4.80242,4.63518,4.46621,4.37138,4.27728,4.21415,4.12315,4.06844
09-Apr-20,5.31374,5.06769,4.80364,4.65137,4.48964,4.40296,4.31673,4.25363,4.17159,4.12761
13-Apr-20,5.15938,5.01905,4.79077,4.64472,4.49081,4.42295,4.35614,4.30781,4.23076,4.19073
14-Apr-20,4.90187,4.82318,4.6704,4.55154,4.41108,4.35951,4.30879,4.26041,4.18342,4.14338
15-Apr-20,5.00648,4.90215,4.73825,4.61428,4.46843,4.39622,4.32438,4.27756,4.1992,4.15917
16-Apr-20,5.14326,4.97724,4.77356,4.63478,4.48168,4.40649,4.33229,4.28546,4.20708,4.16706
17-Apr-20,5.13028,4.96089,4.76597,4.63312,4.47846,4.40518,4.33228,4.28546,4.20707,4.16706
20-Apr-20,4.95013,4.8324,4.66568,4.54917,4.40292,4.34733,4.29306,4.25393,4.17554,4.13528
21-Apr-20,5.23362,4.96646,4.73511,4.60832,4.45061,4.37489,4.30096,4.26183,4.18343,4.14317
22-Apr-20,5.10729,4.86388,4.66035,4.54511,4.3933,4.3346,4.27729,4.23815,4.15582,4.11184
23-Apr-20,4.9474,4.72341,4.55302,4.45958,4.3242,4.30046,4.27729,4.23421,4.17949,4.12762
24-Apr-20,4.88579,4.62247,4.431,4.36328,4.28382,4.26065,4.23784,4.19476,4.15582,4.11973
27-Apr-20,4.39021,4.27114,4.17594,4.14266,4.08389,4.07795,4.07215,4.04371,4.01676,4.00138
28-Apr-20,4.34251,4.24778,4.16648,4.14214,4.08743,4.06363,4.03917,4.02797,4.02075,4.01716
29-Apr-20,4.17677,4.13949,4.07675,4.0615,4.01758,4.00624,3.99176,4.0053,4.00096,4.00923
