"Date","SOFR 1 Day Mid Rate","SOFR 1 Month Mid Rate","SOFR 2 Months Mid Rate","SOFR 3 Months Mid Rate","SOFR 4 Months Mid Rate","SOFR 5 Months Mid Rate","SOFR 6 Months Mid Rate","SOFR 9 Months Mid Rate","SOFR 18 Months Mid Rate","SOFR 2 Years Mid Rate","SOFR 3 Years Mid Rate","SOFR 4 Years Mid Rate","SOFR 5 Years Mid Rate","SOFR 6 Years Mid Rate","SOFR 7 Years Mid Rate","SOFR 8 Years Mid Rate","SOFR 9 Years Mid Rate","SOFR 10 Years Mid Rate","SOFR 12 Years Mid Rate","SOFR 15 Years Mid Rate","SOFR 20 Years Mid Rate","SOFR 25 Years Mid Rate","SOFR 30 Years Mid Rate","SOFR 35 Years Mid Rate","SOFR 40 Years Mid Rate","SOFR 50 Years Mid Rate","SOFR 60 Years Mid Rate"
30-May-19,2.43091,2.45663,2.4394,2.42744,2.40663,2.38129,2.35935,2.26886,2.02167,1.92317,1.82861,1.80043,1.80069,1.81658,1.83878,1.86528,1.89236,1.91955,1.96938,2.0222,2.06679,2.07851,2.08126,2.07484,2.05932,2.02492,2.00975
31-May-19,2.42186,2.44373,2.42293,2.39289,2.36057,2.32701,2.29459,2.18026,1.89957,1.7952,1.70507,1.68664,1.69687,1.71652,1.7422,1.77049,1.80002,1.82998,1.88154,1.93589,1.97889,1.99241,1.99764,1.98969,1.97532,1.93921,1.92203
03-Jun-19,2.43854,2.42705,2.4041,2.36411,2.31997,2.27812,2.22938,2.0889,1.78913,1.68316,1.59801,1.59073,1.61075,1.63872,1.67142,1.70485,1.73855,1.77245,1.83041,1.88957,1.94122,1.95635,1.96269,1.95525,1.94127,1.90736,1.89264
04-Jun-19,2.43548,2.4187,2.39328,2.35219,2.30306,2.2565,2.21394,2.08166,1.80617,1.70951,1.63317,1.63015,1.65162,1.68362,1.71895,1.75445,1.78928,1.824,1.8827,1.94297,1.99524,2.01101,2.01729,2.01056,1.99662,1.96213,1.94806
05-Jun-19,2.43815,2.41961,2.38941,2.34093,2.29156,2.24092,2.19542,2.05798,1.7819,1.68804,1.61513,1.61278,1.63839,1.67696,1.71705,1.75665,1.79494,1.833,1.89779,1.96378,2.02062,2.03964,2.04733,2.04116,2.02717,1.99258,1.97844
06-Jun-19,2.43246,2.41618,2.3775,2.34044,2.28819,2.2359,2.19867,2.06933,1.81677,1.73022,1.65855,1.64877,1.66661,1.69908,1.7334,1.76835,1.80273,1.83636,1.89777,1.95987,2.01334,2.03009,2.03639,2.02987,2.0156,1.98122,1.96618
07-Jun-19,2.42122,2.40646,2.35443,2.30009,2.24142,2.18904,2.15079,2.02261,1.78512,1.70506,1.63904,1.62472,1.63744,1.66593,1.69697,1.73062,1.76373,1.79688,1.856,1.91775,1.9717,1.98865,1.99499,1.98816,1.97366,1.93766,1.92105
10-Jun-19,2.43393,2.41711,2.36915,2.31869,2.25855,2.21428,2.17375,2.05191,1.82532,1.74795,1.68526,1.67393,1.68771,1.71473,1.74493,1.77861,1.81167,1.84385,1.90221,1.96184,2.01411,2.02999,2.03524,2.02842,2.01392,1.97792,1.96131
11-Jun-19,2.44299,2.41971,2.37208,2.32432,2.26817,2.22645,2.19119,2.07525,1.83962,1.75451,1.67814,1.65903,1.66763,1.69561,1.72716,1.76181,1.79573,1.82873,1.88642,1.94523,1.99758,2.01278,2.01668,2.00995,1.99551,1.9596,1.94306
12-Jun-19,2.44852,2.41384,2.35653,2.30203,2.24405,2.1987,2.16357,2.0492,1.80566,1.71784,1.64064,1.62514,1.6383,1.66754,1.70079,1.73666,1.77196,1.80712,1.86809,1.93098,1.98625,2.00357,2.00951,2.00226,1.98729,1.94989,1.93322
13-Jun-19,2.44604,2.39423,2.32231,2.27718,2.20749,2.15101,2.11578,1.99144,1.73712,1.64718,1.57164,1.55947,1.57658,1.60924,1.6464,1.68448,1.72236,1.76017,1.82268,1.88716,1.94484,1.96354,1.97094,1.96354,1.94847,1.91094,1.89392
14-Jun-19,2.42816,2.39356,2.32415,2.279,2.20974,2.15912,2.12319,1.99774,1.74809,1.65839,1.58173,1.5699,1.58565,1.61415,1.64652,1.68187,1.71736,1.75275,1.81188,1.87341,1.92756,1.94418,1.94961,1.94272,1.9269,1.88987,1.87148
17-Jun-19,2.4019,2.39458,2.32609,2.28009,2.21035,2.16725,2.13418,2.01688,1.77507,1.68443,1.60516,1.58525,1.59357,1.62065,1.65204,1.68624,1.72056,1.75466,1.81334,1.87344,1.92603,1.94287,1.94784,1.94102,1.92527,1.88832,1.86998
18-Jun-19,2.36275,2.38864,2.31718,2.26953,2.20803,2.16423,2.13078,2.02067,1.77863,1.68578,1.6026,1.57584,1.57814,1.60176,1.63028,1.66249,1.69481,1.72695,1.78504,1.84516,1.8989,1.91561,1.92047,1.9136,1.89781,1.86081,1.84244
19-Jun-19,2.39263,2.4191,2.31314,2.23642,2.16742,2.10997,2.06292,1.93457,1.67302,1.58302,1.51175,1.5,1.51761,1.54803,1.58299,1.61984,1.65746,1.6943,1.75704,1.8215,1.88054,1.90029,1.90797,1.9013,1.88567,1.84871,1.83037
20-Jun-19,2.3902,2.41755,2.27227,2.20357,2.12638,2.06594,2.02438,1.89456,1.64028,1.55375,1.48428,1.46921,1.48474,1.51752,1.55495,1.59406,1.63318,1.67154,1.73701,1.80412,1.86554,1.88625,1.8948,1.88843,1.87247,1.83482,1.81593
21-Jun-19,2.40138,2.42875,2.28951,2.22073,2.14674,2.08956,2.04422,1.92294,1.67607,1.5947,1.5307,1.52275,1.54486,1.57778,1.6147,1.65323,1.69128,1.72982,1.79281,1.85803,1.9168,1.93626,1.94426,1.93724,1.92127,1.88359,1.8647
24-Jun-19,2.40374,2.43112,2.27514,2.19642,2.11746,2.05843,2.01338,1.88392,1.63018,1.54581,1.48176,1.47397,1.49355,1.52878,1.56617,1.60586,1.64514,1.68359,1.74796,1.81524,1.87527,1.89571,1.90392,1.89774,1.88194,1.84453,1.8258
25-Jun-19,2.40427,2.43025,2.28435,2.20658,2.13229,2.06983,2.02707,1.89359,1.63232,1.54291,1.47326,1.46115,1.47731,1.51019,1.54601,1.5847,1.62291,1.66027,1.72482,1.79271,1.85345,1.8748,1.88337,1.87735,1.86166,1.82477,1.80611
26-Jun-19,N/A,2.44697,2.29783,2.21676,2.15561,2.09934,2.05287,1.9379,1.69704,1.61316,1.54413,1.53195,1.54871,1.57949,1.61398,1.65107,1.68766,1.7237,1.7861,1.85072,1.90828,1.92822,1.93486,1.92916,1.91372,1.87717,1.85875
27-Jun-19,2.39928,2.40492,2.25081,2.18447,2.11961,2.0695,2.02696,1.91117,1.66576,1.58237,1.51313,1.4986,1.51285,1.54218,1.5754,1.61081,1.64694,1.68312,1.74628,1.8111,1.87034,1.89051,1.89712,1.89158,1.87627,1.8399,1.8216
28-Jun-19,2.39004,2.38537,2.23563,2.16673,2.1006,2.06164,2.01463,1.90916,1.67262,1.59189,1.52354,1.51037,1.52411,1.55468,1.58835,1.6241,1.66063,1.69738,1.76164,1.82703,1.8894,1.90919,1.91448,1.9091,1.8939,1.85802,1.84055
01-Jul-19,2.40207,2.37137,2.25566,2.19017,2.13133,2.08851,2.07854,1.95183,1.72601,1.64244,1.57075,1.55137,1.56087,1.58902,1.62146,1.65756,1.69363,1.72965,1.79489,1.86235,1.92424,1.94535,1.95177,1.94604,1.93055,1.8943,1.87658
02-Jul-19,2.40422,2.38032,2.25063,2.17366,2.12103,2.07564,2.05367,1.92802,1.69482,1.60838,1.53122,1.50727,1.51362,1.54062,1.57251,1.60711,1.64208,1.67728,1.74244,1.80969,1.87313,1.89452,1.90078,1.89466,1.87892,1.84228,1.82431
03-Jul-19,2.41658,2.35074,2.23317,2.16345,2.10498,2.06049,2.04613,1.91817,1.68845,1.60317,1.5244,1.49815,1.50374,1.52571,1.55374,1.58684,1.62011,1.65332,1.71609,1.78212,1.84419,1.86518,1.87008,1.86385,1.84804,1.81131,1.79327
05-Jul-19,2.41726,2.35661,2.26834,2.205,2.14786,2.11511,2.12459,1.9941,1.79035,1.71249,1.63268,1.60243,1.60232,1.62306,1.64791,1.67829,1.70891,1.73948,1.79984,1.86347,1.92165,1.94132,1.94597,1.9398,1.92402,1.88733,1.86933
08-Jul-19,2.40536,2.32927,2.25993,2.19761,2.143,2.10888,2.11404,1.97918,1.78109,1.70404,1.62769,1.5953,1.59225,1.60948,1.63213,1.66019,1.68939,1.71919,1.77615,1.83677,1.89358,1.9117,1.91493,1.90815,1.8924,1.85638,1.8384
09-Jul-19,2.42802,2.34848,2.27688,2.21983,2.1722,2.13982,2.08471,2.00736,1.79872,1.72219,1.64786,1.6173,1.61612,1.63154,1.6535,1.68004,1.70791,1.73778,1.79244,1.85085,1.90563,1.92235,1.92543,1.91803,1.9029,1.86626,1.84828
10-Jul-19,2.4075,2.30523,2.21423,2.1421,2.09641,2.05978,2.04184,1.92302,1.72301,1.65432,1.59568,1.57697,1.58613,1.61212,1.64382,1.67765,1.71271,1.74912,1.81073,1.87593,1.93717,1.9583,1.96384,1.95718,1.9415,1.90558,1.88767
11-Jul-19,2.40228,2.28441,2.21514,2.15266,2.10392,2.07063,2.06169,1.9384,1.74902,1.6862,1.63751,1.6279,1.64339,1.673,1.70587,1.74124,1.77763,1.81467,1.87583,1.94035,2.00115,2.02124,2.02637,2.01969,2.00399,1.96805,1.95011
12-Jul-19,2.39445,2.27012,2.20777,2.14195,2.0881,2.05287,2.01318,1.91965,1.72149,1.65926,1.61124,1.60506,1.62132,1.6499,1.68312,1.71855,1.75448,1.79063,1.85042,1.91394,1.97377,1.99399,1.99945,1.99289,1.97728,1.94147,1.92361
15-Jul-19,2.40755,2.25415,2.19916,2.13359,2.08147,2.04377,2.00498,1.91428,1.71346,1.64934,1.59877,1.5893,1.60408,1.63131,1.6634,1.69869,1.73399,1.76922,1.82899,1.8928,1.95293,1.97283,1.978,1.97142,1.95581,1.91999,1.90214
16-Jul-19,2.42256,2.26217,2.20665,2.14205,2.09274,2.05438,2.01405,1.92656,1.7348,1.67229,1.62444,1.61564,1.62971,1.65768,1.6905,1.72614,1.7611,1.79584,1.8546,1.91702,1.97623,1.99505,1.99969,1.99323,1.97769,1.94198,1.92419
17-Jul-19,2.44791,2.26649,2.20591,2.13277,2.0836,2.04306,2.00313,1.91292,1.70593,1.63771,1.58309,1.56893,1.57827,1.6033,1.63282,1.66681,1.70014,1.7337,1.79102,1.85202,1.90986,1.92967,1.93459,1.92823,1.91279,1.87721,1.85951
18-Jul-19,2.43683,2.1987,2.13649,2.07443,2.01897,1.97399,1.93773,1.83957,1.62519,1.55759,1.50792,1.49928,1.51628,1.54563,1.57981,1.61677,1.6537,1.68996,1.75279,1.81835,1.88192,1.90401,1.91049,1.90488,1.88999,1.85552,1.83856
19-Jul-19,2.43424,2.24105,2.19643,2.13421,2.0765,2.0364,1.99846,1.89691,1.67249,1.6015,1.54199,1.53119,1.54531,1.57285,1.60423,1.63921,1.67421,1.70935,1.77107,1.83566,1.89755,1.91834,1.92521,1.9187,1.90425,1.86888,1.85174
22-Jul-19,2.42026,2.23019,2.19653,2.1381,2.08307,2.04138,2.00319,1.90036,1.66957,1.59473,1.53355,1.52112,1.53428,1.56228,1.59331,1.62894,1.66453,1.70012,1.76145,1.82701,1.88903,1.91029,1.9175,1.91119,1.89688,1.86171,1.8447
23-Jul-19,2.43639,2.23378,2.19884,2.14378,2.09327,2.05062,2.01784,1.91559,1.69525,1.62219,1.56132,1.54615,1.55777,1.58596,1.6172,1.65373,1.68955,1.72542,1.7873,1.85371,1.91654,1.938,1.94479,1.93847,1.92414,1.88895,1.87193
24-Jul-19,2.43685,2.22668,2.19104,2.13515,2.08697,2.04483,2.0108,1.91236,1.69488,1.62016,1.55663,1.54013,1.55038,1.57547,1.60543,1.63937,1.67339,1.70769,1.76876,1.8343,1.89523,1.91635,1.92232,1.9153,1.90047,1.86457,1.84708
25-Jul-19,2.44056,2.21316,2.17944,2.13656,2.08727,2.04709,2.01775,1.92422,1.71027,1.6369,1.57427,1.55628,1.56559,1.58958,1.61823,1.65137,1.6844,1.71761,1.77935,1.84375,1.90541,1.92669,1.93224,1.9259,1.91047,1.87525,1.85767
26-Jul-19,2.45675,2.20658,2.17991,2.14211,2.09841,2.06121,2.03301,1.94431,1.74417,1.67363,1.60717,1.5871,1.59288,1.61661,1.64542,1.6779,1.7097,1.74307,1.80183,1.86403,1.92351,1.94232,1.94543,1.93808,1.92189,1.88557,1.86733
29-Jul-19,2.57131,2.18494,2.15962,2.11883,2.07597,2.03756,2.00951,1.92508,1.72393,1.65208,1.58483,1.5625,1.56596,1.58807,1.61637,1.64861,1.68125,1.71432,1.77399,1.83827,1.89799,1.9173,1.9215,1.91408,1.89783,1.86094,1.84281
30-Jul-19,2.17426,2.18851,2.16014,2.11766,2.07845,2.04537,2.01357,1.93095,1.72744,1.658,1.59376,1.57096,1.57521,1.59716,1.62459,1.65654,1.6882,1.72024,1.77896,1.84193,1.90191,1.9214,1.92553,1.91795,1.90206,1.86615,1.84799
31-Jul-19,2.20732,2.22181,2.19441,2.15281,2.11877,2.08724,2.05751,1.97804,1.79038,1.71931,1.64174,1.60143,1.59012,1.60225,1.62068,1.64634,1.67241,1.69893,1.75346,1.81125,1.86721,1.88468,1.88685,1.87981,1.86385,1.82786,1.80977
01-Aug-19,2.20196,2.21691,2.15659,2.10123,2.0482,1.99862,1.95791,1.8497,1.6258,1.54471,1.46321,1.42915,1.42441,1.44169,1.46628,1.49522,1.52578,1.55857,1.61966,1.68671,1.7509,1.77281,1.78064,1.77373,1.75727,1.7215,1.70422
02-Aug-19,2.19477,2.20971,2.13848,2.07216,2.01557,1.96722,1.92577,1.82125,1.60359,1.5259,1.44697,1.41246,1.40414,1.41733,1.43786,1.46434,1.4922,1.52155,1.57818,1.63955,1.69996,1.72001,1.72599,1.71967,1.7032,1.66741,1.6495
05-Aug-19,2.16866,2.1829,2.09365,2.0074,1.93333,1.87175,1.8171,1.68478,1.42957,1.34317,1.26486,1.23981,1.24115,1.25664,1.27905,1.30725,1.3377,1.36961,1.42969,1.49434,1.55706,1.57945,1.58583,1.58015,1.5637,1.52796,1.51072
06-Aug-19,2.17825,2.19282,2.10591,2.02508,1.95632,1.89607,1.84021,1.71523,1.47219,1.38893,1.30526,1.27352,1.26722,1.28392,1.30761,1.33597,1.36585,1.39716,1.45451,1.51643,1.57677,1.59754,1.6029,1.59683,1.58009,1.54429,1.52743
07-Aug-19,2.1642,2.17895,2.07237,1.9701,1.90637,1.83908,1.78056,1.64028,1.40475,1.32106,1.23577,1.20441,1.20319,1.21636,1.23697,1.26284,1.2902,1.31895,1.37283,1.43104,1.48777,1.50677,1.51033,1.50428,1.48758,1.45184,1.43504
08-Aug-19,2.16879,2.18368,2.06731,1.99299,1.92996,1.86584,1.815,1.68753,1.45274,1.36768,1.28079,1.24524,1.23868,1.24961,1.2679,1.29195,1.31816,1.34593,1.39634,1.45257,1.50957,1.52708,1.53071,1.52527,1.50901,1.47354,1.4572
09-Aug-19,2.16959,2.18448,2.06531,1.98732,1.92426,1.86472,1.81334,1.69062,1.4694,1.39254,1.31336,1.27701,1.26979,1.28158,1.29948,1.3238,1.35027,1.37817,1.42904,1.48509,1.54156,1.5589,1.56359,1.55754,1.54129,1.50582,1.49012
12-Aug-19,2.17863,2.19289,2.05806,1.96972,1.89673,1.8374,1.78172,1.65046,1.41642,1.33244,1.24471,1.20452,1.19194,1.20022,1.21511,1.23656,1.26078,1.28636,1.33374,1.38573,1.43825,1.45473,1.45726,1.45124,1.43504,1.40028,1.38402
13-Aug-19,2.17842,2.19299,2.07986,2.00171,1.94077,1.88683,1.83177,1.71771,1.50382,1.426,1.3438,1.30002,1.28014,1.27869,1.2836,1.29882,1.31556,1.33373,1.3715,1.41538,1.4597,1.47181,1.47065,1.46458,1.44833,1.41352,1.39721
14-Aug-19,2.17098,2.18574,2.05143,1.95987,1.90163,1.83897,1.77971,1.6525,1.42831,1.34756,1.26341,1.21872,1.19623,1.18896,1.1886,1.19789,1.21042,1.22469,1.25763,1.29548,1.33818,1.34739,1.34644,1.33976,1.32355,1.2888,1.27257
15-Aug-19,2.15324,2.1681,2.00569,1.91974,1.85231,1.78569,1.72959,1.59465,1.35719,1.27391,1.18987,1.15037,1.13259,1.12719,1.12869,1.13735,1.15128,1.16719,1.20039,1.23968,1.28325,1.29442,1.29347,1.28501,1.26827,1.23366,1.21754
16-Aug-19,2.17636,2.1809,2.02566,1.9341,1.86349,1.79581,1.73511,1.59644,1.35392,1.27073,1.18746,1.14976,1.13434,1.13192,1.13698,1.14696,1.16166,1.17968,1.21315,1.25214,1.29519,1.30714,1.30868,1.30206,1.28543,1.25004,1.23445
19-Aug-19,2.17536,2.15486,2.04019,1.95275,1.88193,1.82765,1.7684,1.63637,1.40485,1.32304,1.24058,1.20301,1.18887,1.18989,1.19872,1.21273,1.23047,1.25102,1.2888,1.33402,1.38447,1.3993,1.40149,1.39268,1.37456,1.33947,1.32299
20-Aug-19,2.17526,2.15502,2.03988,1.9496,1.87778,1.81823,1.75177,1.61901,1.37898,1.29508,1.21019,1.17135,1.1556,1.15531,1.16284,1.1764,1.19366,1.21377,1.2505,1.29452,1.34466,1.35984,1.36175,1.35291,1.33478,1.29969,1.28321
21-Aug-19,2.17191,2.15261,2.04006,1.94569,1.88213,1.82198,1.75885,1.63178,1.41197,1.32955,1.24416,1.20252,1.18202,1.18117,1.18707,1.20027,1.21648,1.23516,1.27349,1.31841,1.368,1.38292,1.38517,1.37638,1.35829,1.32323,1.30677
22-Aug-19,2.14941,2.10635,2.02324,1.95207,1.89519,1.84756,1.79067,1.67075,1.45476,1.37228,1.2827,1.23863,1.2179,1.21958,1.22872,1.24355,1.26131,1.28183,1.3243,1.37164,1.42306,1.43916,1.44265,1.43381,1.41567,1.38055,1.36405
23-Aug-19,2.14786,2.07199,1.99021,1.90835,1.84294,1.79578,1.73351,1.60299,1.37149,1.28292,1.1936,1.14955,1.12699,1.12951,1.13952,1.15582,1.17505,1.19633,1.23774,1.28644,1.33699,1.35404,1.35724,1.34828,1.33004,1.29499,1.2785
26-Aug-19,2.15046,2.08288,2.00873,1.93536,1.87517,1.83142,1.77039,1.63998,1.40509,1.31397,1.21933,1.17333,1.15244,1.1533,1.16257,1.17859,1.19778,1.21941,1.26182,1.31104,1.36254,1.37903,1.3832,1.37471,1.35683,1.32188,1.30545
27-Aug-19,2.1524,2.08127,2.00414,1.93212,1.87194,1.82689,1.76713,1.63374,1.38713,1.28905,1.18718,1.13648,1.11114,1.10679,1.11125,1.12436,1.1406,1.15917,1.19688,1.2411,1.28864,1.30256,1.30485,1.29635,1.27847,1.24355,1.22715
28-Aug-19,N/A,2.08893,2.00766,1.93649,1.87565,1.82869,1.76969,1.63238,1.37433,1.26805,1.15377,1.10114,1.07563,1.07013,1.07389,1.0861,1.10235,1.12058,1.15841,1.20169,1.24938,1.26215,1.26359,1.25504,1.23713,1.20217,1.18575
29-Aug-19,2.16176,2.05786,1.97925,1.92226,1.86844,1.82054,1.76909,1.64484,1.40157,1.30089,1.19057,1.13858,1.11406,1.10963,1.11483,1.12754,1.14416,1.16356,1.19776,1.23903,1.28462,1.29545,1.29467,1.28625,1.26844,1.23362,1.21735
30-Aug-19,2.15679,2.04469,1.97156,1.9148,1.85581,1.80985,1.75694,1.62901,1.39277,1.29291,1.18629,1.13531,1.11201,1.10791,1.11335,1.12624,1.14303,1.16254,1.1969,1.23833,1.28407,1.295,1.29428,1.2859,1.26813,1.23336,1.21712
03-Sep-19,2.18349,2.03014,1.95675,1.89584,1.83186,1.77916,1.72286,1.58575,1.32363,1.21936,1.10955,1.05622,1.02966,1.02544,1.03168,1.04546,1.06336,1.08442,1.12281,1.16779,1.21455,1.22981,1.23257,1.22538,1.20803,1.17427,1.15809
04-Sep-19,2.18156,2.01543,1.93626,1.87343,1.80679,1.74873,1.69075,1.54754,1.28362,1.182,1.07528,1.02612,1.00351,1.00528,1.01756,1.03565,1.0577,1.08176,1.12366,1.17161,1.22217,1.23937,1.24379,1.23649,1.21906,1.18517,1.16889
05-Sep-19,2.18603,2.01938,1.94487,1.90291,1.84339,1.78827,1.73881,1.60719,1.36687,1.27625,1.1793,1.13572,1.11759,1.11774,1.12794,1.14523,1.1656,1.18815,1.23005,1.27754,1.32862,1.34572,1.34974,1.34253,1.32451,1.29066,1.27438
06-Sep-19,2.18338,2.01882,1.94895,1.90348,1.84213,1.78802,1.73648,1.60503,1.36094,1.27051,1.17305,1.12751,1.10625,1.10456,1.1123,1.12754,1.1465,1.16733,1.20512,1.24782,1.2942,1.30967,1.31139,1.30421,1.28623,1.25244,1.23622
09-Sep-19,2.16923,2.00318,1.94023,1.89612,1.83508,1.78704,1.73911,1.62164,1.40517,1.32136,1.23216,1.18736,1.16656,1.16945,1.18167,1.20027,1.22209,1.24559,1.28458,1.32941,1.37724,1.39278,1.39513,1.38916,1.3705,1.33599,1.31968
10-Sep-19,2.17135,1.99643,1.94638,1.90504,1.84882,1.80264,1.75971,1.65765,1.47389,1.40108,1.31583,1.27275,1.25302,1.2541,1.26439,1.28155,1.30171,1.32338,1.36384,1.40899,1.45743,1.47292,1.47526,1.46929,1.45062,1.41607,1.39972
11-Sep-19,2.18081,1.99955,1.94892,1.90781,1.85351,1.80521,1.76272,1.65886,1.47882,1.41202,1.33478,1.29551,1.2789,1.28154,1.29259,1.30944,1.33011,1.3532,1.39174,1.43512,1.48256,1.49722,1.49827,1.49148,1.47328,1.43951,1.42325
12-Sep-19,2.18132,1.98228,1.93593,1.90401,1.85813,1.8108,1.77745,1.68753,1.53431,1.47339,1.40054,1.3618,1.34228,1.34373,1.35316,1.36924,1.38879,1.41039,1.44976,1.49326,1.54078,1.55498,1.55653,1.5497,1.53147,1.49764,1.48132
13-Sep-19,2.22512,1.98988,1.95206,1.92349,1.88996,1.84876,1.81884,1.73668,1.59506,1.5437,1.48373,1.45382,1.44343,1.44863,1.46151,1.47927,1.50096,1.52452,1.56509,1.60999,1.65737,1.67322,1.67551,1.66872,1.65048,1.61661,1.60024
16-Sep-19,2.4104,2.02158,1.97557,1.93585,1.88902,1.84476,1.80732,1.71607,1.54932,1.49087,1.42804,1.39638,1.38458,1.38838,1.39931,1.41643,1.43715,1.45938,1.49748,1.54041,1.58621,1.60041,1.60035,1.59424,1.57543,1.5423,1.52601
17-Sep-19,2.05474,2.06595,2.0053,1.95207,1.90097,1.85211,1.81334,1.71098,1.53958,1.47707,1.40756,1.37236,1.35806,1.36177,1.37285,1.38977,1.40999,1.43168,1.46889,1.50969,1.55473,1.56701,1.56579,1.55964,1.54027,1.50618,1.48902
18-Sep-19,2.05657,2.06791,2.01002,1.9611,1.9172,1.86857,1.83124,1.72602,1.5487,1.4805,1.40409,1.36714,1.35153,1.35007,1.35659,1.37031,1.38749,1.40596,1.43936,1.47703,1.51898,1.52938,1.52747,1.52149,1.50225,1.46839,1.45144
19-Sep-19,2.05755,2.06927,2.00101,1.95356,1.91307,1.85729,1.82001,1.71695,1.53288,1.46315,1.38807,1.35196,1.3357,1.33568,1.34213,1.35521,1.37219,1.39055,1.42246,1.45787,1.4972,1.50624,1.50331,1.49694,1.47789,1.44429,1.42753
20-Sep-19,1.94458,1.95612,1.90251,1.86507,1.83819,1.798,1.76995,1.6865,1.52603,1.46085,1.38984,1.35835,1.34389,1.342,1.34564,1.35768,1.37249,1.38857,1.42056,1.45612,1.494,1.50361,1.50132,1.49422,1.47571,1.44201,1.42518
23-Sep-19,1.96767,1.97925,1.91158,1.86017,1.82941,1.78642,1.75496,1.66788,1.49793,1.42598,1.34942,1.31497,1.29978,1.29741,1.30163,1.31367,1.32882,1.34548,1.37618,1.41172,1.44962,1.45868,1.45585,1.44858,1.42995,1.39571,1.37838
24-Sep-19,1.98443,1.99552,1.92181,1.86497,1.82686,1.7686,1.72764,1.62337,1.4284,1.35061,1.26932,1.23203,1.21445,1.21159,1.2158,1.22819,1.244,1.26121,1.2955,1.3341,1.37585,1.38677,1.38574,1.37854,1.35935,1.32396,1.30968
25-Sep-19,1.9676,1.9788,1.91381,1.86496,1.83163,1.77948,1.74462,1.65315,1.49092,1.42562,1.35453,1.32353,1.30967,1.30735,1.31271,1.3249,1.34054,1.35919,1.3915,1.42845,1.46802,1.47798,1.47635,1.46937,1.44961,1.4148,1.39668
26-Sep-19,2.24555,1.95707,1.89466,1.8455,1.81675,1.76824,1.73336,1.64321,1.47735,1.40864,1.33185,1.29752,1.2844,1.2814,1.28552,1.29794,1.31316,1.33062,1.36263,1.3997,1.44076,1.45283,1.45275,1.44603,1.42699,1.39138,1.3718
27-Sep-19,1.92473,1.92546,1.86951,1.83153,1.78525,1.74094,1.70684,1.62155,1.46064,1.397,1.32425,1.29431,1.28388,1.28393,1.29199,1.30599,1.32305,1.34164,1.37733,1.41767,1.46254,1.47696,1.47896,1.47266,1.45333,1.41876,1.39956
30-Sep-19,1.89219,1.88619,1.85567,1.8234,1.78005,1.73808,1.70497,1.62085,1.46298,1.40248,1.33136,1.29831,1.28622,1.28609,1.2924,1.30608,1.32271,1.3405,1.37412,1.41446,1.4583,1.47234,1.47398,1.46766,1.44832,1.41373,1.39452
01-Oct-19,1.88932,1.88454,1.83408,1.78119,1.75641,1.70088,1.65957,1.61831,1.40085,1.34029,1.27135,1.24543,1.23886,1.24409,1.25579,1.27308,1.29355,1.31565,1.35306,1.39641,1.44319,1.45768,1.4612,1.45516,1.43603,1.40182,1.38285
02-Oct-19,1.89534,1.87786,1.80916,1.75832,1.70921,1.65599,1.61251,1.51614,1.33926,1.27531,1.20661,1.17954,1.17361,1.18348,1.19907,1.22011,1.24415,1.26848,1.31244,1.36118,1.41296,1.43078,1.43667,1.43044,1.41117,1.37739,1.35765
03-Oct-19,1.88995,1.84829,1.77206,1.7153,1.65331,1.59016,1.54638,1.42815,1.24358,1.17699,1.11201,1.09011,1.091,1.10525,1.12573,1.15009,1.17745,1.20563,1.25176,1.3026,1.35655,1.37592,1.38254,1.37636,1.3584,1.32405,1.30436
04-Oct-19,1.86616,1.82268,1.75801,1.70592,1.64369,1.59237,1.54944,1.43574,1.2536,1.18789,1.12208,1.09391,1.0889,1.10041,1.11829,1.14123,1.16725,1.19392,1.23947,1.28919,1.34075,1.35741,1.36184,1.35469,1.33552,1.29808,1.27707
07-Oct-19,1.86852,1.80796,1.75992,1.71161,1.6562,1.60927,1.57006,1.48156,1.30193,1.2377,1.17372,1.14562,1.13841,1.14708,1.16287,1.18356,1.20719,1.23228,1.27645,1.32458,1.37485,1.39156,1.39561,1.38891,1.37008,1.33311,1.31243
08-Oct-19,1.86857,1.80607,1.75691,1.70794,1.65439,1.60605,1.56213,1.47953,1.29917,1.23676,1.17304,1.14508,1.13837,1.14705,1.16283,1.18355,1.20718,1.23226,1.27644,1.32457,1.37484,1.39155,1.39561,1.38891,1.37007,1.33311,1.31242
09-Oct-19,1.87159,1.80312,1.74998,1.69478,1.64664,1.60395,1.56652,1.48724,1.31767,1.25455,1.191,1.16351,1.15685,1.16747,1.18465,1.20636,1.23111,1.25628,1.30135,1.35229,1.40511,1.42345,1.42834,1.42201,1.40346,1.36707,1.34693
10-Oct-19,1.87616,1.7843,1.72888,1.69296,1.63999,1.60621,1.57629,1.50713,1.36378,1.3099,1.25326,1.22577,1.21982,1.23067,1.24865,1.27125,1.29657,1.32286,1.36844,1.41912,1.47142,1.48966,1.49406,1.48778,1.46925,1.43293,1.41285
11-Oct-19,1.86178,1.76738,1.72766,1.70194,1.66136,1.63546,1.6139,1.55086,1.45276,1.40813,1.35962,1.33836,1.33607,1.34645,1.36341,1.38457,1.40876,1.43337,1.47348,1.51814,1.56401,1.57844,1.58004,1.57375,1.55522,1.5189,1.49883
